sam,,nek,,overlap,,decomp,
X,Y,X,Y,X,Y,X,Y
0.7284371162391936,-0.001772824281218277,0.014634648271064532,0.0009858325998179929,-0.0008827966847643753,0.0010458034015796702,0.014634648271064532,0.0009858325998179929
0.7427609115830356,-0.001828181944382834,0.02895844361490657,0.000930474936653436,0.051637786242656525,0.0008428253033094801,0.02895844361490657,0.000930474936653436
0.7570847069268776,-0.001883539607547391,0.03970129012278811,0.0008889566892800183,0.09938500638425424,0.0008230547093222018,0.03970129012278811,0.0008889566892800183
0.7714085022707198,-0.0019388972707121699,0.06715523119848543,0.0007828545015478028,0.14951952574982563,0.0007940578381409047,0.06715523119848543,0.0007828545015478028
0.7857322976145618,-0.001994254933876727,0.08147902654232747,0.0007274968383832459,0.20084687095263437,0.0006506111950990157,0.08147902654232747,0.0007274968383832459
0.800056092958404,-0.0020496125970412837,0.0910282234382222,0.0006905917296067265,0.2521733923806937,0.0003973279187945433,0.08983457382623533,0.000695204868203847
0.814379888302246,-0.0021049702602058407,0.11490121567795891,0.0005983289576658724,0.29991814119804294,0.00004804742501751669,0.11490121567795891,0.0005983289576658724
0.8287051252518995,-0.001968113815159933,0.129225011021801,0.0005429712945010934,0.350050189239366,-0.00031045934595308466,0.129225011021801,0.0005429712945010934
0.8430390118364228,-0.0006779727208514608,0.13996785752968255,0.0005014530471276757,0.4001859442670616,-0.00017470126723972967,0.13996785752968255,0.0005014530471276757
0.8573757816325689,0.0009965965898779405,0.16503449938140613,0.00040457713658970107,0.4503179923083846,-0.0005332080382107751,0.16503449938140613,0.00040457713658970107
0.8717327339100773,0.0053621634155534,0.17935829472524817,0.00034921947342514414,0.5004512760118318,-0.0007269598592869464,0.17935829472524817,0.00034921947342514414
0.886119959909629,0.01376422651364817,0.1901011412331297,0.0003077012260515044,0.5505833240531548,-0.0010854666302577698,0.1901011412331297,0.0003077012260515044
0.8993504414059699,0.02709158392052724,0.2151677830848533,0.0002108253155135298,0.600716607756602,-0.001279218451333719,0.2151677830848533,0.0002108253155135298
0.9090097769858692,0.0417398366790287,0.2294915784286954,0.00015546765234897286,0.6508511271221733,-0.0013082153225152382,0.2294915784286954,0.00015546765234897286
0.9162783534878469,0.05593600185501879,0.24023442493657693,0.00011394940497555517,0.7009844108256207,-0.0015019671435914095,0.24023442493657693,0.00011394940497555517
0.9223532803778378,0.07013678016960623,0.2653010667883005,0.000017073494437358505,0.8019404776978243,0.09004379125547879,0.2653010667883005,0.000017073494437358505
0.9272359992616537,0.08453438573100114,0.27962486213214255,-0.00003828416872719842,0.8516583729838494,0.19362281184832186,0.27962486213214255,-0.00003828416872719842
0.9321273677803388,0.10008527594165861,0.2891740590280373,-0.00007518927750371773,0.9024865106884774,0.28607626018467824,0.2891740590280373,-0.00007518927750371773
0.937036035568763,0.11794273545084144,0.3154343504917477,-0.00017667832663881278,0.95448420259367,0.37531237385949157,0.3154343504917477,-0.00017667832663881278
0.9419533529920565,0.13695347960928683,0.32975814583558966,-0.0002320359898033697,1.004072147412966,0.46156466555507947,0.32975814583558966,-0.0002320359898033697
0.9456380974464509,0.15077905598464747,0.34050099234347125,-0.0002735542371767874,1.0548512705200002,0.5474828342122807,0.3393073427314844,-0.00026894109857966697
0.9493574404403227,0.1692177709570586,0.36556763419519483,-0.000370430147714762,1.1055871454526873,0.6276345796231688,0.36556763419519483,-0.000370430147714762
0.953059484164456,0.18534991663094447,0.37989142953903693,-0.000425787810879541,1.1562740057877805,0.701251045354902,0.37989142953903693,-0.000425787810879541
0.9555505790068632,0.1991801061449021,0.3906342760469184,-0.0004673060582529587,1.206901760284599,0.766986732650007,0.38944062643493155,-0.00046269291965583825
0.9592569475484309,0.21588889414341939,0.415700917898642,-0.0005641819687909333,1.2574531096734038,0.8225350722099588,0.415700917898642,-0.0005641819687909333
0.961769666478012,0.23260229528053356,0.4300247132424841,-0.0006195396319554902,1.3079323787716297,0.8684727063593884,0.4300247132424841,-0.0006195396319554902
0.9663049583612375,0.25372893234215965,0.4395739101383788,-0.0006564447407320095,1.358332359550219,0.9038385645572439,0.4395739101383788,-0.0006564447407320095
0.9680060532188997,0.26833105371469024,0.46583420160208927,-0.0007579337898671046,1.408681884125403,0.9324769289677339,0.46583420160208927,-0.0007579337898671046
