sam,,nek,,decomp,
X,Y,X,Y,X,Y
29968.45425867508,8.550724637681153,30000,13.550724637681157,30000,12.826086956521735
40000,14.05797101449275,40000,20.57971014492753,40000,19.710144927536227
50000,20.942028985507243,50000,29.130434782608695,50000,28.18840579710145
