time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,SAM_dudt,SAM_velocity,coupled_nekdP,dP_overlap,dt,du,fromNekRS_temperature,mFlow_deadend,mFlow_out2,mFlow_out6,p_in,p_inlet_interface,p_out,toNekRS_temperature,toNekRS_velocity,u,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity,junction7toOverlap:pressure,junction7toOverlap:rho,junction7toOverlap:temperature,junction7toOverlap:velocity
0,0.55021829236536,15018820.756821,548.2444941055,0.25206716411651,0.55021858243846,15018820.756843,548.24448749351,0.25206729331977,0,0.25206716411651,2.125,3.0173583570868,1,0,548.2444941055,2.8062376367715e-07,0.5502185796277,0.55021830172907,15018823.774179,15018820.756843,15018820.756821,548.24448640978,0.25206716411651,0.25206716411651,14999975.326424,767.40512453309,550.94590697445,0.2535821603635,15011270.016559,767.40511978974,550.94590975285,0.25358216036429,15003729.075414,767.40512743476,550.9459052748,0.25358203112309,15011265.262093,772.01706129215,548.24448309657,0.25206716411613,15018823.774179,772.01705563575,548.24448640978,0.25206716411689
0.0001,0.55000723126387,15018820.756937,548.24448855599,0.25197046926751,0.55021829236756,15024866.894367,548.24449410428,0.25206716411684,-0.96694865086011,0.25197046926751,8.2682138631569,-1048.2901591677,0.0001,-9.6694865086011e-05,548.2444941055,0.0002099563772908,0.55106289983303,0.5500072270683,15017772.466778,15024866.894367,15018820.756937,548.24449197664,0.25197046925142,0.25197046925142,15000049.385615,767.4051132256,550.94591359777,0.25397129041199,15015823.42187,767.40510840748,550.94591641996,0.25397129046207,15002680.562835,767.40511624852,550.9459118271,0.25387459549478,15009467.449456,772.01705179614,548.24448865882,0.25197046917244,15017772.466793,772.01704613971,548.24449197205,0.25197046900431
0.0002,0.53585560580003,15024866.88911,548.24448937579,0.24548729729894,0.55000722451051,15021866.460709,548.24449410428,0.25197046926517,-64.831720830821,0.24548729729894,137157.54793905,123691.02228604,0.0001,-0.0064831720830821,548.2444941055,0.014077095297367,0.5508530934331,0.53585560352033,15148557.911396,15021866.460709,15024866.88911,548.24449105905,0.24548729716834,0.24548729716834,15004878.244403,767.40511540657,550.94591232027,0.25387459703189,15015059.915648,767.40510813771,550.94591657798,0.25387459644379,15033509.622328,767.40511998923,550.94590963599,0.24739142597815,15090947.890319,772.01705314664,548.24448786777,0.24548729642284,15148557.920588,772.01704752177,548.24449116252,0.24548729425367
0.0003,0.5352058058727,15021866.450831,548.24449486578,0.24518961256609,0.53585560019031,14889542.273274,548.24449410429,0.24548729729594,-2.9768439944511,0.24518961256609,849.24907512483,-2057.4779187478,0.0001,-0.00029768439944511,548.2444941055,0.00064636597732837,0.53678600998598,0.53520581715107,15019808.972912,14889542.273274,15021866.450831,548.2444857105,0.2451896127689,0.2451896127689,14995227.703374,767.40511647956,550.94591169178,0.24739142693804,14931893.488008,767.40510932138,550.94591588465,0.24739142559436,15000124.043688,767.40512616652,550.94590601767,0.24709374769351,15009951.950951,772.01706540228,548.24448068907,0.24518962532693,15019808.980396,772.01705690834,548.24448566437,0.24518962556866
0.0004,0.54432339348635,14889542.273312,548.23458601064,0.24936111696717,0.53520580675389,15009672.24855,548.24449410799,0.24518961255891,41.715042285871,0.24936111696717,-139.84470335248,45532.130263114,0.0001,0.0041715042285871,548.2444941055,-0.00907031124096,0.53614009860363,0.54429954921543,14935074.403575,15009672.24855,14889542.273312,548.25439553497,0.24936111699748,0.24936111699748,14996544.910069,767.38735067116,550.9563179444,0.25126524364555,15004413.092843,767.40510853725,550.94591634395,0.24709373977987,14984292.605128,767.38771584418,550.95610404573,0.25126524233811,14959720.471696,771.99997310652,548.25449243431,0.24936111670806,14935074.403069,772.0001385588,548.25439552129,0.24936111687453
0.0005,0.54520676183929,15009672.25194,548.24392389218,0.24977095623514,0.54431146732717,15101835.907781,548.24449410801,0.24936111697812,4.0983963776037,0.24977095623514,-242.15594397852,4149.0590279903,0.0001,0.00040983963776037,548.2444941055,-0.00089114836296922,0.54519136143346,0.54520539643386,15013821.310968,15101835.907781,15009672.25194,548.24505711397,0.24977095663524,0.24977095663524,15002863.66576,767.40337156687,550.94693376754,0.25167508188763,15062176.704819,767.40510795074,550.9459166875,0.25126523892515,15005044.932619,767.40376765764,550.94670175893,0.25167506989448,15009426.715712,772.01590608597,548.24515975406,0.24977095041388,15013821.31071,772.01608125467,548.24505714968,0.24977095120754
0.0006,0.53937067604707,15101835.907467,548.244928017,0.24709786836016,0.54520607435728,15029059.890621,548.24449410019,0.24977095623252,-26.730882959783,0.24709786836016,90.729076554175,-29175.270854846,0.0001,-0.0026730882959783,548.2444941055,0.005804162746602,0.54608062545547,0.53937171954373,15072660.636612,15029059.890621,15101835.907467,548.24405311669,0.24709786833927,0.24709786833927,15002342.397958,767.40511294002,550.94591376504,0.25167508393683,15018354.603881,767.40510648741,550.94591754463,0.25167508385658,15016353.6077,767.40550389896,550.94568476238,0.2490019943492,15044465.179798,772.01762554309,548.24415258879,0.24709786890207,15072660.637746,772.01779537754,548.24405310893,0.2470978689051
0.0007,0.53848727186071,15029059.891001,548.24491976702,0.24669315648286,0.53937119361454,14965733.807143,548.2444941003,0.24709786836515,-4.0471180033902,0.24669315648286,178.03843673846,-4183.8957735747,0.0001,-0.00040471180033902,548.2444941055,0.00087876385314041,0.54028060010026,0.53848829424887,15024875.995228,14965733.807143,15029059.891001,548.24406129875,0.24669315653893,0.24669315653893,14998234.175887,767.4051117074,550.94591448705,0.24900199200177,14978758.292126,767.40510449468,550.94591871187,0.24900199619877,15003541.134524,767.40549950956,550.94568733345,0.24859728100983,15014192.763847,772.01761843761,548.2441567508,0.246693157687,15024875.995906,772.01778147712,548.24406125104,0.24669315873367
0.0008,0.5422140488056,14965733.807259,548.24084371584,0.24839823801047,0.53848777873978,15009428.112866,548.24449410514,0.24669315648287,17.050814723875,0.24839823801047,-35.420480911638,18641.900977552,0.0001,0.0017050814723875,548.2444941055,-0.0037074453495899,0.53940246223926,0.54220530310145,14984375.708237,15009428.112866,14965733.807259,548.24813768448,0.24839823801131,0.24839823801131,14998356.828176,767.3978176393,550.95018695885,0.25030236317817,15004992.682407,767.40510234853,550.94591996897,0.24859728452051,14995568.295584,767.39834718066,550.94987678207,0.2503023632,14989980.530981,772.01059555056,548.24827037936,0.24839823802593,14984375.708173,772.01082208986,548.24813768485,0.24839823805979
0.0009,0.54297431359684,15009428.112995,548.24423243317,0.24874839335059,0.54220967185505,15052612.699067,548.24449410514,0.24839823800366,3.5015524954224,0.24874839335059,-101.15209871611,3694.9924253412,0.0001,0.00035015524954224,548.2444941055,-0.00076135644599486,0.5431021194543,0.54297369334246,15013123.10542,15052612.699067,15009428.112995,548.24474883755,0.24874839326086,0.24874839326086,15001016.111684,767.40361052789,550.94679379706,0.25065252066135,15031937.86915,767.40509991979,550.9459213916,0.25030236763768,15003426.441828,767.40416418279,550.94646949587,0.25065252479381,15008267.67873,772.01637592129,548.24488454986,0.24874839905719,15013123.106423,772.01660763716,548.2447488232,0.24874840015879
