time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,SAM_dudt,SAM_velocity,coupled_nekdP,dP_overlap,mFlow_deadend,mFlow_out2,mFlow_out6,p_in,p_inlet_interface,p_out,toNekRS_temperature,toNekRS_velocity,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity,junction7toOverlap:pressure,junction7toOverlap:rho,junction7toOverlap:temperature,junction7toOverlap:velocity
0,0.510972301371,15000000,550,0.235,0.510972301371,15000000,550,0.235,0,0.235,2.125,0,0,0.510972301371,0.510972301371,15000000,15000000,15000000,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235
1,10.041609163608,14999999.999981,549.92142195613,4.6174060150152,0.510972301371,15025753.404783,550,0.235,2.5683052679719,4.6174060150152,2.125,4789.6282169409,-9.5288767617012,0.51350871339843,10.04224564079,15004789.628198,15025753.404783,14999999.999981,549.89286563239,4.6174060150196,14998720.86706,769.01991713098,550.0000485402,4.6189231284123,15018218.534415,767.86703924063,550.67534224521,0.23652112155199,14999164.863124,769.01992563609,550.00004355837,4.618923128417,15001979.274198,769.24713235774,549.86695811181,4.6174060150152,15004789.6282,769.20290240631,549.89286563248,4.6174060150151
2,4.8467841947994,15025753.405409,549.86543501082,2.2284067604161,10.042245640878,15026173.027972,549.89286562488,4.6174060149832,0.34789445634243,2.2284067604161,2.125,-2606.6825584099,5.1930249003292,10.039791726276,4.8472037663321,15023146.722851,15026173.027972,15025753.405409,549.8264292234,2.2284067604279,14994555.02104,768.78883651322,550.13540310622,4.6189238165425,15013904.442566,768.76223841844,550.15098283597,4.6189238167504,15005123.371167,768.8352566288,550.10821270549,2.2299239692296,15014134.88361,769.36943388058,549.79532047422,2.2284067606647,15023146.722211,769.31632427425,549.82642921794,2.2284067605228
3,0.58863916603573,15026173.032094,549.86457678063,0.27063820997063,4.8472037663274,15014943.924394,549.82642919326,2.2284067602767,-2.0997050158388,0.27063820997063,2.125,-2135.6678164639,4.2554781717885,4.8470644760918,0.58871787035658,15024037.364278,15014943.924394,15026173.032094,549.80432856663,0.27063820853895,14999557.716824,768.76506763898,550.14932563113,2.2299244154838,15008876.180913,768.77064616502,550.14605803138,2.2299244157965,15005952.755296,768.81110574221,550.12235899264,0.27215265603549,15014996.586164,770.37196849029,549.20808975651,0.27063828115943,15024037.3604,769.35405497197,549.80432860966,0.27063820861754
4,2.7714319172722,15014943.924106,549.75026386678,1.2738960925991,0.58871787346702,15015212.824349,549.80432856852,0.27063820996998,-0.19290597873692,1.2738960925991,2.125,1099.449358141,-2.1814238704811,0.5908087328437,2.772738094238,15016043.373464,15015212.824349,15014943.924106,549.53784865032,1.2738960924885,14999525.194492,768.94560430823,550.04357698482,1.2754118312407,15009179.060354,767.77318670437,550.73031600042,0.27215862578299,15002767.067342,768.89489875469,550.07327756404,1.2754118312582,15009403.71968,770.09916096825,549.36788569314,1.2738960926912,15016043.373547,769.80899605661,549.5378486527,1.2738960924848
5,3.993437839341,15015212.824373,549.61536044786,1.8350451177204,2.7727380944747,15020695.841281,549.53784865167,1.2738960926011,0.72884278814776,1.8350451177204,2.125,616.34486752562,-1.2201340574279,2.7706213334101,3.9937584998199,15015829.169241,15020695.841281,15015212.824373,549.57915981207,1.8350451177276,14998855.64596,768.68705814809,550.19501938463,1.8365622367341,15012252.369734,768.30609708824,550.41816583207,1.2754135674026,15002125.992589,768.74163722403,550.16304990485,1.8365622367435,15008976.136053,769.56809438963,549.6789558598,1.8350451177287,15015829.169231,769.73846863869,549.57915981128,1.8350451177206
6,2.3512633408713,15020695.847146,549.59938554304,1.0804028025047,3.9937585001403,15019746.872232,549.57915978922,1.8350451177818,-0.21836576676741,1.0804028025047,2.125,-821.78414460458,1.6401432000597,3.9928615916593,2.3512208304633,15019874.063001,15019746.872232,15020695.847146,549.60753690504,1.0804028026432,14999028.915886,768.63739717238,550.22410810648,1.8365627902349,15011515.216014,768.92965998285,550.05291631091,1.8365627907014,15003829.36329,768.66746955628,550.20649332549,1.0819196917188,15011849.760727,769.69253407527,549.60606580174,1.0804028031953,15019874.059906,769.69002232478,549.60753704974,1.0804028024889
7,1.4996732899713,15019746.876046,549.60405102849,0.68910528394566,2.3512208307657,15017273.674789,549.60753673097,1.080402802365,-0.53018790373261,0.68910528394566,2.125,-424.67750113457,0.85047717832522,2.3516568151942,1.4998139335856,15019322.198545,15017273.674789,15019746.876046,549.56177145028,0.68910528711809,14999582.593613,768.72220237836,550.17443378951,1.0819209479135,15010215.157481,768.75251284927,550.15667955,1.0819209590917,15003722.570181,768.6868208898,550.19515835774,0.69062132839549,15011520.38719,770.05834236114,549.39179503225,0.68910528346933,15019322.201678,769.76815491829,549.56177118937,0.68910528736241
8,2.1625779078797,15017273.675242,549.56634592435,0.99362924701477,1.4998139266712,15018013.683374,549.56177146088,0.68910528395739,0.022377962603399,0.99362924701477,2.125,335.91105650924,-0.6621391125699,1.5003797145117,2.1629767714022,15017609.586298,15018013.683374,15017273.675242,549.48318534639,0.99362924700816,14999600.460173,768.77999462986,550.14058220474,0.9951455057934,15010733.180149,768.36650815346,550.38278028743,0.69062277404936,15003162.996798,768.74826790216,550.15916601112,0.99514550573203,15010383.975599,769.98161262848,549.43673917238,0.99362924709103,15017609.586099,769.90231858439,549.48318534787,0.99362924676294
9,2.2727018199257,15018013.682863,549.51464335532,1.0441076229496,2.1629767715448,15019320.770781,549.48318533268,0.99362924704345,0.15101056564302,1.0441076229496,2.125,58.202245552093,-0.10975783278959,2.1624054103422,2.2729186620667,15018071.885109,15019320.770781,15018013.682863,549.47161885017,1.0441076229646,14999600.285249,768.63439126756,550.22586880344,1.0456241936561,15011461.509676,768.52572528514,550.28951947668,0.99514610661426,15003251.368508,768.6832406132,550.19725549072,1.0456241940855,15010659.112829,769.87562172617,549.49882292792,1.0441076230355,15018071.88437,769.9220652017,549.47161884419,1.0441076229443
10,1.6861000764484,15019320.771562,549.49156125105,0.7745758016612,2.2729186620882,15018852.614094,549.47161884307,1.0441076229581,-0.13778672940238,0.7745758016612,2.125,-291.65688521415,0.58582842818105,2.2726079390164,1.686228785085,15019029.114677,15018852.614094,15019320.771562,549.45713724297,0.77457580164197,14999633.168477,768.59323542724,550.24997567558,1.0456239186785,15011179.638821,768.70047352954,550.18716137753,1.0456239186188,15003637.185528,768.62715261693,550.23010881467,0.77609207062315,15011330.430046,770.03283127754,549.40673804947,0.77457580162906,15019029.114205,769.94678856556,549.45713723072,0.77457580174675
