time,dP,inlet_P,inlet_V,outlet_P,outlet_V
0,7.6713128848925,4.449913001598,0.26329452090022,-3.2213998832945,0.21212999810534
0.01,4720.5035839838,4720.5035839838,0.2608678642679,0,0.25904368271828
0.02,2902.9456709888,2902.9456709888,0.28965431242632,0,0.28781005533443
0.03,-4363.2132908578,-4363.2132908578,0.24531672592703,0,0.2442201116346
0.04,-3300.5293971771,-3300.5293971771,0.212311469608,0,0.21127813183074
0.05,4006.2285954967,4006.2285954967,0.25283354803792,0,0.2510910911714
0.06,3689.8292728776,3689.8292728776,0.28957593298356,0,0.28770316768024
0.07,-3580.9287385375,-3580.9287385375,0.25309632514484,0,0.25190694878155
0.08,-4001.2979855462,-4001.2979855462,0.21297214836787,0,0.21198632208159
0.09,3159.3231704171,3159.3231704171,0.24502388108272,0,0.24337472807047
0.1,4298.3333637155,4298.3333637155,0.28796869046272,0,0.28605979738099
0.11,-2681.3419543466,-2681.3419543466,0.26050667164884,0,0.2592203559887
0.12,-4513.736559263,-4513.736559263,0.21515001265152,0,0.21419366486538
0.13,2215.7185873132,2215.7185873132,0.23774028649524,0,0.23619160973976
0.14,4710.6990597636,4710.6990597636,0.28491788468114,0,0.28299281670871
0.15,-1705.4617747223,-1705.4617747223,0.267256202606,0,0.26587162924648
0.16,-4823.8827206602,-4823.8827206602,0.21869760817624,0,0.2177496667932
0.17,1217.0916993321,1217.0916993321,0.23125448697133,0,0.22980847799079
0.18,4917.2568284616,4917.2568284616,0.28059526156144,0,0.27867371523055
0.19,-695.48571582357,-695.48571582357,0.27309291529169,0,0.27161245428445
0.2,-4926.5551314078,-4926.5551314078,0.22341900792624,0,0.22245897826676
0.21,205.85137550604,205.85137550604,0.22579772713758,0,0.22445188591754
0.22,4917.0342884385,4917.0342884385,0.27521925252154,0,0.27332052367835
0.23,306.06221482131,306.06221482131,0.27780739805724,0,0.27623679398762
0.24,-4825.2041176109,-4825.2041176109,0.22907386666997,0,0.22808278605947
0.25,-776.39531266128,-776.39531266128,0.22154930715268,0,0.22029657084132
0.26,4717.5544984242,4717.5544984242,0.2690417643429,0,0.26718392619897
0.27,1258.9401749602,1258.9401749602,0.28124585482445,0,0.27959376177944
0.28,-4531.5347226901,-4531.5347226901,0.23539397467308,0,0.23435511490606
0.29,-1690.8389758223,-1690.8389758223,0.21863311866936,0,0.21746239015856
0.3,4334.0702047095,4334.0702047095,0.2623372476019,0,0.26053633135627
0.31,2126.2428182892,2126.2428182892,0.28330990640016,0,0.28158773243295
0.32,-4064.2193867773,-4064.2193867773,0.24209595337572,0,0.2409952024125
0.33,-2502.8123666413,-2502.8123666413,0.21711669580419,0,0.21601363527278
0.34,3788.9800167004,3788.9800167004,0.25539606114052,0,0.25366524383343
0.35,2875.8618259937,2875.8618259937,0.28396475250535,0,0.28218615581172
0.36,-3448.7833211535,-3448.7833211535,0.2488904914797,0,0.24771679595971
0.37,-3183.1201567729,-3183.1201567729,0.21700707609943,0,0.2159549934767
0.38,3110.3414743792,3110.3414743792,0.24850549177826,0,0.24685464790088
0.39,3481.6632180584,3481.6632180584,0.28323220694002,0,0.28141261470507
0.4,-2715.6308197939,-2715.6308197939,0.25549520758427,0,0.254240888762
0.41,-3708.9933622705,-3708.9933622705,0.21825386750242,0,0.21723486137199
0.42,2330.6197314983,2330.6197314983,0.24194030789558,0,0.24037584649942
0.43,3924.2983208882,3924.2983208882,0.2811895480677,0,0.27934599544467
0.44,-1898.8245502813,-1898.8245502813,0.26164575163639,0,0.26030718172487
0.45,-4064.7701314524,-4064.7701314524,0.22075337098893,0,0.21974947554478
0.46,1485.184893834,1485.184893834,0.23595182337143,0,0.23447659955024
0.47,4191.7689262806,4191.7689262806,0.27796437099981,0,0.2761146448233
0.48,-1034.5502380506,-1034.5502380506,0.26710610505952,0,0.26568302892127
0.49,-4242.2727504994,-4242.2727504994,0.22435497733751,0,0.22334838557779
0.5,610.77752040191,610.77752040191,0.23075887091102,0,0.22937159522772
0.51,4279.6307881829,4279.6307881829,0.27372776567413,0,0.27188910473811
0.52,-159.40113722847,-159.40113722847,0.27167905644021,0,0.27017414766779
0.53,-4240.8281205967,-4240.8281205967,0.2288712625018,0,0.22784463959049
0.54,-256.13940945471,-256.13940945471,0.22654130260507,0,0.22523661220549
0.55,4190.86602759,4190.86602759,0.26868665123752,0,0.2668751225193
0.56,690.42161428902,690.42161428902,0.27520658286965,0,0.27362558567749
0.57,-4067.1766451285,-4067.1766451285,0.23407923835084,0,0.23301703814557
0.58,-1080.5743607404,-1080.5743607404,0.22342921669697,0,0.22219888073938
0.59,3935.4553328623,3935.4553328623,0.26306879813806,0,0.26129941892153
0.6,1481.4580708827,1481.4580708827,0.27757857704961,0,0.27593066760312
0.61,-3734.3862073883,-3734.3862073883,0.23973983955996,0,0.23862928726865
0.62,-1830.6051747497,-1830.6051747497,0.22150625558962,0,0.22033992036404
0.63,3529.9756575491,3529.9756575491,0.25712222244865,0,0.25540835061012
0.64,2183.7413696552,2183.7413696552,0.27873985502481,0,0.27703690658322
0.65,-3261.9785590654,-3261.9785590654,0.24560358936293,0,0.24443450592456
0.66,-2478.5242739493,-2478.5242739493,0.22080372152149,0,0.21968855968717
0.67,2996.3977588975,2996.3977588975,0.25109725423232,0,0.24944912677718
0.68,2772.0262750876,2772.0262750876,0.27868468795722,0,0.2769397321957
0.69,-2674.2281668225,-2674.2281668225,0.25142220511987,0,0.25018636303777
0.7,-3001.7961077133,-3001.7961077133,0.22130243195604,0,0.22022325010831
0.71,2361.0880830252,2361.0880830252,0.24523846388989,0,0.24366246544861
0.72,3226.6080426404,3226.6080426404,0.27745703035437,0,0.27568377940193
0.73,-1999.2059296957,-1999.2059296957,0.25695838829941,0,0.25565018740947
0.74,-3383.7830418581,-3383.7830418581,0.22293503887304,0,0.22187592940765
0.75,1653.5668870368,1653.5668870368,0.23977449829079,0,0.23827411371071
0.76,3533.9163011578,3533.9163011578,0.27514645548744,0,0.27335987727408
0.77,-1267.4910732294,-1267.4910732294,0.26199470082835,0,0.26061238135113
0.78,-3614.181383409,-3614.181383409,0.22559046164159,0,0.22453614040578
0.79,905.19305368485,905.19305368485,0.23490933123157,0,0.23348549424001
0.8,3686.8703521925,3686.8703521925,0.27188307422878,0,0.27009882728457
0.81,-510.83039662688,-510.83039662688,0.26634196936595,0,0.2648871480203
0.82,-3689.2024970538,-3689.2024970538,0.22912028844235,0,0.22805601414511
0.83,147.84467546408,147.84467546408,0.23081537331122,0,0.22946555387859
0.84,3684.9203565316,3684.9203565316,0.26783115813109,0,0.26606402953738
0.85,239.38255174164,239.38255174164,0.26984822753022,0,0.2683248598086
0.86,-3611.5888204107,-3611.5888204107,0.23334748457579,0,0.23225898708445
0.87,-587.52648510461,-587.52648510461,0.22762763979359,0,0.22634588416569
0.88,3533.6950224095,3533.6950224095,0.26317989732208,0,0.26144315836542
0.89,952.65042265686,952.65042265686,0.27239497986214,0,0.27080936879049
0.9,-3389.8012883359,-3389.8012883359,0.2380707797431,0,0.23694536379834
0.91,-1271.7638417275,-1271.7638417275,0.2254393079578,0,0.22421717554561
0.92,3244.9086199627,3244.9086199627,0.2581380938751,0,0.25644356259284
0.93,1601.4630090667,1601.4630090667,0.27391295482446,0,0.27227392984529
0.94,-3038.3194172946,-3038.3194172946,0.24307723427422,0,0.2419045436637
0.95,-1878.9877616971,-1878.9877616971,0.22429938950523,0,0.22312662405801
0.96,2835.3265872623,2835.3265872623,0.25292152326305,0,0.25127913292639
0.97,2161.8513247945,2161.8513247945,0.27437514406017,0,0.27269352000846
0.98,-2576.1466472974,-2576.1466472974,0.24815030263662,0,0.24692229965585
0.99,-2387.3874996512,-2387.3874996512,0.22421267851099,0,0.22307735672255
1,2326.0056488312,2326.0056488312,0.24774530214547,0,0.24616240566611
1.01,2614.3083821898,2614.3083821898,0.27379846215078,0,0.27208633312522
1.02,-2026.0804342055,-2026.0804342055,0.25307875824118,0,0.25178984746131
1.03,-2779.967254223,-2779.967254223,0.22514106403652,0,0.22403020336208
1.04,1741.2769565201,1741.2769565201,0.24281501557668,0,0.24129632517316
1.05,2944.4211053909,2944.4211053909,0.27224134196944,0,0.27051176002071
1.06,-1413.651642882,-1413.651642882,0.25766494287923,0,0.25631238830171
1.07,-3045.0601092444,-3045.0601092444,0.22700654060513,0,0.22590691800709
1.08,1107.6368889355,1107.6368889355,0.23831860737435,0,0.23686617408212
1.09,3143.2769620863,3143.2769620863,0.26979980326588,0,0.26806623986306
1.1,-765.98043389969,-765.98043389969,0.26173235692891,0,0.26031609614324
1.11,-3176.5944282734,-3176.5944282734,0.22969601710422,0,0.2285943310793
1.12,452.59594524784,452.59594524784,0.23441963052483,0,0.23303232607844
1.13,3207.4187103852,3207.4187103852,0.26660033397213,0,0.26487562140574
1.14,-110.63912377593,-110.63912377593,0.26512997561979,0,0.26365207311394
1.15,-3174.0438198307,-3174.0438198307,0.23306600962222,0,0.23194934891904
1.16,-196.45650232891,-196.45650232891,0.23125047848186,0,0.22992447965773
1.17,3139.4704375955,3139.4704375955,0.26279953781962,0,0.2610957787585
1.18,525.706502908,525.706502908,0.26774554792494,0,0.26621063914945
1.19,-3042.5106176133,-3042.5106176133,0.23695503531237,0,0.23581198877586
1.2,-813.61915326635,-813.61915326635,0.22891104575303,0,0.22764057766495
1.21,2946.8864866409,2946.8864866409,0.25857028450963,0,0.25689880596005
