time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,SAM_dudt,SAM_velocity,coupled_nekdP,dP_overlap,dt,du,fromNekRS_temperature,mFlow_deadend,mFlow_out2,mFlow_out6,p_in,p_inlet_interface,p_out,toNekRS_temperature,toNekRS_velocity,u,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity,junction7toOverlap:pressure,junction7toOverlap:rho,junction7toOverlap:temperature,junction7toOverlap:velocity
0,0.50458007352364,15018819.691106,548.09380888697,0.23108228525565,0.50458033318453,15018819.691118,548.09380203154,0.23108240067037,0,0.23108228525565,9.35,13.276873430237,1,0,548.09380888697,2.5074849154633e-07,0.50458033281896,0.50458008283799,15018832.967979,15018819.691118,15018819.691106,548.09380053665,0.23108228525565,0.23108228525565,14999979.245477,767.24525238726,551.03955145717,0.23259707866888,15011269.548808,767.24523750684,551.03956017332,0.23259707866759,15003733.195645,767.24525497202,551.03954994316,0.23259696317588,15011270.88564,772.27432248049,548.09379336396,0.23108228525519,15018832.96798,772.2743102351,548.09380053665,0.23108228525621
0.0001,0.50436977428089,15018819.691053,548.09380347004,0.23098597185002,0.50458007352328,15024863.810996,548.0938088864,0.23108228525519,-0.96313410994364,0.23098597185002,8.2682138631569,-1044.4604008626,0.0001,-9.6313410994364e-05,548.09380888697,0.00020911003191107,0.50542440198774,0.5043697715058,15017775.230652,15024863.810996,15018819.691053,548.09380594843,0.23098597184465,0.23098597184465,15000053.018261,767.24524077674,551.03955825799,0.23298617388262,15015821.330204,767.24522583275,551.03956701137,0.23298617391539,15002683.35201,767.24524364776,551.0395565763,0.23288986037052,15009469.339747,772.27431313844,548.09379883603,0.23098597175585,15017775.230766,772.27430099565,548.09380594862,0.23098597173776
0.0002,0.50624197364027,15024863.811217,548.09147047488,0.23184218634048,0.50436976824249,15016238.759748,548.0938088864,0.23098597185037,8.5621422261686,0.23184218634048,-22985.57574435,-23250.016562805,0.0001,0.00085621422261686,548.09380888697,-0.0018617108724225,0.50521546653431,0.50623674833039,15001613.794654,15016238.759748,15024863.811217,548.09613908419,0.23184218606727,0.23184218606727,14999247.878038,767.24106610165,551.04200355756,0.23374607135667,15009429.924679,767.24522551537,551.03956719728,0.23288986086048,14999717.147314,767.24114679394,551.04195629237,0.23374607534314,15000664.072036,772.27029269938,548.09615379245,0.23184218594982,15001613.793625,772.27031782928,548.09613907271,0.23184218482989
0.0003,0.50648077193907,15016238.75984,548.09359140172,0.23195263564459,0.50623935668868,15035836.852361,548.09380888756,0.23184218634159,1.1044958297721,0.23195263564459,-120.94851788908,1039.4726889953,0.0001,0.00011044958297721,548.09380888697,-0.00024015420866636,0.5070728802464,0.50648029410724,15017278.232529,15035836.852361,15016238.75984,548.09401818216,0.23195263565025,0.23195263565025,15000551.471454,767.24470178077,551.03987397277,0.23385652402681,15021695.800911,767.24522493741,551.03956753581,0.2337460754527,15003881.653983,767.24479228877,551.03982095806,0.23385652398795,15010569.16734,772.27390988325,548.09403504118,0.23195263567346,15017278.232219,772.27393865917,548.0940181858,0.23195263567674
0.0004,0.50528604281458,15035836.851976,548.09390275506,0.23140564567938,0.50648052843745,15021445.709951,548.09380888573,0.23195263564646,-5.4698996967198,0.23140564567938,22.727804823435,-5966.1798441745,0.0001,-0.00054698996967198,548.09380888697,0.0011875932161177,0.50731248154457,0.50528626165695,15029870.672132,15021445.709951,15035836.851976,548.09370683911,0.23140564568057,0.23140564568057,15000483.701083,767.2452391,551.03955924013,0.23385652499545,15013045.251389,767.24522408595,551.03956803455,0.23385652504736,15006336.093991,767.24532953958,551.0395062655,0.23330953392932,15018084.339636,772.27444305293,548.09372273913,0.23140564580146,15029870.67281,772.2744702118,548.09370683092,0.23140564572032
0.0005,0.50506794222787,15021445.709981,548.09390156777,0.23130576163435,0.50528614766474,15007970.858683,548.09380888815,0.2314056456794,-0.99884044578447,0.23130576163435,44.167679576789,-1032.6398856025,0.0001,-9.9884044578447e-05,548.09380888697,0.00021686539950307,0.50612587824866,0.50506815837547,15020413.070095,15007970.858683,15021445.709981,548.09370798163,0.231305761636,0.231305761636,14999635.891659,767.24523820669,551.03955976339,0.23330953526447,15004631.130823,767.24522304463,551.0395686445,0.23330953524466,15003773.010118,767.2453278636,551.0395072472,0.23320964968765,15012079.619589,772.27444211078,548.09372329099,0.2313057616573,15020413.070022,772.27446824252,548.09370798442,0.23130576167385
0.0006,0.5058289758414,15007970.858479,548.09295093493,0.23165380506784,0.50506804570554,15016557.502929,548.0938088892,0.23130576163417,3.4804333256724,0.23165380506784,-0.55971416208934,3815.9520063587,0.0001,0.00034804333256724,548.09380888697,-0.00075676487643718,0.50590919617061,0.50582706598766,15011786.810485,15016557.502929,15007970.858479,548.09465870306,0.23165380496856,0.23165380496856,14999635.244407,767.2435387212,551.04055523035,0.23355769259315,15009776.137479,767.24522169771,551.03956943346,0.23320965142015,15002053.978741,767.24365927325,551.04048461746,0.23355769340726,15006912.606596,772.27280529034,548.09468205214,0.23165380504061,15011786.810726,772.27284515642,548.09465870074,0.23165380473147
0.0007,0.50600889497607,15016557.50299,548.09370892517,0.23173659069625,0.50582801647488,15025707.94884,548.09380888638,0.2316538050679,0.82785727169687,0.23173659069625,-16.321328272763,884.6754044015,0.0001,8.2785727169687e-05,548.09380888697,-0.000180000278124,0.50666421750452,0.50600868047441,15017442.178395,15025707.94884,15016557.50299,548.09390068221,0.23173659069573,0.23173659069573,15000182.671587,767.24483161363,551.03979792368,0.23364047844831,15015478.602077,767.24522009353,551.0395703731,0.23355769510983,15003618.98975,767.24495862757,551.03972352576,0.23364047840333,15010519.459883,772.27409759379,548.09392509046,0.23173659068775,15017442.178339,772.27413926332,548.0939006827,0.23173659068526
0.0008,0.50552746845747,15025707.948762,548.09394152373,0.23151623112571,0.50600878315869,15020642.416342,548.09380888638,0.23173659069616,-2.2035961202571,0.23151623112571,12.291073309063,-2399.0747607965,0.0001,-0.00022035961202571,548.09380888697,0.00047843742227966,0.50684380634366,0.50552777395781,15023308.874001,15020642.416342,15025707.948762,548.0936680736,0.23151623108371,0.23151623108371,15000211.755585,767.24523372708,551.0395623873,0.23364048059114,15012454.912345,767.24521827789,551.0395714366,0.23364048100356,15004811.058314,767.24535990872,551.0394884769,0.23342011866057,15014045.031887,772.27449657419,548.09369138926,0.23151623104232,15023308.873807,772.27453637992,548.09366807321,0.23151623076455
0.0009,0.50538568836709,15020642.413868,548.09393920918,0.23145129896496,0.50552761668216,15014468.128455,548.09380888638,0.23151623112427,-0.64932113091637,0.23145129896496,23.621322808855,-678.52288635634,0.0001,-6.4932113091637e-05,548.09380888697,0.00014098353008446,0.50636577234547,0.50538598875315,15019963.890982,15014468.128455,15020642.413868,548.09367035313,0.23145129897062,0.23145129897062,14999859.792934,767.24523129525,551.03956381173,0.23342012221366,15008614.127587,767.24521602091,551.03957275862,0.23342012191222,15003862.817948,767.24535616791,551.03949066806,0.23335518763943,15011900.371841,772.27449455233,548.09369257356,0.23145130103455,15019963.893638,772.27453248918,548.09367035219,0.2314513013533
