time,dP,inlet_P,inlet_V,outlet_P,outlet_V
0,7.6713128848925,4.449913001598,0.23473559217564,-3.2213998832945,0.21212999810534
0.01,2022.7802425785,2022.7802425785,0.23366192512162,0,0.23218920784515
0.02,1283.6589591008,1283.6589591008,0.24635364996,0,0.24486761815376
0.03,-1857.4945611655,-1857.4945611655,0.22743004600832,0,0.22626630263267
0.04,-1444.4865931226,-1444.4865931226,0.21293839064188,0,0.21180539048528
0.05,1709.8622308743,1709.8622308743,0.23019209018699,0,0.22875478186279
0.06,1619.012729296,1619.012729296,0.24627460737267,0,0.24477608602116
0.07,-1515.6127124112,-1515.6127124112,0.23078561815071,0,0.2295813289547
0.08,-1742.3156780247,-1742.3156780247,0.21326777694008,0,0.21215428110867
0.09,1340.574070914,1340.574070914,0.22682732143861,0,0.22543056870065
0.1,1876.5916558028,1876.5916558028,0.24553643058687,0,0.24402233127916
0.11,-1124.0024403437,-1124.0024403437,0.23397341353309,0,0.23272713831132
0.12,-1958.1737648218,-1958.1737648218,0.21425050093752,0,0.21314900787608
0.13,930.50564112077,930.50564112077,0.2236977235178,0,0.22234449700396
0.14,2048.9274899295,2048.9274899295,0.24417730348895,0,0.24265679789424
0.15,-700.47891367909,-700.47891367909,0.2368680183351,0,0.23557912063056
0.16,-2086.2413324598,-2086.2413324598,0.21582133109781,0,0.2147229998605
0.17,497.76821470266,497.76821470266,0.22092021265795,0,0.21961094658552
0.18,2132.0556129628,2132.0556129628,0.2422730212942,0,0.24075483252889
0.19,-263.43378061931,-263.43378061931,0.23936048608149,0,0.23802977659768
0.2,-2124.4998446719,-2124.4998446719,0.21789334267176,0,0.21678949856418
0.21,60.764255560778,60.764255560778,0.21859326786809,0,0.21732654464713
0.22,2125.7892324439,2125.7892324439,0.23991886169269,0,0.23841149337076
0.23,168.8609723625,168.8609723625,0.24136221240016,0,0.23999225060657
0.24,-2074.6493893547,-2074.6493893547,0.22036244492358,0,0.21924510475602
0.25,-362.58309275053,-362.58309275053,0.21679360819791,0,0.215566400934
0.26,2033.600498992,2033.600498992,0.23722516945445,0,0.23573653122492
0.27,578.98611121035,578.98611121035,0.24280789243735,0,0.24140278242499
0.28,-1941.9074599458,-1941.9074599458,0.2231122793153,0,0.22197435462726
0.29,-755.54973562702,-755.54973562702,0.21557386034983,0,0.21438157032559
0.3,1862.3406462927,1862.3406462927,0.23431227574068,0,0.23284918987707
0.31,951.05692188416,951.05692188416,0.24365734264406,0,0.24222238128559
0.32,-1734.6724083394,-1734.6724083394,0.22601939498995,0,0.2248547953077
0.33,-1103.2545327219,-1103.2545327219,0.21496122857655,0,0.21379788911182
0.34,1621.8344174878,1621.8344174878,0.23130516700932,0,0.22987308954468
0.35,1271.3114801478,1271.3114801478,0.24389614980502,0,0.24243749560103
0.36,-1464.0683076977,-1464.0683076977,0.22895844841095,0,0.22776227487639
0.37,-1393.1923155667,-1393.1923155667,0.2149572922908,0,0.21381583159018
0.38,1324.3698866049,1324.3698866049,0.22832820432211,0,0.22693104139853
0.39,1528.5902194482,1528.5902194482,0.24353528335134,0,0.24205981943778
0.4,-1143.3948125055,-1143.3948125055,0.23180734283626,0,0.23057615397333
0.41,-1615.6657554265,-1615.6657554265,0.21553877211399,0,0.21441150533291
0.42,984.11076417522,984.11076417522,0.22550000488949,0,0.22414009984505
0.43,1714.7032530075,1714.7032530075,0.2426097173746,0,0.24112477743008
0.44,-787.50474961661,-787.50474961661,0.23445208385127,0,0.23318403072805
0.45,-1764.0703347375,-1764.0703347375,0.21665943612267,0,0.21553847598607
0.46,616.44630700838,616.44630700838,0.22292883314394,0,0.22160705934145
0.47,1824.6494884748,1824.6494884748,0.24117610266731,0,0.23968933871856
0.48,-412.1470029257,-412.1470029257,0.23679106960582,0,0.23548605524556
0.49,-1835.0537521669,-1835.0537521669,0.2182527546947,0,0.21713043688082
0.5,237.32524464222,237.32524464222,0.22070856176962,0,0.21942432869069
0.51,1856.7126501117,1856.7126501117,0.23930972166127,0,0.23782867532463
0.52,-33.289850944286,-33.289850944286,0.23873885009483,0,0.23739831235057
0.53,-1828.530346019,-1828.530346019,0.22023544514724,0,0.21910444569755
0.54,-137.41576676816,-137.41576676816,0.21891544201939,0,0.21766660177958
0.55,1812.4063352742,1812.4063352742,0.23710078430971,0,0.23563246415783
0.56,333.53246447774,333.53246447774,0.24022902041816,0,0.23885571528882
