time,dP,inlet_P,inlet_V,outlet_P,outlet_V
0,7.6713128848925,4.449913001598,0.19203052285625,-3.2213998832945,0.21212999810534
0.01,-2010.4935020746,-2010.4935020746,0.19298725635156,0,0.19204045779758
0.02,-1140.0344459023,-1140.0344459023,0.18158986786162,0,0.18063931612674
0.03,1888.954506296,1888.954506296,0.2006640704527,0,0.19939889738126
0.04,1334.5895631796,1334.5895631796,0.2138914933962,0,0.21261227930058
0.05,-1723.301829854,-1723.301829854,0.19635741985968,0,0.19537557760924
0.06,-1483.3627856362,-1483.3627856362,0.18148916568675,0,0.18055362781218
0.07,1571.4981993151,1571.4981993151,0.19737634894711,0,0.1961500415422
0.08,1642.8371789981,1642.8371789981,0.21373281142237,0,0.21243310455453
0.09,-1377.1797053989,-1377.1797053989,0.19965883859436,0,0.19863876467278
0.1,-1753.4609276496,-1753.4609276496,0.18203951850222,0,0.18112230493735
0.11,1201.3369898792,1201.3369898792,0.19421820437835,0,0.19303299430863
0.12,1873.3117816445,1873.3117816445,0.21292532066617,0,0.21161251240572
0.13,-986.89666022534,-986.89666022534,0.20276328153563,0,0.20170184907873
0.14,-1942.1228772676,-1942.1228772676,0.18321033013401,0,0.18230207766961
0.15,795.56957070448,795.56957070448,0.19131568450036,0,0.19017255311299
0.16,2019.3930599727,2019.3930599727,0.21152669715109,0,0.21020899616969
0.17,-569.9368235361,-569.9368235361,0.20555268214793,0,0.20444887703812
0.18,-2044.540978039,-2044.540978039,0.18493325929478,0,0.18402477986703
0.19,372.05280663447,372.05280663447,0.18877975644168,0,0.18767795707974
0.2,2078.1501334395,2078.1501334395,0.20961670747296,0,0.20830216827051
0.21,-144.25095967737,-144.25095967737,0.20792599804658,0,0.20678052730298
0.22,-2059.6021159687,-2059.6021159687,0.18711978531079,0,0.18620225024429
0.23,-51.286529569616,-51.286529569616,0.18670227719898,0,0.18563941651636
0.24,2050.306231774,2050.306231774,0.20729290861379,0,0.2059892046275
0.25,272.49103979181,272.49103979181,0.20980258000703,0,0.20861789535447
0.26,-1989.7972918204,-1989.7972918204,0.18966548268481,0,0.18873095097191
0.27,-457.17647439465,-457.17647439465,0.18515295253701,0,0.18412536535033
0.28,1940.0834316153,1940.0834316153,0.20466605769799,0,0.20338041270338
0.29,663.60798636076,663.60798636076,0.21112472074593,0,0.20990506424417
0.3,-1840.9876130201,-1840.9876130201,0.19245487770507,0,0.19149671590757
0.31,-829.67479116275,-829.67479116275,0.18417735321969,0,0.18318032388725
0.32,1754.9104236034,1754.9104236034,0.20185522064397,0,0.20059408977987
0.33,1014.0587540835,1014.0587540835,0.21185932306632,0,0.21061033622408
0.34,-1622.0435921611,-1622.0435921611,0.19536667138554,0,0.19437950463661
0.35,-1154.7700375369,-1154.7700375369,0.18379604501566,0,0.18282378390099
