time,SAM_dudt,coupled_nekdP,dP_over,dt,du,mFlow_pipe1out,mFlow_pipe2out,mFlow_pipe4out,mFlow_pipe5out,p_in,p_out,p_pipe1in,p_pipe1out,p_pipe2in,p_pipe2out,p_pipe4in,p_pipe4out,p_pipe5in,toNekRS_velocity,u,vel_pipe5out,branch1:pressure,branch1:rho,branch1:temperature,branch1:velocity,junction1:pressure,junction1:rho,junction1:temperature,junction1:velocity,junction2:pressure,junction2:rho,junction2:temperature,junction2:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
0,0,-33.1,-33.09656620017,1,0,3.343290656145,3.3432906561548,3.3432906561725,2.1771619227586e-11,-104.55475230275,-71.458186102582,-90.823708189495,-110.18923026944,-85.189230269958,-104.55475230275,-71.458186102582,-90.823708248554,4.2636477692602e-10,0.42672185044967,0.42672185044967,2.7788267905986e-12,-90.823708190247,997.561,1.0006909723212,0.42672185044915,-104.55475235368,997.561,1.0006905660754,0.42672185044979,-71.458186103056,997.561,1.00069075886,0.42672185045091,-85.189230268919,25,997.561,1.0006906897251,0.42672185044843
0.005,-0.010211010365335,7.6713128848925,-2.515052619716,0.005,-5.1055051826676e-05,3.3428907243114,3.3428906488021,3.3428907442186,9.8541145267676e-10,-84.146185171671,-81.631132551955,-90.801983734167,-99.973420435158,-74.973335551313,-84.146185171671,-81.631132551955,-90.801934005115,2.4538942270657e-06,0.42667079539784,0.42667079539784,1.2577327004651e-10,-90.801985505005,997.561,1.0008736386833,0.42667078648107,-84.146166421571,997.561,1.0007990355737,0.42667079539776,-81.631207718867,997.561,1.0006489993387,0.42667079799124,-74.973354856652,25,997.561,1.0006447695832,0.42667080503552
0.01,-10.612129350897,42324.25983686,31738.013042057,0.005,-0.053060646754486,2.9271698094514,2.9271698125786,2.9271698147479,5.9797765581723e-09,21097.387251918,-10640.625790139,-69.62208194606,10501.381782896,10526.381801239,21097.387251918,-10640.625790139,-69.622103661892,1.2718092730986e-05,0.37361014864335,0.37361014864335,7.6323047578328e-10,-69.622041488018,997.561,1.0440694635869,0.37361014810947,21097.387258329,997.561,1.0300747229605,0.37361014864097,-10640.625760965,997.561,0.92361251463703,0.37361014878748,10526.381810331,25,997.561,0.92350417677635,0.37361014821211
0.015,-0.10066541530962,381.06374659609,280.6438794213,0.005,-0.0005033270765481,2.9232263387279,2.9232263334475,2.9232263320791,-5.0307203672965e-09,125.99456691751,-154.64931250379,-69.434612183121,15.779916708042,40.779919214448,125.99456691751,-154.64931250379,-69.434608935435,-2.8038183178484e-05,0.37310682156681,0.37310682156681,-6.420974198805e-10,-69.434613247934,997.561,1.0113699445035,0.37310682157851,125.99456433795,997.561,1.0302079615775,0.37310682150573,-154.64931636911,997.561,0.97574627836217,0.37310682224088,40.779917753846,25,997.561,0.99524409820415,0.37310682208219
0.02,0.012345667558533,-69.891062946434,-57.57555101408,0.005,6.1728337792666e-05,2.9237099643138,2.9237099641187,2.9237099645662,-2.0162994506468e-10,-99.507901036749,-41.932350022669,-69.457550172201,-96.982722836879,-71.982722435436,-99.507901036749,-41.932350022669,-69.457549121869,1.2297179869569e-05,0.3731685499046,0.3731685499046,-2.5735095184042e-11,-69.457549782575,997.561,1.0179733769518,0.37316854991898,-99.507901470371,997.561,1.0168076996994,0.37316854992193,-41.9323506505,997.561,0.98453115506738,0.37316854991819,-71.98272242435,25,997.561,0.99469500618038,0.37316854997671
0.025,-0.015241959384371,40.20706025335,25.002265793485,0.005,-7.6209796921856e-05,2.9231128672776,2.9231128737619,2.9231128819262,1.7895158098945e-09,-44.427524189233,-69.429789982718,-69.42919227376,-69.428339232187,-44.428341606646,-44.427524189233,-69.429789982718,-69.42922567108,5.0714378078624e-06,0.37309234010768,0.37309234010768,2.2840535757826e-10,-69.429190523973,997.561,1.0169539062752,0.37309233938183,-44.42753659693,997.561,1.0105513616391,0.37309233914434,-69.429768309679,997.561,0.9914255816125,0.37309233857498,-44.42834710249,25,997.561,0.99448996692331,0.37309233757127
0.03,-0.01045085129795,21.098222275424,10.673162754665,0.005,-5.2254256489748e-05,2.9227034814647,2.9227034708516,2.9227035060905,9.6656754819125e-08,-53.960380671436,-64.633543426101,-69.409536340527,-74.185097814341,-49.185049175798,-53.960380671436,-64.633543426101,-69.409531350889,0.0002415802297142,0.37304008585119,0.37304008585119,1.2336812295678e-08,-69.409544155469,997.561,1.0252497952911,0.37304009211393,-53.960448471585,997.561,1.0030805260224,0.37304008681298,-64.633553783902,997.561,0.97198307830316,0.37304008613668,-49.185110281801,25,997.561,0.99535630804526,0.37304008891178
0.035,-0.010658287062826,21.942222056921,11.309508340741,0.005,-5.3291435314129e-05,2.9222859394532,2.9222859418276,2.92228594491,6.3984629041529e-09,-53.51763022164,-64.827138562381,-69.390144233257,-73.953705741146,-48.953707038713,-53.51763022164,-64.827138562381,-69.390146894575,-0.00022984074317374,0.37298679441587,0.37298679441587,8.1666962621608e-10,-69.390144752332,997.561,0.99420007925319,0.37298679489095,-53.517629287324,997.561,1.0330019712345,0.37298679450936,-64.827137271683,997.561,1.036169471377,0.37298679445002,-48.953706833477,25,997.561,0.9772668098862,0.37298679398964
0.04,-0.010696974955482,22.106232086517,11.43532976888,0.005,-5.348487477741e-05,2.9218668959215,2.9218668972394,2.9218668978537,8.0216252931763e-10,-53.413206998771,-64.848536767651,-69.370034094492,-73.891632451605,-48.891631473196,-53.413206998771,-64.848536767651,-69.370033651561,-1.4250680860761e-05,0.37293330954109,0.37293330954109,1.0238424177738e-10,-69.370032503391,997.561,1.0092370495441,0.37293330953788,-53.413205680464,997.561,0.89799358923514,0.3729333095383,-64.848535283627,997.561,0.87049833569377,0.37293330961423,-48.891630538093,25,997.561,1.0817226438061,0.37293330949613
0.045,-0.010581192192938,21.656037434575,11.100589026209,0.005,-5.2905960964689e-05,2.9214523828988,2.9214523883392,2.921452385012,2.6323882729509e-11,-53.616687398455,-64.717276424664,-69.350372678439,-73.983578749356,-48.983570809825,-53.616687398455,-64.717276424664,-69.350381127175,-1.9756704533179e-06,0.37288040358013,0.37288040358013,3.3598562328635e-12,-69.350372130841,997.561,1.0014867522353,0.37288040302493,-53.616693502976,997.561,1.020938084,0.37288040303267,-64.71726765288,997.561,1.081629132202,0.37288040316454,-48.983577576401,25,997.561,1.0092263526522,0.37288040378695
0.05,-0.010508532769371,21.377460724165,10.894609453618,0.005,-5.2542663846855e-05,2.9210407245639,2.9210407258079,2.9210407233036,1.2115787038107e-09,-53.734398215334,-64.629007668951,-69.330826054358,-74.032499105602,-49.032499802585,-53.734398215334,-64.629007668951,-69.330825233493,3.0182292114701e-06,0.37282786091628,0.37282786091628,1.5464019124503e-10,-69.330824621211,997.561,0.94903126017849,0.37282786076372,-53.734396453064,997.561,0.87765599853851,0.37282786091939,-64.629006380259,997.561,0.94544927096852,0.37282786072345,-49.032498320376,25,997.561,1.1603274049123,0.37282786071861
