time,SAM_dudt,coupled_nekdP,dP_over,dt,du,mFlow_pipe1out,mFlow_pipe2out,mFlow_pipe4out,mFlow_pipe5out,p_in,p_out,p_pipe1in,p_pipe1out,p_pipe2in,p_pipe2out,p_pipe4in,p_pipe4out,p_pipe5in,toNekRS_velocity,u,vel_pipe5out,branch1:pressure,branch1:rho,branch1:temperature,branch1:velocity,junction1:pressure,junction1:rho,junction1:temperature,junction1:velocity,junction2:pressure,junction2:rho,junction2:temperature,junction2:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
0,0,22.245,22.235777350645,1,0,0.58944570135129,0.58944570134714,0.58944570136292,9.7716700425251e-12,20.334004925274,-1.9017724253711,-2.8231799885287,-3.744587577067,21.255412451131,20.334004925274,-1.9017724253711,-2.8231800029546,3.1229219784313e-10,0.075234069151422,0.075234069151422,1.2472098753525e-12,-2.8231799667043,997.561,0.99970824215958,0.075234069152619,20.334004913001,997.561,0.99970532468599,0.075234069152694,-1.9017724034981,997.561,0.99970811662971,0.075234069153509,21.25541247339,25,997.561,0.9997036452993,0.07523406915135
0.01,0.0036424654425132,7.6713128848925,11.305123151956,0.01,3.6424654425132e-05,0.58973106504951,0.58973108210902,0.58973109854537,4.0449225988955e-08,13.044525801864,1.739402649908,-2.8258551512838,-7.3905494898686,17.609433010676,13.044525801864,1.739402649908,-2.8258515972442,5.1489122877434e-05,0.075270493805847,0.075270493805847,5.1627484231704e-09,-2.8258622190083,997.561,0.99925338273052,0.075270495904486,13.044537883605,997.561,0.99879632045897,0.075270496333158,1.7393925710313,997.561,0.99908219322874,0.075270495458916,17.60944387946,25,997.561,1.000002873298,0.075270489100396
0.02,3.4349908418765,-13686.762524852,-10260.233605936,0.01,0.034349908418765,0.85885663266753,0.85885657389065,0.8588565928056,-9.6846520798006e-08,-6837.8179390985,3422.415666837,-5.9926133020139,-3434.4041933638,-3409.4030377078,-6837.8179390985,3422.415666837,-5.9951058222701,-0.00018080410555871,0.10962040222461,0.10962040222461,-1.2361033130176e-08,-5.996282451381,997.561,4.62411811189,0.10962039519334,-6837.8160006997,997.561,2.7376899813533,0.10962040720399,3422.4177172808,997.561,0.33853216794523,0.10962040052948,-3409.4046394996,25,997.561,-3.0555806964708,0.109620408579
0.03,0.038162772131332,-132.70372599499,-94.635530401208,0.01,0.00038162772131332,0.86184653077476,0.86184655997515,0.86184647289641,-3.7554804125273e-09,-60.794345057177,33.841185344031,-6.0353316401481,-45.913534434588,-20.913492273978,-60.794345057177,33.841185344031,-6.0352858467949,0.00011855059025148,0.11000202994593,0.11000202994593,-4.7933180682659e-10,-6.0353475538551,997.561,0.90641220701977,0.11000203126932,-60.79433480058,997.561,1.4455098620361,0.11000201601178,33.841174655666,997.561,0.5635991607494,0.11000201252061,-20.913521872904,25,997.561,-0.085756178807312,0.11000202838897
0.04,-0.0053998503564273,41.118343623556,35.733279341134,0.01,-5.3998503564273e-05,0.86142348751096,0.86142349119575,0.86142348831839,-7.5835300529409e-10,26.126174759311,-9.6071045818234,-6.0295388280415,-2.4514482663943,22.548545405184,26.126174759311,-9.6071045818234,-6.0295382214806,3.8161998564322e-06,0.10994803144236,0.10994803144236,-9.6792600762193e-11,-6.0295390421376,997.561,0.8608021642197,0.109948031167,26.126178518095,997.561,1.6465097005192,0.10994803068902,-9.6071053664024,997.561,0.36531213501234,0.10994803268394,22.548551774016,25,997.561,0.137118758422,0.1099480316905
0.05,0.0080815095499467,-12.676851514515,-4.6152169123992,0.01,8.0815095499467e-05,0.86205666695419,0.86205666325707,0.86205668263448,5.2366432518514e-10,-0.78187530101532,3.8333416113839,-6.0383970370253,-15.910180118919,9.0898003361709,-0.78187530101532,3.8333416113839,-6.0384045771091,1.6317420229142e-06,0.11002884653786,0.11002884653786,6.6838044561308e-11,-6.0384081390186,997.561,0.90082040979544,0.11002884305911,-0.78186606763832,997.561,1.7705842070306,0.11002884622364,3.8333399151703,997.561,0.24457222186338,0.11002884498335,9.0898051250637,25,997.561,0.3885081823824,0.11002884278841
0.06,0.004646436579557,1.0245084688882,5.6598639114979,0.01,4.646436579557e-05,0.86242069875688,0.86242070339198,0.8624207362692,2.6401692560734e-08,6.0632650386055,0.40340112710755,-6.043411209399,-12.490069322071,12.509912192859,6.0632650386055,0.40340112710755,-6.043428856766,3.294915377013e-05,0.11007531090366,0.11007531090366,3.3697875127247e-09,-6.0434237457231,997.561,1.0253390329259,0.11007531223475,6.063258973911,997.561,1.6882295329579,0.11007531122002,0.40340572071859,997.561,0.30953034749646,0.11007531011732,12.509910840571,25,997.561,0.5089087274694,0.11007531130926
0.07,0.0049145633091524,-0.047931603195532,4.854705536136,0.01,4.9145633091524e-05,0.86280574339585,0.86280575078464,0.86280574534794,-1.9732859938673e-09,5.5207304235397,0.66602488740377,-6.0489221421923,-12.763997351997,12.236004181073,5.5207304235397,0.66602488740377,-6.0489166554861,-3.6128219269382e-05,0.11012445653675,0.11012445653675,-2.5186091709355e-10,-6.0489192152201,997.561,1.1370212742322,0.11012445571274,5.5207324024461,997.561,1.8037579147502,0.11012445612034,0.66602330298347,997.561,0.28439245441973,0.1101244565834,12.236005679324,25,997.561,0.90350189438816,0.11012445560433
0.08,0.0049600299924776,-0.23399347733119,4.7138451073171,0.01,4.9600299924776e-05,0.86319434932859,0.86319436041198,0.86319435280408,-1.8283591269972e-12,5.421650327963,0.7078052206459,-6.0543046355844,-12.816253672938,12.183749788545,5.421650327963,0.7078052206459,-6.0543078653295,2.5101582712157e-06,0.11017405683667,0.11017405683667,-2.3336313536559e-13,-6.0543038614465,997.561,1.4229813157634,0.11017405525996,5.4216472420678,997.561,1.837474085859,0.1101740563359,0.7078088762414,997.561,0.33132385522614,0.11017405366777,12.183745562896,25,997.561,1.333958546166,0.11017405397277
0.09,0.0047287106089117,0.68553172687837,5.4025626784024,0.01,4.7287106089117e-05,0.86356477672669,0.86356484657241,0.86356481669359,5.7330105265146e-09,5.8751813945032,0.47261871610082,-6.0595073184607,-12.592501531957,12.407506620324,5.8751813945032,0.47261871610082,-6.0595542746497,7.3018196116704e-06,0.11022134394276,0.11022134394276,7.3173442339452e-10,-6.0595298732195,997.561,1.467561639733,0.11022134161635,5.8751712859625,997.561,1.7003847585019,0.11022134199441,0.47263928529566,997.561,0.35608517949223,0.11022133641836,12.407472441554,25,997.561,1.2665518215771,0.11022134100537
