time,dP,inlet_P,inlet_V,outlet_P,outlet_V
0,7.6713128848925,4.449913001598,0.21334145615429,-3.2213998832945,0.21212999810534
0.01,2.1033293057947,2.1033293057947,0.2132838480118,0,0.21207451327575
0.02,69.854367320585,69.854367320585,0.21391143567724,0,0.2126934995121
0.03,19.460681418039,19.460681418039,0.21402456913935,0,0.21281008236571
0.04,-52.816970038137,-52.816970038137,0.21341395880252,0,0.21220723223389
0.05,-10.18883109186,-10.18883109186,0.21323869855166,0,0.21202960186932
0.06,65.74390455547,65.74390455547,0.213824952075,0,0.21260778346593
0.07,31.171999358942,31.171999358942,0.21405675077591,0,0.21284116872934
0.08,-47.564075824515,-47.564075824515,0.21349815688123,0,0.2122907037675
0.09,-21.272901641825,-21.272901641825,0.21321084629046,0,0.21200274090731
0.1,59.406334119467,59.406334119467,0.21373419430637,0,0.21251803599333
0.11,41.507296596212,41.507296596212,0.21407066594173,0,0.21285447008956
0.12,-40.249475313939,-40.249475313939,0.21358495821309,0,0.21237684544209
0.13,-30.781001530574,-30.781001530574,0.21320129703134,0,0.21199416403699
0.14,51.190280749449,51.190280749449,0.21364267744396,0,0.21242772589801
0.15,50.094537926116,50.094537926116,0.21406635633908,0,0.21284972369166
0.16,-31.24269165716,-31.24269165716,0.21367071078473,0,0.21246170560507
0.17,-38.380756288503,-38.380756288503,0.21320977801411,0,0.2120032289775
0.18,41.496058229168,41.496058229168,0.21355413483585,0,0.2123402710789
0.19,56.645610993133,56.645610993133,0.21404461759574,0,0.21282754783996
0.2,-20.973753738672,-20.973753738672,0.21375190724589,0,0.21254170749215
0.21,-43.833222097581,-43.833222097581,0.2132352209479,0,0.2120288231092
0.22,30.769941154787,30.769941154787,0.21347197416481,0,0.2122590768095
0.23,60.964674855466,60.964674855466,0.21400685125157,0,0.21278944787681
0.24,-9.9085370060611,-9.9085370060611,0.2138252738124,0,0.21261378820623
0.25,-46.994594242577,-46.994594242577,0.21327584578136,0,0.21206936898058
0.26,19.484305433273,19.484305433273,0.2133991672457,0,0.21218729654845
0.27,62.954290509818,62.954290509818,0.21395501204215,0,0.21273762827391
0.28,1.473771184371,1.473771184371,0.21388794533116,0,0.21267535369643
0.29,-47.818553736305,-47.818553736305,0.21332929663414,0,0.21212268989879
0.3,8.1194514846851,8.1194514846851,0.21333819764837,0,0.21212749549998
0.31,62.619186834729,62.619186834729,0.21389159461188,0,0.2126746122691
0.32,12.698621707526,12.698621707526,0.21393764369951,0,0.21272416178914
0.33,-46.353381583146,-46.353381583146,0.21339284672644,0,0.21218602503682
0.34,-2.8571514468852,-2.8571514468852,0.21329104941487,0,0.21208151383402
0.35,60.055973890071,60.055973890071,0.21381952197021,0,0.21260319664581
0.36,23.315779229716,23.315779229716,0.21397274448473,0,0.21275850513955
0.37,-42.740265633505,-42.740265633505,0.21346348494233,0,0.21225626271602
0.38,-13.012763982025,-13.012763982025,0.21325908361179,0,0.21205058958078
0.39,55.449245933049,55.449245933049,0.21374197309263,0,0.21252648297848
0.4,32.913579526016,32.913579526016,0.2139922602797,0,0.21277740696199
0.41,-37.20518995714,-37.20518995714,0.21353798116923,0,0.21233021111801
0.42,-21.963427277935,-21.963427277935,0.2132429574582,0,0.21203535295709
0.43,49.059905850109,49.059905850109,0.21366220406332,0,0.21244766726616
0.44,41.137588165986,41.137588165986,0.21399585910089,0,0.21278051987764
0.45,-30.041077454843,-30.041077454843,0.213613081762,0,0.21240457068218
0.46,-29.38682253606,-29.38682253606,0.21324268537884,0,0.21203568133186
0.47,41.21214193533,41.21214193533,0.21358347348132,0,0.21236985058744
0.48,47.702645591002,47.702645591002,0.21398390411885,0,0.21276809597314
0.49,-21.59814840391,-21.59814840391,0.21368564730949,0,0.21247613185881
0.5,-35.035955563684,-35.035955563684,0.21325765090697,0,0.21205088100136
0.51,32.277064963783,32.277064963783,0.21350888282999,0,0.21229608787415
0.52,52.399083757044,52.399083757044,0.21395735351587,0,0.21274116187108
0.53,-12.267962692431,-12.267962692431,0.21375270905483,0,0.21254208397588
0.54,-38.745649134572,-38.745649134572,0.21328658155332,0,0.21207983488695
0.55,22.656567081558,22.656567081558,0.213441193961,0,0.21222929939084
0.56,55.101872776052,55.101872776052,0.21391767477389,0,0.21270140230832
0.57,-2.4631607656013,-2.4631607656013,0.21381158703053,0,0.21259998899382
0.58,-40.434021274952,-40.434021274952,0.21332765151611,0,0.21212089595018
0.59,12.768333798645,12.768333798645,0.21338278339089,0,0.21217193521659
0.6,55.772858943095,55.772858943095,0.21386683022535,0,0.21265082922691
0.61,7.4013945291353,7.4013945291353,0.21386006817552,0,0.21264766109747
0.62,-40.103211110478,-40.103211110478,0.21337866548867,0,0.21217178540935
0.63,3.0259186466138,3.0259186466138,0.21333562677232,0,0.21212577999886
0.64,54.459908481255,54.459908481255,0.21380724117754,0,0.21259163286785
0.65,16.923401287768,16.923401287768,0.21389651559723,0,0.21268325040858
0.66,-37.837536896706,-37.837536896706,0.21343716530498,0,0.21222979254434
0.67,-6.1780252599849,-6.1780252599849,0.21330121893333,0,0.21209204178333
0.68,51.28784266354,51.28784266354,0.21374162457057,0,0.2125263231871
0.69,25.726397363647,25.726397363647,0.21391984184347,0,0.21270559067797
0.7,-33.801281638585,-33.801281638585,0.21350043552441,0,0.21229224218509
0.71,-14.490681414939,-14.490681414939,0.21328041554204,0,0.21207168409814
0.72,46.448760298174,46.448760298174,0.21367274783886,0,0.21245787315668
0.73,33.474348503545,33.474348503545,0.21392941259068,0,0.21271439448707
0.74,-28.223990802537,-28.223990802537,0.2135655616499,0,0.21235659671706
0.75,-21.606540831705,-21.606540831705,0.21327339778977,0,0.2120652009347
