time,SAM_dudt,coupled_nekdP,dP,inlet_P,inlet_T,inlet_V,nekRS_accelGradPres,nekRS_posGradPres,outlet_P,outlet_T,outlet_V
0,0,8.2682138631569,11.740869556118,-3285.9628457192,0,0,0,8.2682138631569,-3297.7037152753,548.20242166023,0.23414793995922
0.01,-0.0012047301811702,9.0116977339846,11.481041045207,11.481041045207,548.20194450045,0.24306132062061,-0.92646160392349,8.0852361300611,0,548.20242166023,0.24308985201895
0.02,-0.0011485694320634,8.9057525119657,11.391926795158,11.391926795158,548.20111960491,0.24304950587767,-0.88327286464542,8.0224796473203,0,548.20242166023,0.24307942624491
0.03,-0.001126017348807,8.8192500070276,11.293720253396,11.293720253396,548.2010237405,0.24303807937102,-0.86592986157957,7.9533201454481,0,548.20242166023,0.24306980003864
0.04,-0.0011120890960892,8.727001557193,11.177937165705,11.177937165705,548.20187161016,0.24302696781369,-0.8552187566745,7.8717828005185,0,548.20242166023,0.24306078702825
0.05,-0.0010868254152196,8.7213612193713,11.197516047512,11.197516047512,548.20301917744,0.24301611085116,-0.83579048081222,7.885570738559,0,548.20242166023,0.24305216493595
0.060000000000001,-0.0010437244823969,8.7183482364008,11.240304213778,11.240304213778,548.20390620475,0.24300545303021,-0.80264500145284,7.915703234948,0,548.20242166023,0.2430437149813
0.070000000000001,-0.0010435687661237,8.716066386794,11.23723402928,11.23723402928,548.20436951966,0.24299496872957,-0.80252525252442,7.9135411342696,0,548.20242166023,0.24303523537986
0.080000000000001,-0.0010496233690538,8.6877209585167,11.190371820437,11.190371820437,548.20452215351,0.24298463647844,-0.80718136326974,7.880539595247,0,548.20242166023,0.24302652588963
0.090000000000002,-0.0010047433118832,8.734077377019,11.30520739155,11.30520739155,548.20452842818,0.24297443789828,-0.77266770170439,7.9614096753146,0,548.20242166023,0.24301742461504
