"OLW_Line: Temperature (C)","OLW_Line: Position[X] (m)"
227.14033932045913,0.25
227.1517052267384,0.2505
227.16307113300383,0.251
227.17443703926926,0.2515
227.18580294552032,0.252
227.1990571053626,0.2525
227.21231126519058,0.253
227.22556542501854,0.2535
227.23881958483173,0.254
227.25419874562914,0.2545
227.2695779064117,0.255
227.28495706719423,0.2555
227.30033622796162,0.256
227.31826114849753,0.2565
227.3361860690183,0.257
227.35411098953898,0.2575
227.37203591004413,0.258
227.3934402690728,0.2585
227.41484462808586,0.259
227.43624898709896,0.2595
227.45765334609632,0.26
227.49257537061067,0.2605
227.5307223479598,0.261
227.58280013662875,0.2615
227.6823699246794,0.262
227.7493906408846,0.2625
227.81641135711067,0.263
227.8834320733506,0.2635
227.95045278954586,0.264
227.99703287587204,0.2645
228.04361296218144,0.265
228.0901930484631,0.2655
228.13677313474113,0.266
228.17705844859574,0.2665
228.21734376244694,0.267
228.25762907625648,0.2675
228.29791439008932,0.268
228.33503715571823,0.2685
228.37215992137055,0.269
228.40928268698116,0.2695
228.44640545258818,0.27
228.48188421947066,0.2705
228.51736298634967,0.271
228.55284175322868,0.2715
228.58832052010234,0.272
228.62304544764066,0.2725
228.65777037517364,0.273
228.6924953027206,0.2735
228.7272202302205,0.274
228.76201069394938,0.2745
228.79680115765905,0.275
228.83159162138276,0.2755
228.86638208505934,0.276
228.90179592530154,0.2765
228.93720976552459,0.277
228.97262360576167,0.2775
229.00803744595157,0.278
229.04457977510413,0.27849999999999997
229.08112210425145,0.279
229.11766443337092,0.27949999999999997
229.15420676249732,0.28
229.19237884418806,0.28049999999999997
229.23055092588572,0.281
229.26872300755554,0.2815
229.30689508923223,0.28200000000000003
229.3471045550706,0.2825
229.38731402091588,0.28300000000000003
229.42752348673326,0.2835
229.46773295255588,0.28400000000000003
229.51035478012534,0.2845
229.55297660769997,0.285
229.59559843526074,0.2855
229.63822026278308,0.286
229.6835907811179,0.2865
229.7289612994424,0.287
229.77433181773887,0.2875
229.81970233604056,0.28800000000000003
229.8682351347603,0.2885
229.91676793348518,0.28900000000000003
229.9653007321961,0.2895
230.01383353090006,0.29000000000000004
230.06570156273898,0.2905
230.11756959458495,0.291
230.1694376264449,0.2915
230.22130565828212,0.292
230.2769510002356,0.2925
230.33259634216648,0.293
230.38824168412532,0.2935
230.44388702606142,0.294
230.50357562872148,0.2945
230.56326423135897,0.295
230.62295283402432,0.2955
230.68264143666698,0.296
230.74665067791375,0.2965
230.81065991913783,0.297
230.87466916038983,0.2975
230.93867840161732,0.298
231.0076570690988,0.2985
231.07663573658368,0.299
231.1456144040826,0.2995
231.21459307155698,0.3
231.28870340362198,0.3005
231.36281373569057,0.301
231.43692406777308,0.3015
231.5110343998311,0.302
231.59118471984908,0.3025
231.67133503987066,0.303
231.75148535990616,0.3035
231.8316356799171,0.304
231.9185515921427,0.3045
232.00546750437172,0.305
232.09238341661478,0.3055
232.17929932883328,0.306
232.2739597078807,0.3065
232.36862008690366,0.307
232.4632804659546,0.3075
232.55794084497745,0.308
232.66231606464748,0.3085
232.7666912842895,0.309
232.87106650395958,0.3095
232.97544172360148,0.31
233.090729090597,0.3105
233.20601645756437,0.311
233.3213038245599,0.3115
233.43659119152716,0.312
233.56604648096783,0.3125
233.69550177038036,0.313
233.8249570598211,0.3135
233.9544123492335,0.314
234.10125041959583,0.3145
234.24808848993007,0.315
234.3949265602924,0.3155
234.54176463062305,0.316
234.7102479403511,0.3165
234.8787312500475,0.317
235.0472145597721,0.3175
235.21569786946492,0.318
235.41309943073327,0.3185
235.61050099199815,0.319
235.80790255323473,0.3195
236.00530411446772,0.32
236.2380766856022,0.3205
236.47084925673323,0.321
236.703621827836,0.3215
236.93639439893514,0.322
237.21644370069612,0.3225
237.49649300245375,0.323
237.77654230418295,0.3235
238.05659160590858,0.324
238.40165178347672,0.3245
238.74671196101303,0.325
239.09177213857777,0.3255
239.43683231611044,0.326
239.86680014223737,0.3265
240.29676796833235,0.327
240.72673579445575,0.3275
241.1567036205471,0.328
241.71209446042178,0.3285
242.2674853002644,0.329
242.8228761401357,0.3295
243.3782669799748,0.33
244.1445329883453,0.3305
244.91079899668364,0.331
245.67706500505074,0.3315
246.44333101338543,0.332
247.779960770559,0.3325
249.11659052770028,0.333
250.45322028487044,0.3335
251.78985004202434,0.334
253.04143093825826,0.3345
254.29301183450502,0.335
255.54459273075156,0.3355
256.79617362698,0.336
257.22900483738374,0.3365
257.66183604776927,0.337
258.09466725812524,0.3375
258.5274984684776,0.338
258.88613236124354,0.3385
259.24476625400587,0.339
259.60340014673864,0.3395
259.96203403946765,0.34
260.284824585243,0.3405
260.60761513101477,0.341
260.9304056767569,0.3415
261.25319622249526,0.342
261.552394095277,0.3425
261.85159196805523,0.343
262.15078984080367,0.3435
262.4499877135446,0.344
262.73175002697724,0.34450000000000003
263.01351234041726,0.345
263.2952746538275,0.34550000000000003
263.57703696724525,0.346
263.8453103063564,0.34650000000000003
264.11358364547516,0.347
264.3818569845639,0.34750000000000003
264.65013032366016,0.348
264.90784339109643,0.34850000000000003
265.1655564585402,0.349
265.42326952595397,0.34950000000000003
265.68098259337523,0.35
265.9305260354429,0.3505
266.18006947751803,0.351
266.4296129195633,0.3515
266.6791563616159,0.352
266.92258123720285,0.3525
267.16600611279716,0.353
267.4094309883616,0.3535
267.6528558639335,0.354
267.8919831802474,0.3545
268.1311104965688,0.355
268.37023781286007,0.3555
268.60936512917397,0.356
268.8458362944215,0.3565
269.0823074596764,0.357
269.3187786249314,0.3575
269.555249790179,0.358
269.7905538226356,0.3585
270.02585785508484,0.359
270.26116188753394,0.3595
270.49646591997555,0.36
270.73196606816475,0.3605
270.96746621634645,0.361
271.20296636452815,0.3615
271.43846651270235,0.362
271.6754097561229,0.3625
271.912352999536,0.363
272.14929624294894,0.3635
272.3862394863469,0.364
272.6257639714976,0.3645
272.86528845663304,0.365
273.1048129417686,0.3655
273.34433742688896,0.366
273.587475900434,0.3665
273.8306143739637,0.367
274.07375284749355,0.3675
274.31689132100803,0.368
274.56457300021077,0.3685
274.81225467939817,0.369
275.05993635858556,0.3695
275.30761803775783,0.37
275.56066542604583,0.3705
275.81371281431836,0.371
276.0667602025911,0.3715
276.31980759084854,0.372
276.57894380350024,0.3725
276.8380800161365,0.373
277.0972162287728,0.3735
277.3563524413938,0.374
277.6221944906148,0.3745
277.8880365398203,0.375
278.1538785890258,0.3755
278.4197206382237,0.376
278.6927763011969,0.3765
278.9658319641626,0.377
279.2388876271282,0.3775
279.51194329007853,0.378
279.792619714971,0.3785
280.07329613984814,0.379
280.35397256472527,0.3795
280.63464898958694,0.38
280.923239319877,0.3805
281.21182965015157,0.381
281.5004199804263,0.3815
281.7890103106854,0.382
282.08569291851575,0.3825
282.38237552633075,0.383
282.67905813414575,0.3835
282.9757407419452,0.384
283.28057269204123,0.3845
283.5854046421217,0.385
283.8902365922022,0.3855
284.1950685422672,0.386
284.50797841820986,0.3865
284.82088829413703,0.387
285.1337981700641,0.3875
285.4467080459525,0.388
285.76748889611497,0.3885
286.08826974623855,0.389
286.40905059636236,0.3895
286.72983144644706,0.39
287.0581366880168,0.3905
287.3864419295477,0.391
287.71474717107856,0.3915
288.04305241257043,0.392
288.3783929505224,0.3925
288.71373348843554,0.393
289.04907402634865,0.3935
289.38441456422265,0.394
289.7261597757938,0.3945
290.06790498732585,0.395
290.4096501988579,0.3955
290.7513954103508,0.396
291.098778367152,0.3965
291.4461613239142,0.397
291.7935442806762,0.3975
292.14092723739907,0.398
292.49305365471764,0.3985
292.8451800719969,0.399
293.19730648927623,0.3995
