"OLW_Line: Temperature (C)","OLW_Line: Position[X] (m)"
293.54943290653966,0.4
293.90529649338566,0.40049999999999997
294.261160080216,0.401
294.6170236670463,0.40149999999999997
294.9728872538608,0.402
295.3313867897042,0.40249999999999997
295.6898863255317,0.403
296.0483858613592,0.40349999999999997
296.40688539717087,0.404
296.7668439380119,0.40449999999999997
297.126802478837,0.405
297.48676101966214,0.40549999999999997
297.84671956047146,0.406
298.20690407483835,0.4065
298.56708858918944,0.40700000000000003
298.9272731035404,0.4075
299.2874576178755,0.40800000000000003
299.646602811516,0.4085
300.0057480051406,0.40900000000000003
300.3648931987651,0.4095
300.7240383923738,0.41000000000000003
301.08084664255955,0.4105
301.43765489272926,0.41100000000000003
301.79446314289896,0.4115
302.15127139305275,0.41200000000000003
302.50443634263036,0.4125
302.8576012921918,0.41300000000000003
303.2107662417535,0.4135
303.56393119127506,0.41400000000000003
303.9121380495965,0.4145
304.26034490787777,0.41500000000000004
304.60855176615917,0.4155
304.95675862440044,0.41600000000000004
305.2986775137035,0.4165
305.6405964029665,0.41700000000000004
305.98251529222944,0.4175
306.3244341814843,0.41800000000000004
306.65873113422856,0.4185
306.9930280869646,0.41900000000000004
307.32732503970067,0.4195
307.66162199242876,0.42000000000000004
307.986957104053,0.4205
308.3122922156691,0.42100000000000004
308.63762732728514,0.4215
308.9629624388933,0.42200000000000004
309.2779947607239,0.4225
309.59302708254654,0.42300000000000004
309.90805940436906,0.4235
310.2230917261836,0.42400000000000004
310.526482485638,0.4245
310.8298732450843,0.42500000000000004
311.13326400453036,0.4255
311.4366547639686,0.42600000000000005
311.7270635742458,0.4265
312.0174723845149,0.42700000000000005
312.30788119478404,0.4275
312.5982900050451,0.42800000000000005
312.874349492208,0.4285
313.15040897936285,0.42900000000000005
313.4264684665176,0.4295
313.70252795366423,0.43000000000000005
313.9627966383232,0.4305
314.2230653229741,0.43100000000000005
314.4833340076251,0.4315
314.7436026922678,0.43200000000000005
314.98644310887744,0.4325
315.229283525479,0.43300000000000005
315.47212394208054,0.4335
315.7149643586739,0.43400000000000005
315.9383278816498,0.4345
316.1616914046175,0.43500000000000005
316.3850549275852,0.4355
316.6084184505447,0.43600000000000005
316.80947104355585,0.4365
317.0105236365588,0.43700000000000006
317.21157622956184,0.4375
317.4126288225484,0.438
317.5870916098984,0.4385
317.76155439723186,0.439
317.93601718456546,0.4395
318.11047997188246,0.44
318.25160734079225,0.4405
318.39273470968544,0.441
318.53386207857875,0.4415
318.67498944745546,0.442
318.7720989880439,0.4425
318.869208528616,0.443
318.966318069188,0.4435
319.0634276097436,0.444
319.09960412640555,0.4445
319.13578064305113,0.445
319.1719571596966,0.4455
319.2081336763257,0.446
319.1509718747782,0.4465
319.0938100732143,0.447
319.0366482716503,0.4475
318.9794864700698,0.448
318.40868487893067,0.4485
317.83788328777507,0.449
317.26708169661947,0.4495
316.69628010548854,0.45
