"IPT_Line: Temperature (C)","IPT_Line: Position[X] (m)"
227.8168489314436,0.25
227.836980326034,0.251
227.857948707614,0.252
227.8800267323852,0.253
227.90356571556026,0.254
227.9288335592601,0.255
227.95597309190418,0.256
227.98500773821377,0.257
228.0158863680764,0.258
228.0485378118256,0.259
228.08291016722285,0.26
228.1189847559965,0.261
228.15675752959862,0.262
228.1961754029345,0.263
228.23707683182272,0.264
228.27927207220125,0.265
228.32267943045042,0.266
228.3673403734167,0.267
228.4133593673996,0.268
228.46084184453593,0.269
228.5098808298054,0.27
228.5605586847944,0.271
228.6129477462962,0.272
228.66711290174993,0.273
228.72311508407927,0.274
228.78101496367412,0.275
228.84087565331458,0.276
228.90276257615437,0.277
228.96674500829192,0.278
229.03289739973832,0.279
229.10129967922433,0.28
229.1720370784475,0.281
229.24519950192882,0.28200000000000003
229.32088043341645,0.28300000000000003
229.39917535728694,0.28400000000000003
229.48017967602686,0.285
229.56398609428123,0.286
229.65068150855302,0.287
229.74034353637023,0.28800000000000003
229.83303692428598,0.28900000000000003
229.9288102108328,0.29000000000000004
230.02769312189798,0.291
230.1296952029606,0.292
230.23480609615024,0.293
230.34299765707726,0.294
230.45422780880972,0.295
230.56844572960176,0.296
230.6855977484105,0.297
230.80563321567956,0.298
230.92850990404975,0.299
231.05419833724198,0.3
231.18268483764376,0.301
231.3139733504782,0.302
231.44808615877537,0.303
231.58506370666134,0.304
231.72496380338077,0.305
231.8678605058459,0.306
232.0138428752855,0.307
232.16301378252479,0.308
232.3154888829871,0.309
232.4713958108602,0.31
232.63087358369899,0.311
232.79407217992696,0.312
232.96115222845197,0.313
233.1322847466589,0.314
233.30765085139126,0.315
233.48744138517702,0.316
233.67185641570097,0.317
233.86110456325457,0.318
234.05540214494772,0.319
234.2549720728905,0.32
234.46004254423423,0.321
234.67084550189418,0.322
234.88761487398193,0.323
235.1105846202725,0.324
235.33998660930592,0.325
235.57604836551775,0.326
235.81899073496118,0.327
236.06902551218752,0.328
236.3263530944506,0.329
236.59116018352074,0.33
236.86361774374438,0.331
237.14387903021588,0.332
237.43207798038804,0.333
237.72832795295892,0.334
238.03272090665143,0.335
238.34532706379377,0.336
238.66619511298592,0.337
238.9953530114965,0.338
239.33280941512544,0.339
239.6785557485656,0.34
240.0325689202192,0.341
240.3948146683398,0.342
240.76525151296494,0.343
241.14383527794462,0.344
241.53052413662715,0.345
241.92528412854165,0.346
242.32809510781885,0.347
242.73895697616274,0.348
243.1578962160478,0.349
243.58497259248293,0.35
244.02028599047037,0.351
244.46398314682267,0.352
244.91626418079647,0.353
245.37738870214105,0.354
245.8476811923456,0.355
246.32753525783255,0.356
246.8174161699202,0.357
247.3178609423063,0.358
247.82947498543592,0.359
248.35292374973972,0.36
248.88891768251108,0.361
249.43818849932177,0.362
250.0014540820847,0.363
250.57936977327097,0.364
251.17246477175934,0.365
251.78106337170107,0.366
252.4051843832018,0.367
253.0443852537519,0.368
253.6975529148442,0.369
254.36289092856669,0.37
255.03831861472588,0.371
255.72192688951634,0.372
256.41215410054974,0.373
257.1077649424733,0.374
257.80778478569425,0.375
258.5114474933483,0.376
259.2181601912557,0.377
259.9274727054359,0.378
260.6390447293604,0.379
261.3526105477897,0.38
262.06794571542207,0.381
262.7848404399533,0.382
263.50308192885075,0.383
264.22244570682255,0.384
264.942693977409,0.385
265.6635787271905,0.386
266.3848474690635,0.387
267.1062500298434,0.388
267.82754540168855,0.389
268.548508049602,0.39
269.26893342425217,0.391
269.988642551011,0.392
270.7074857470484,0.393
271.4253458079453,0.394
272.14213983710056,0.395
272.8578224853858,0.396
273.5723893391929,0.397
274.2858672727276,0.398
274.9983084551619,0.399
275.709786433922,0.4
276.42039043097395,0.401
277.1302165606686,0.402
277.83935543490657,0.403
278.54787631104443,0.404
279.25580947101355,0.405
279.96313047140916,0.406
280.66975026063903,0.40700000000000003
281.37550977615535,0.40800000000000003
282.08019952509017,0.40900000000000003
282.7836193902639,0.41000000000000003
283.48554802721935,0.41100000000000003
284.1857224906257,0.41200000000000003
284.88382797446354,0.41300000000000003
285.5794967393459,0.41400000000000003
286.2722963751826,0.41500000000000004
286.9617093958353,0.41600000000000004
287.6471054263079,0.41700000000000004
288.3276736042674,0.41800000000000004
289.00235396733524,0.41900000000000004
289.66980637583424,0.42000000000000004
290.32845327076313,0.42100000000000004
290.97661157980815,0.42200000000000004
291.61269253542173,0.42300000000000004
292.23542119148135,0.42400000000000004
292.84402333977675,0.42500000000000004
293.43831971475913,0.42600000000000005
294.0186753332315,0.42700000000000005
294.5858091710106,0.42800000000000005
295.1405253669594,0.42900000000000005
295.68364433047134,0.43000000000000005
296.21620483336017,0.43100000000000005
296.73962968540025,0.43200000000000005
297.2556615998751,0.43300000000000005
297.7662134236317,0.43400000000000005
298.27329768627305,0.43500000000000005
298.77905480182335,0.43600000000000005
299.2857765313935,0.43700000000000006
299.7957804385803,0.438
300.3110956495889,0.439
300.83299925462256,0.44
301.3620680213826,0.441
301.90345705723166,0.442
302.44894080818597,0.443
302.98355659626907,0.444
303.490867540807,0.445
303.9496658507826,0.446
304.332892500233,0.447
304.617105025098,0.448
304.77800561142044,0.449
304.83368333584383,0.45
