sam,,nek,,overlap,
X,Y,X,Y,X,Y
30000,8.602941176470583,30000,13.602941176470587,30000,12.20588235294117
40000,14.044117647058819,40000,20.661764705882355,40000,18.970588235294116
50000,20.88235294117647,49967.94871794872,29.044117647058826,49967.94871794872,27.279411764705884
