sam,,nek,,decomp,
X,Y,X,Y,X,Y
0.9117780753373973,8.427081393183087,0.9331609640931675,13.663391693052713,0.9327158411904175,12.839914322965171
0.9340206289358831,8.389364872415719,0.9776902437919387,13.669677779847273,0.9772417230044349,12.839914322965171
0.9562835698428918,8.389364872415719,1.03179816061172,31.39644254051034,1.0275652456796525,30.429956695846528
0.9785465107499005,8.389364872415719,1.07638860223606,31.515878189607008,1.075923092024787,30.654684298752095
1.0326476318001743,26.103557459489664,1.1209484628976154,31.578739057552617,1.1204795548015887,30.71125907990315
1.0549173684766906,26.116129633078785,1.1655083235591712,31.641599925498234,1.1650360175783905,30.7678338610542
1.0771939009227145,26.141273980257033,1.210061388451219,31.691888619854723,1.2095890824704383,30.818122555410696
1.0994636375992308,26.153846153846153,1.2546178512280208,31.748463401005775,1.254148943131994,30.880983423356305
1.1217469658147625,26.19156267461352,1.2991709161200686,31.798752095362268,1.298702008024042,30.931272117712798
1.1440167024912786,26.204134848202646,1.3437273788968704,31.85532687651332,1.3432618686855975,30.99413298565841
1.1662932349373027,26.22927919538089,1.388287239558426,31.918187744458933,1.387821729347153,31.056993853604027
1.1885765631528344,26.26699571614826,1.432840304450474,31.968476438815422,1.432378192123955,31.113568634755076
1.2108395040598432,26.26699571614826,1.4774001651120294,32.03133730676104,1.476941450670264,31.182715589495253
1.2331228322753747,26.304712236915627,1.521960025773585,32.09419817470665,1.5214945155623123,31.233004283851745
1.2554061604909061,26.342428757682995,1.5665130906656333,32.144486869063144,1.566054376223868,31.295865151797358
1.277669101397915,26.342428757682995,1.6110695534424349,32.20106165021419,1.6106074411159157,31.346153846153847
1.299945633843939,26.367573104861243,1.6556260162192367,32.25763643136525,1.6551605060079637,31.39644254051034
1.3222289620594707,26.405289625628612,1.700185876880792,32.32049729931086,1.6997169687847653,31.45301732166139
1.3444986987359868,26.417861799217732,1.7447355438880863,32.364499906872794,1.7442734315615673,31.509592102812444
1.3667752311820107,26.44300614639598,1.7893022003191494,32.439932948407524,1.7888332922231227,31.572452970758057
1.3890517636280348,26.46815049357422,1.8338586630959512,32.49650772955858,1.8333931528846783,31.63531383870367
1.411328296074059,26.49329484075247,1.878411727987999,32.54679642391507,1.8779564114309877,31.704460793443847
1.433598032750575,26.50586701434159,1.9229715886495549,32.609657291860685,1.9225128742077895,31.7610355745949
1.455874565196599,26.531011361519838,1.967534847195864,32.67880424660086,1.967072734869345,31.823896442540512
1.4781578934121307,26.568727882287206,2.012087912087912,32.72909294095735,2.011629197646147,31.880471223691565
1.5004208343191394,26.568727882287206,2.0566443748647143,32.7856677221084,2.0561890583077025,31.943332091637178
1.5227041625346711,26.606444403054574,2.1012042355262697,32.848528590054016,2.1007387253149967,31.98733469919911
1.5449738992111872,26.619016576643695,2.1457573004183175,32.898817284410505,2.145301983861306,32.05648165393929
1.5672504316572113,26.644160923821943,2.1903171610798733,32.96167815235612,2.189858446638108,32.113056435090336
1.5895201683337277,26.656733097411063,2.2348770217414287,33.02453902030173,2.2344149094149097,32.169631216241385
1.6117967007797518,26.68187744458931,2.279430086633477,33.07482771465823,2.278978167961219,32.23877817098156
1.6340732332257755,26.70702179176756,2.3239865494102787,33.131402495809276,2.3235414265075285,32.30792512572174
1.656342969902292,26.71959396535668,2.368549807956588,33.20054945054945,2.3681012871690843,32.370785993667354
1.6786262981178235,26.757310486124048,2.4131096686181435,33.26341031849507,2.4126611478306392,32.433646861612964
1.70089603479434,26.76988265971317,2.4576661313949453,33.31998509964612,2.4572176106074415,32.49022164276402
1.723172567240364,26.795027006891416,2.5022259920565006,33.382845967591734,2.5017740733842433,32.54679642391507
1.74544230391688,26.807599180480537,2.546782454833303,33.43942074874278,2.546330536161045,32.603371205066125
1.7677188363629042,26.832743527658785,2.5913423154948583,33.5022816166884,2.590886998937847,32.659945986217174
1.7900021645784359,26.870460048426153,2.6358987782716596,33.55885639783945,2.635450257484156,32.72909294095735
1.8122719012549522,26.883032222015274,2.6804620368179695,33.628003352579626,2.6800135160304652,32.79823989569752
1.8345552294704837,26.920748742782642,2.725021897479525,33.69086422052524,2.724573376692021,32.86110076364314
1.8568317619165076,26.94589308996089,2.7695817581410807,33.75372508847085,2.769133237353577,32.92396163158875
1.8790947028235163,26.94589308996089,2.8141450166873896,33.82287204321103,2.813696495899886,32.99310858632893
1.9013848268085558,26.99618178431738,2.858708275233699,33.892018997951205,2.858249560791934,33.04339728068542
1.9236613592545797,27.021326131495627,2.9032647380105012,33.948593779102254,2.9028094214534894,33.106258148631035
1.9459310959310958,27.033898305084747,2.9478245986720566,34.01145464704787,2.9473692821150452,33.169119016576644
1.96820762837712,27.059042652262995,2.9923810614488584,34.068029428198926,2.991925744891847,33.2256937977277
1.9904909565926516,27.09675917303036,3.03693752422566,34.124604209349975,3.0364856055534024,33.28855466567331
2.0127538974996604,27.09675917303036,3.081504180656723,34.20003725088471,3.081042068330204,33.345129446824366
2.035037225715192,27.13447569379773,3.126064041318279,34.26289811883032,3.1256053268765136,33.414276401564535
2.0573137581612158,27.159620040975973,3.1706272998645884,34.3320450735705,3.1701651875380694,33.47713726951015
2.079583494837732,27.172192214565097,3.2151871605261437,34.394905941516114,3.2147318439691324,33.55257031104489
2.1018600272837564,27.19733656174334,3.2597470211876995,34.457766809461724,3.259288306745934,33.609145092195945
2.1241297639602723,27.209908735332466,3.304306881849255,34.52062767740734,3.30384816740749,33.672005960141554
2.1464130921758042,27.247625256099834,3.3488701403955647,34.58977463214752,3.348401232299538,33.72229465449804
2.1686828288523206,27.260197429688958,3.393426603172366,34.646349413298566,3.392961092961093,33.78515552244366
2.1909593612983445,27.285341776867202,3.4379864638339215,34.70921028124418,3.4375209536226485,33.848016390389276
2.213235893744369,27.310486124045447,3.4825463244954773,34.7720711491898,3.482077416399451,33.904591171540325
2.235505630420885,27.32305829763457,3.5271129809265407,34.847504190724536,3.52664067494576,33.9737381262805
2.2577889586364166,27.36077481840194,3.571666045818589,34.897792885081024,3.5712039334920695,34.04288508102068
2.2800586953129325,27.373346991991063,3.6162225085953903,34.95436766623207,3.615763794153625,34.10574594896629
2.302335227758957,27.398491339169308,3.6607891650264532,35.02980070776681,3.6603236548151807,34.168606816911904
2.3246117602049807,27.423635686347552,3.705352423572763,35.09894766250699,3.70488691336149,34.23775377165208
2.346895088420512,27.46135220711492,3.749908886349565,35.155522443658036,3.749439978253538,34.28804246600857
2.369164825097029,27.47392438070404,3.794472144895874,35.22466939839821,3.7940032367998473,34.357189420748746
2.3914345617735453,27.486496554293165,3.839035403442183,35.29381635313839,3.838559699576649,34.413764201899795
2.4137246857585843,27.536785248649657,3.883595264103739,35.356677221084006,3.8831195602382045,34.47662506984541
2.4359944224351007,27.549357422238778,3.9281585226500484,35.425824175824175,3.9276828187845143,34.54577202458559
2.458270954881125,27.574501769417026,3.972718383311604,35.48868504376979,3.9722460773308237,34.614918979325765
2.480554283096656,27.612218290184394,4.01728843762742,35.57040417209909,4.016812733761887,34.6903520208605
2.5028240197731724,27.624790463773515,4.061844900404223,35.626978953250145,4.061369196538688,34.74692680201155
2.5251073479887043,27.662506984540883,4.106404761065778,35.689839821195754,4.105932455084997,34.81607375675173
2.5473770846652206,27.675079158130007,4.15096122384258,35.74641460234681,4.150492315746553,34.87893462469734
2.5696536171112445,27.70022350530825,4.1955244823888895,35.81556155708698,4.195045380638601,34.92922331905383
2.5919301495572684,27.7253678524865,4.240080945165691,35.872136338238036,4.239605241300157,34.99208418699944
2.6141998862337847,27.73794002607562,4.284647601596753,35.94756937977277,4.284168499846466,35.06123114173962
2.6364832144493167,27.77565654684299,4.329207462258309,36.01043024771839,4.328731758392775,35.130378096479795
2.658752951125833,27.78822872043211,4.373770720804619,36.07957720245856,4.3732950169390845,35.19952505121997
2.6810294835718564,27.813373067610357,4.418330581466175,36.142438070404175,4.417858275485394,35.26867200596014
2.703306016017881,27.838517414788605,4.462897237897238,36.21787111193891,4.462421534031703,35.33781896070032
2.725575752694397,27.851089588377725,4.507457098558794,36.28073197988452,4.506981394693259,35.400679828645934
2.7478590809099286,27.888806109145094,4.552016959220349,36.34359284783014,4.551541255354815,35.463540696591544
2.770128817586445,27.901378282734214,4.596576819881905,36.406453715775754,4.596101116016371,35.52640156453716
2.7924053500324693,27.926522629912462,4.641140078428214,36.475600670515924,4.64066437456268,35.59554851927734
2.814681882478493,27.95166697709071,4.685699939089769,36.53846153846154,4.685224235224235,35.658409387222946
2.836958414924517,27.97681132426895,4.730263197636079,36.60760849320172,4.729787493770544,35.72755634196312
2.8592349473705405,28.0019556714472,4.774829854067142,36.683041534736454,4.774354150201607,35.80298938349786
2.881504684047057,28.01452784503632,4.819393112613452,36.75218848947663,4.818917408747917,35.872136338238036
2.9037880122625888,28.052244365803688,4.863956371159761,36.8213354442168,4.863480667294226,35.94128329297821
2.9260645447086127,28.077388712981936,4.9085128339365625,36.877910225367856,4.908040527955782,36.00414416092382
2.948334281385129,28.089960886571056,4.953076092482872,36.94705718010803,4.952600388617338,36.06700502886944
2.9706244053701685,28.14024958092755,4.997635953144428,37.00991804805364,4.997160249278894,36.12986589681505
2.992894142046685,28.152821754516673,5.042195813805984,37.07277891599926,5.041720109940449,36.192726764760664
3.0151570829536936,28.152821754516673,5.086762470237046,37.148211957533995,5.086279970602004,36.25558763270628
3.0374540027082406,28.215682622462285,5.131322330898602,37.211072825479604,5.130846627033067,36.33102067424102
3.0597237393847565,28.22825479605141,5.175888987329665,37.28650586701434,5.175409885579377,36.400167628981194
3.082007067600288,28.265971316818778,5.220455643760729,37.36193890854908,5.219973144125686,36.46931458372136
3.1042768042768043,28.2785434904079,5.265015504422284,37.424799776494694,5.26453980055675,36.5447476252561
3.1265533367228286,28.303687837586146,5.309578762968593,37.49394673123487,5.309099661218306,36.60760849320172
3.1488298691688525,28.32883218476439,5.354138623630149,37.55680759918048,5.353659521879861,36.670469361147326
3.1711064016148764,28.353976531942635,5.398701882176459,37.62595455392066,5.398219382541416,36.73333022909294
3.1933829340609003,28.379120879120883,5.443261742838015,37.68881542186627,5.442779243202972,36.79619109703856
3.2156594665069247,28.404265226299128,5.487828399269077,37.76424846340101,5.487345899634035,36.871624138573296
3.237929203183441,28.41683739988825,5.532388259930633,37.82710933134662,5.531909158180344,36.94077109331347
3.260212531398972,28.454553920655616,5.576951518476942,37.896256286086796,5.576472416726654,37.00991804805364
3.2824822680754884,28.46712609424474,5.621518174908005,37.97168932762153,5.621035675272963,37.07906500279382
3.3047588005215127,28.492270441422985,5.666084831339068,38.04712236915627,5.665598933819273,37.148211957533995
3.3270353329675366,28.51741478860123,5.710644692000624,38.109983237101886,5.7101587944808285,37.211072825479604
3.349305069644053,28.529986962190353,5.75520455266218,38.172844105047496,5.75471525725763,37.26764760663066
3.371588397859585,28.56770348295772,5.79976781120849,38.24199105978767,5.79927851580394,37.33679456137084
3.3938649303056088,28.592847830135966,5.844331069754799,38.31113801452785,5.843838376465495,37.39965542931645
3.416134666982125,28.60542000372509,5.888894328301108,38.380284969268025,5.888405032896558,37.47508847085118
3.4384179951976566,28.64313652449246,5.9334541889626635,38.443145837213635,5.932968291442868,37.54423542559136
3.4606945276436805,28.668280871670703,5.9780174475089725,38.51229279195381,5.977538345758685,37.62595455392066
3.482964264320197,28.680853045259827,6.018819247632806,38.48714844477556,6.014639849385612,37.6196684671261
