sam,,nek,,decomp,
X,Y,X,Y,X,Y
3.5052475925357283,28.718569566027195,6.03010973909279,20.933879679642395,6.027381917212426,20.006053268765136
3.52753092075126,28.756286086794564,6.016576643695288,20.609517601043027,6.0718874117179205,19.968336747997768
3.5498006574277765,28.768858260383688,6.072356319813947,20.835816725647234,6.101571332927265,19.968336747997768
3.572083985643308,28.806574781151053,6.102040241023292,20.835816725647234,,
3.594360518089332,28.831719128329297,,,,
3.6166302547658487,28.84429130191842,,,,
3.6389067872118726,28.869435649096665,,,,
3.6611901154274036,28.907152169864034,,,,
3.68345985210392,28.919724343453158,,,,
3.7057363845499443,28.944868690631402,,,,
3.7280197127654757,28.98258521139877,,,,
3.750289449441992,28.995157384987895,,,,
3.7725659818880164,29.02030173216614,,,,
3.794849310103548,29.058018252933508,,,,
3.817119046780064,29.07059042652263,,,,
3.839395579226088,29.095734773700876,,,,
3.8616789074416196,29.133451294468244,,,,
3.883948644118136,29.146023468057365,,,,
3.90622517656416,29.171167815235613,,,,
3.9285085047796917,29.20888433600298,,,,
3.950778241456208,29.2214565095921,,,,
3.9730615696717395,29.25917303035947,,,,
3.9953381021177634,29.284317377537718,,,,
4.01760783879428,29.29688955112684,,,,
4.039897962779318,29.347178245483335,,,,
4.062167699455835,29.359750419072455,,,,
4.084444231901859,29.384894766250703,,,,
4.106727560117391,29.42261128701807,,,,
4.128997296793907,29.435183460607192,,,,
4.151280625009438,29.47289998137456,,,,
4.173550361685955,29.48547215496368,,,,
4.1958268941319785,29.51061650214193,,,,
4.21811022234751,29.548333022909297,,,,
4.240379959024026,29.560905196498418,,,,
4.26265649147005,29.586049543676666,,,,
4.284933023916074,29.61119389085491,,,,
4.307209556362099,29.636338238033154,,,,
4.329486088808123,29.661482585211402,,,,
4.351762621254147,29.686626932389647,,,,
4.374039153700171,29.71177127956789,,,,
4.3963156861461945,29.73691562674614,,,,
4.418599014361726,29.774632147513508,,,,
4.440882342577258,29.812348668280876,,,,
4.463145283484267,29.812348668280876,,,,
4.485421815930291,29.83749301545912,,,,
4.50771193991533,29.88778170981561,,,,
4.529974880822338,29.88778170981561,,,,
4.552265004807377,29.9380704041721,,,,
4.574541537253401,29.963214751350346,,,,
4.59680447816041,29.963214751350346,,,,
4.6190878063759415,30.000931272117715,,,,
4.641371134591473,30.038647792885083,,,,
4.663647667037497,30.063792140063327,,,,
4.685924199483521,30.088936487241575,,,,
4.708200731929545,30.11408083441982,,,,
4.730477264375569,30.139225181598064,,,,
4.752753796821594,30.16436952877631,,,,
4.775030329267618,30.189513875954553,,,,
4.797306861713642,30.2146582231328,,,,
4.8195833941596655,30.239802570311046,,,,
4.841859926605689,30.26494691748929,,,,
4.864136459051713,30.290091264667538,,,,
4.886412991497737,30.315235611845782,,,,
4.908689523943761,30.340379959024027,,,,
4.930966056389785,30.365524306202275,,,,
4.953249384605316,30.403240826969643,,,,
4.975519121281833,30.415813000558764,,,,
4.997809245266872,30.466101694915256,,,,
5.020085777712896,30.4912460420935,,,,
5.0423555143894125,30.50381821568262,,,,
5.064645638374452,30.554106910039117,,,,
5.086915375050968,30.566679083628237,,,,
5.109198703266499,30.604395604395606,,,,
5.131475235712524,30.629539951573854,,,,
5.15374497238904,30.642112125162974,,,,
5.176028300604572,30.679828645930343,,,,
5.198304833050596,30.70497299310859,,,,
5.22058136549662,30.73011734028683,,,,
5.242857897942644,30.75526168746508,,,,
5.265134430388668,30.780406034643327,,,,
5.287404167065184,30.792978208232448,,,,
5.309687495280716,30.830694728999816,,,,
5.331964027726739,30.855839076178064,,,,
5.354240560172763,30.880983423356305,,,,
5.376517092618787,30.906127770534553,,,,
5.398800420834319,30.94384429130192,,,,
5.421070157510835,30.956416464891042,,,,
5.443353485726367,30.99413298565841,,,,
5.465630018172391,31.01927733283666,,,,
5.487906550618415,31.044421680014903,,,,
5.5101966746034545,31.094710374371395,,,,
5.53246641127997,31.107282547960516,,,,
5.554749739495502,31.144999068727884,,,,
5.577026271941526,31.170143415906132,,,,
5.59930280438755,31.195287763084377,,,,
5.621579336833574,31.22043211026262,,,,
5.643855869279598,31.245576457440865,,,,
5.66613919749513,31.283292978208234,,,,
5.688415729941154,31.30843732538648,,,,
5.71068546661767,31.321009498975602,,,,
5.7329687948332015,31.35872601974297,,,,
5.755245327279225,31.383870366921215,,,,
5.777515063955741,31.39644254051034,,,,
5.799798392171273,31.434159061277708,,,,
5.822074924617297,31.459303408455952,,,,
5.844344661293814,31.471875582045076,,,,
5.866627989509345,31.509592102812444,,,,
5.888911317724877,31.547308623579813,,,,
5.911181054401394,31.559880797168933,,,,
5.933464382616925,31.5975973179363,,,,
5.9557409150629494,31.622741665114546,,,,
5.978017447508973,31.647886012292794,,,,
6.000307571494012,31.698174706649283,,,,
6.035292192919312,14.046842987520954,,,,
6.0575551338263205,14.046842987520954,,,,
6.079818074733329,14.046842987520954,,,,
6.103936260715922,14.046842987520954,,,,
