time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,NekRS_pressureDrop,mFlow_deadend,mFlow_out2,mFlow_out6,p_inlet_interface,p_outlet_interface,toNekRS_temperature,toNekRS_velocity,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity
0,0.510972301371,15000000,550,0.235,0.510972301371,15000000,550,0.235,13.277,0,0.510972301371,0.510972301371,15000013.277,15000000,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235
1,12.541318132127,15000013.27702,549.90854017253,5.7666755531402,0.510972301371,15029981.798081,550,0.235,13.277,-12.027791421703,0.51350871451577,12.541318132127,15029995.075081,15029981.798081,549.90854017253,5.7666755531402,14998359.135253,769.01993359164,550.00003889844,5.7681927537061,15022446.927725,767.86703938204,550.67534216238,0.23652112201505,14997490.399447,769.0199391053,550.00003566883,5.7681927537527,14998754.590778,769.20570942591,549.89122143175,5.7666755531735
2,4.3165472716741,15029995.07495,549.81474215386,1.9843963901265,12.541318132086,15029555.371044,549.90854017365,5.7666755531355,13.277,8.2220047979693,12.53882058916,4.3165472716741,15029568.648044,15029555.371044,549.81474215386,1.9843963901265,14993519.846973,768.82834927921,550.11225865843,5.7681931626108,15015733.927252,768.82063509283,550.11677721287,5.7681931626153,15009689.491413,768.87099491999,550.08727914151,1.9859133861887,15019841.91778,769.43261630334,549.75831161777,1.9843963901323
3,-3.057023320037,15029568.647971,549.81473793046,-1.4053699872044,4.3165472715907,15015439.424961,549.81474216062,1.984396390118,13.277,7.3711801650641,4.3164875205983,-3.057023320037,15015452.701961,15015439.424961,549.81473793046,-1.4053699872044,15000047.599584,769.09413639019,549.95657490006,3.3897680799087,15010512.422555,768.73773955303,550.16533295035,1.9859139458042,15008952.258467,769.84029849719,549.51951337083,1.4038549513464,15019261.672881,769.36226262433,549.79952100946,1.4053700002131
4,1.9788422688387,15015452.696899,549.6258475138,0.90932911957499,-3.057023320122,15012655.098104,549.81473790773,-1.4053699871725,13.277,-5.0369668529443,-3.0557865923543,1.9788422688387,15012668.375104,15012655.098104,549.6258475138,0.90932911957499,14999521.972232,769.02295375006,549.99826985248,2.3165389397983,15007888.814321,768.84681001631,550.10144535404,1.4056957849727,15004071.263082,769.30813007615,549.83122893736,0.91084315451229,15009762.493206,770.29289292985,549.25440795607,0.90932912377664
5,5.6266681698855,15012668.374916,549.57545038314,2.5853103054455,1.9788422688331,15024292.240931,549.62584751545,0.90932911957574,13.277,-3.6441654103896,1.9783446243393,5.6266681698855,15024305.517931,15024292.240931,549.57545038314,2.5853103054455,14998534.667308,768.94238369718,550.04546344512,2.5868267084681,15014903.549993,768.18233397768,550.49065958893,0.91084770861879,15001118.118419,768.98231165562,550.02207579998,2.5868267084166,15006893.057646,769.67065021573,549.61888418668,2.5853103055586
6,1.2838859403531,15024305.560431,549.52244034396,0.58984344729761,5.626668169005,15022835.321344,549.57545059277,2.585310306243,13.277,4.3378631183216,5.624824687551,1.2838859403531,15022848.598344,15022835.321344,549.52244034396,0.58984344729761,14999270.529794,768.83676192344,550.10733098505,2.5868264812373,15013524.42906,769.04159699437,549.98734964521,2.5868264810766,15006210.694797,768.90779094773,550.06572601251,0.59135843193565,15015256.622594,770.27148743962,549.26694613806,0.58984344663018
7,-2.2375823199778,15022848.613761,549.52269383656,-1.0279916382712,1.2838859401131,15015966.212144,549.52244046312,0.5898434473432,13.277,3.5196328723509,1.2848939383559,-2.2375823199778,15015979.489144,15015966.212144,549.52269383656,-1.0279916382712,14999991.541743,769.47038138031,549.73619087197,1.6178376241711,15009929.778191,768.46312567603,550.32618695233,0.59136060063832,15005082.303042,770.44287555445,549.16655622164,1.0264777931488,15013967.454387,769.94960159334,549.45548951073,1.0279907641213
8,1.672992085568,15015979.487938,549.33702624927,0.76829085643501,-2.2375823198805,15015995.812698,549.52269384263,-1.0279916382403,13.277,-3.9104122517482,-2.2359275996737,1.672992085568,15016009.089698,15015995.812698,549.33702624927,0.76829085643501,14999712.4241,769.04338201277,549.98630407768,1.7984279710682,15009800.03855,768.7917779792,550.13368015405,1.0286251651882,15003753.2317,769.57186097154,549.67674959921,0.7698028006615,15009866.67771,770.94081319222,548.87489120222,0.76829085074511
9,3.4722671663412,15016009.176499,549.22235493465,1.5941696247889,1.6729920856459,15022554.233079,549.33702623536,0.76829085644706,13.277,-1.7957425524995,1.6718199043904,3.4722671663412,15022567.510079,15022554.233079,549.22235493465,1.5941696247889,14999352.004386,768.93334291924,550.05075904536,1.595684730742,15013581.630183,768.09422218756,550.5422707246,0.76980925963083,15002587.728662,769.03653304605,549.99031583309,1.595684726757,15009296.179178,770.27176685638,549.26678247079,1.5941696264005
10,0.36440346983036,15022567.510086,549.21319657673,0.1672996703626,3.4722671663399,15021044.640224,549.2223549348,1.5941696247888,13.277,3.1016369292066,3.4698296813177,0.36440346983036,15021057.917224,15021044.640224,549.21319657673,0.1672996703626,14999993.437995,768.78491240176,550.13770163913,1.5956843156097,15012663.111312,769.07610787954,549.9671350295,1.5956843156244,15005274.392161,768.986786007,550.0194549662,0.16881167494067,15013920.689598,771.2299197854,548.70554814856,0.16729967041383
11,-1.7869886350672,15021057.956772,549.21373957375,-0.82041746058333,0.3644034696738,15016443.975232,549.21319704697,0.16729967046506,13.277,2.1497765668946,0.36664543975175,-1.7869886350672,15016457.252232,15016443.975232,549.21373957375,-0.82041746058333,14999974.713347,769.88510656395,549.49326722138,0.98772226733494,15010001.670843,768.14134809956,550.51466690638,0.16881587157496,15004308.86413,771.13794860233,548.75941990852,0.81890678684159,15012686.661036,770.50011410203,549.13302896677,0.8204163650022
12,1.3398161371429,15016457.250145,549.05187596731,0.61489724916291,-1.7869886350604,15017081.589973,549.21373957802,-0.820417460588,13.277,-3.1261150132735,-1.7853176292853,1.3398161371429,15017094.866973,15017081.589973,549.05187596731,0.61489724916291,14999796.861264,769.07454008218,549.96805336066,1.4377237830296,15010372.349761,768.79870401753,550.12962325425,0.82131733565155,15003628.748704,769.95117533657,549.4545676968,0.61640644184524,15010043.754064,771.71707864931,548.42019675369,0.61489724990679
13,2.5622474926956,15017094.897874,548.8393915551,1.175368473854,1.3398161371497,15021742.577419,549.05187582978,0.61489724897869,13.277,-1.2186528970557,1.3383395532445,2.5622474926956,15021755.854419,15021742.577419,548.8393915551,1.175368473854,14999652.674632,768.94841469907,550.04193080941,1.1768817807776,15013065.252236,767.89500004857,550.65896431156,0.61641416912086,15003085.233731,769.15100627257,549.92326358938,1.1768817788088,15010086.185312,771.03336194373,548.82068113382,1.175368475467
14,0.050178337275283,15021755.854508,548.83509763901,0.023017868146744,2.5622474926938,15020399.255425,548.83939155564,1.1753684738546,13.277,2.5047574016545,2.5589392593126,0.050178337275283,15020412.532425,15020399.255425,548.83509763901,0.023017868146744,15000120.864073,768.72998270187,550.16987649552,1.1768819565364,15012303.84885,769.01570851313,550.00251372161,1.1768819565313,15004864.127763,769.13435840834,549.9330150106,0.024526895156799,15013310.459062,772.15961918017,548.16098037248,0.023017868253834
15,-1.5258142901838,15020412.532416,548.8350972332,-0.69992339370739,0.050178337275273,15016794.638097,548.83509763904,0.023017868146742,13.277,1.5742337288837,0.053270917980162,-1.5258142901838,15016807.915097,15016794.638097,548.8350972332,-0.69992339370739,14999971.751002,770.34337324054,549.22483931196,0.722952242536,15010144.73635,767.89654911685,550.65805695089,0.024535538451573,15004086.783828,771.87410313594,548.32822027617,0.69841681533201,15012253.316336,771.10652807501,548.77782435923,0.69992339463463
16,1.0947344472501,15016807.915857,548.70332609617,0.50203144054098,-1.5258142901713,15017511.217612,548.83509723655,-0.69992339370686,13.277,-2.6193283951429,-1.5240358912227,1.0947344472501,15017524.494612,15017511.217612,548.70332609617,0.50203144054098,14999839.672486,769.11708886779,549.94313057628,1.2046488047413,15010583.907027,768.80542109181,550.12568875433,0.70111118439268,15003585.437425,770.41915397043,549.18045104649,0.5035376194254,15010197.938589,772.52346714609,547.94785785273,0.50203143992954
17,2.1072313334087,15017524.522872,548.43915031192,0.96578499212813,1.0947344471527,15021262.072183,548.70332604979,0.50203144044477,13.277,-1.0083488826951,1.0930523907693,2.1072313334087,15021275.349183,15021262.072183,548.43915031192,0.96578499212813,14999777.78193,768.96062442437,550.03477901067,0.9672962542231,15012774.669197,767.72794374462,550.75681688675,0.50354903382065,15003285.197117,769.30309713817,549.83417696105,0.96729625507918,15010399.67474,771.8523635226,548.34095416947,0.9657849932856
18,-0.031505882139665,15021275.334605,548.41009227488,-0.014438828659438,2.1072313337601,15020117.019847,548.43915024268,0.96578499214123,13.277,2.1305434758671,2.1031094894916,-0.031505882139665,15020130.296847,15020117.019847,548.41009227488,-0.014438828659438,15000119.306764,768.69300525525,550.19153588992,0.98022889994996,15012127.341772,768.9719967327,550.02811772565,0.9672962298876,15004634.314748,770.48949409012,549.13924959711,0.012932716963793,15012954.582252,771.82380423289,548.35768266147,0.014439460515669
19,-1.3248313041438,15020130.297405,548.41022967818,-0.60715703603842,-0.031505882139112,15017062.394561,548.41009228749,-0.014438828659587,13.277,1.2908599800795,-0.028171190896806,-1.3248313041438,15017075.671561,15017062.394561,548.41022967818,-0.60715703603842,14999967.536909,770.5806876982,549.08583329866,0.60565339412836,15010278.202857,769.01465475467,550.0031309565,0.012956232430813,15004010.309311,772.48424425263,547.97083250882,0.60565340687404,15012074.100112,771.85200913698,548.34116174946,0.60715702711883
20,0.92779664336431,15017075.671728,548.30941470283,0.42510518421569,-1.3248313041429,15017718.844161,548.41022967813,-0.60715703603796,13.277,-2.250510736196,-1.3224614106678,0.92779664336431,15017732.121161,15017718.844161,548.30941470283,0.42510518421569,14999865.620245,769.15017044755,549.92375317061,1.0350267942378,15010680.95381,768.75653846095,550.15432156373,0.60841837795856,15003565.594601,770.85720208265,548.9238660819,0.42660841624975,15010322.10207,773.35321704577,547.4618351016,0.42510518418575
21,1.8472228644832,15017732.111598,548.02645770015,0.84584579868111,0.92779664322116,15020920.802537,548.30941476242,0.42510518420612,13.277,-0.91481961452367,0.92591693534612,1.8472228644832,15020934.079537,15020920.802537,548.02645770015,0.84584579868111,14999837.419,768.98460528762,550.02073231403,0.84735503039173,15012569.268293,767.60233044597,550.83039438402,0.42662262440847,15003380.122099,769.46570681804,549.7389289785,0.84735503243119,15010549.685396,772.65563772765,547.87043945268,0.84584580009854
22,-0.011385048158156,15020934.084045,547.99672745132,-0.0052128860901684,1.8472228645223,15019962.001302,548.02645773442,0.84584579876309,13.277,1.8497892567681,1.8423517605781,-0.011385048158156,15019975.278302,15019962.001302,547.99672745132,-0.0052128860901684,15000104.205069,768.68181622867,550.19808981838,0.85106421535177,15012019.141236,768.97852838781,550.02429183427,0.84735711202415,15004478.84512,770.41168610511,549.18482531932,0.0037071236904498,15012704.858385,772.63206319732,547.88424814141,0.0052118404246903
23,-1.1331275519936,15019975.278292,547.99672720192,-0.51882651428985,-0.01138504815819,15017282.946143,547.99672744791,-0.005212886090145,13.277,1.1185699589875,-0.0080651755663971,-1.1331275519936,15017296.223143,15017282.946143,547.99672720192,-0.51882651428985,14999975.139288,770.57819598158,549.0872928119,0.51732577308891,15010396.011243,769.67914931845,549.61390587058,0.0037060582342601,15003979.478683,772.92911519557,547.71025109788,0.51732577324965,15011981.191992,772.63297313727,547.88371514766,0.51882651458552
24,0.82153351326299,15017296.223031,547.90742293451,0.37608233597006,-1.1331275519934,15017852.506294,547.99672720197,-0.51882651428982,13.277,-1.9514614210728,-1.1300164876195,0.82153351326299,15017865.783294,15017852.506294,547.90742293451,0.37608233597006,14999884.359562,769.16650398603,549.91418586448,0.89749176758665,15010744.12287,768.71576085187,550.1782068884,0.5199087576644,15003554.370725,771.14727326621,548.75395802321,0.37758300984558,15010426.494879,774.17418196977,546.98095811554,0.37608233600154
25,1.6750069303029,15017865.788987,547.62200687052,0.76630284682508,0.82153351327589,15020644.776706,547.90742297259,0.37608233600761,13.277,-0.84845628190088,0.81944536202704,1.6750069303029,15020658.053706,15020644.776706,547.62200687052,0.76630284682508,14999869.307756,768.98138540169,550.02261834959,0.76781036786592,15012400.711081,767.53352849154,550.87069485913,0.37759895342117,15003434.958684,769.57395007124,549.67552591725,0.7678103681213,15010642.531239,773.38152040606,547.44525651926,0.76630284651249
