"CIP_Line: Position[Y] (m)","CIP_Line: Temperature (C)"
0.0,243.17404051470578
5.0E-4,243.17404051470578
0.001,243.18323287982741
0.0015,243.18323287982741
0.002,243.20507274477131
0.0025000000000000005,243.20507274477131
0.003,243.23255768102638
0.0035000000000000005,243.23255768102638
0.004,243.28022263117202
0.0045,243.28022263117202
0.005000000000000001,243.3274490667534
0.0055000000000000005,243.3274490667534
0.006,243.39584652365056
0.006500000000000001,243.39584652365056
0.007000000000000001,243.46043874734573
0.0075,243.46043874734573
0.008,243.54795304957804
0.0085,243.54795304957804
0.009,243.62844289505608
0.009500000000000001,243.62844289505608
0.010000000000000002,243.731039150195
0.0105,243.731039150195
0.011000000000000001,243.82437764669703
0.011500000000000002,243.82437764669703
0.012,243.93834594312852
0.0125,243.93834594312852
0.013000000000000001,244.04082011122784
0.013500000000000002,244.04082011122784
0.014000000000000002,244.16296812902033
0.014499999999999999,244.16296812902033
0.015,244.2713971752322
0.0155,244.2713971752322
0.016,244.39904734190236
0.0165,244.39904734190236
0.017,244.5106644231081
0.017499999999999998,244.5106644231081
0.018,244.6411166488374
0.0185,244.6411166488374
0.019000000000000003,244.75390112031846
0.019500000000000003,244.75390112031846
0.020000000000000004,244.88531722122082
0.0205,244.88531722122082
0.021,244.99810362086203
0.021500000000000002,244.99810362086203
0.022000000000000002,245.129415533582
0.022500000000000003,245.129415533582
0.023000000000000003,245.24144200465867
0.0235,245.24144200465867
0.024,245.37197345433253
0.0245,245.37197345433253
0.025,245.48265712902605
0.025500000000000002,245.48265712902605
0.026000000000000002,245.61177938424908
0.026500000000000003,245.61177938424908
0.027000000000000003,245.72063863333244
0.027500000000000004,245.72063863333244
0.028000000000000004,245.8478391273644
0.028499999999999998,245.8478391273644
0.028999999999999998,245.95436138082766
0.0295,245.95436138082766
0.03,246.07909146815814
0.0305,246.07909146815814
0.031,246.1827131431554
0.0315,246.1827131431554
0.032,246.3082372868239
0.0325,246.3082372868239
0.033,246.40545926899165
0.0335,246.40545926899165
0.034,246.52484172878223
0.034499999999999996,246.52484172878223
0.034999999999999996,246.62326263768625
0.0355,246.62326263768625
0.036,246.7401328169351
0.0365,246.7401328169351
0.037,246.83550022257555
0.037500000000000006,246.83550022257555
0.038000000000000006,246.9498714890584
0.038500000000000006,246.9498714890584
0.03900000000000001,247.0427143273779
0.03950000000000001,247.0427143273779
0.04000000000000001,247.1543639146954
0.04050000000000001,247.1543639146954
0.041,247.24460577311072
0.0415,247.24460577311072
0.042,247.3537728579454
0.0425,247.3537728579454
0.043000000000000003,247.44159472835463
0.043500000000000004,247.44159472835463
0.044000000000000004,247.5484015307111
0.044500000000000005,247.5484015307111
0.045000000000000005,247.63387551246763
0.045500000000000006,247.63387551246763
0.046000000000000006,247.7386657631522
0.04650000000000001,247.7386657631522
0.047,247.82200509963423
0.0475,247.82200509963423
0.048,247.92468058238217
0.0485,247.92468058238217
0.049,248.0062142231327
0.0495,248.0062142231327
0.05,248.10704523288473
0.0505,248.10704523288473
0.051000000000000004,248.1866232790054
0.051500000000000004,248.1866232790054
0.052000000000000005,248.28576521632385
0.052500000000000005,248.28576521632385
0.053000000000000005,248.3633881090949
0.053500000000000006,248.3633881090949
0.054000000000000006,248.46093126053904
0.05450000000000001,248.46093126053904
0.05500000000000001,248.53667330015276
0.05550000000000001,248.53667330015276
0.05600000000000001,248.6325831769568
0.056499999999999995,248.6325831769568
0.056999999999999995,248.70657688876713
0.057499999999999996,248.70657688876713
0.057999999999999996,248.80074516971297
0.058499999999999996,248.80074516971297
0.059,248.8728421132064
0.0595,248.8728421132064
0.06,248.96544246967824
0.0605,248.96544246967824
0.061,249.03575099984687
0.0615,249.03575099984687
0.062,249.1266480879965
0.0625,249.1266480879965
0.063,249.19536866515318
0.0635,249.19536866515318
0.064,249.28460883851017
0.0645,249.28460883851017
0.065,249.35156367595198
0.0655,249.35156367595198
0.066,249.44177451379187
0.0665,249.44177451379187
0.067,249.50282316901166
0.0675,249.50282316901166
0.068,249.5896809140287
0.0685,249.5896809140287
0.06899999999999999,249.65358882833266
0.06949999999999999,249.65358882833266
0.06999999999999999,249.7376231539448
0.0705,249.7376231539448
0.071,249.79962297049292
0.0715,249.79962297049292
0.072,249.88185430871295
0.0725,249.88185430871295
0.073,249.942280083529
0.0735,249.942280083529
0.074,250.02266444000657
0.0745,250.02266444000657
0.07500000000000001,250.08150454776546
0.07550000000000001,250.08150454776546
0.07600000000000001,250.16007566219832
0.07650000000000001,250.16007566219832
0.07700000000000001,250.2173769363377
0.07750000000000001,250.2173769363377
0.07800000000000001,250.29427580233335
0.07850000000000001,250.29427580233335
0.07900000000000001,250.3501349613116
0.07950000000000002,250.3501349613116
0.08000000000000002,250.42542052684166
0.08050000000000002,250.42542052684166
0.08100000000000002,250.48012880537044
0.0815,250.48012880537044
0.082,250.55424930925642
0.0825,250.55424930925642
0.083,250.60774973734328
0.0835,250.60774973734328
0.084,250.68119676686615
0.0845,250.68119676686615
0.085,250.73348676146384
0.0855,250.73348676146384
0.08600000000000001,250.80715946927194
0.08650000000000001,250.80715946927194
0.08700000000000001,250.85896963729
0.08750000000000001,250.85896963729
0.08800000000000001,250.9346001276558
0.08850000000000001,250.9346001276558
0.08900000000000001,250.98664509419348
0.08950000000000001,250.98664509419348
0.09000000000000001,251.06698462272607
0.09050000000000001,251.06698462272607
0.09100000000000001,251.12042134286207
0.09150000000000001,251.12042134286207
0.09200000000000001,251.2108974967391
0.09250000000000001,251.2108974967391
0.09300000000000001,251.2681190751057
