"BP_Line: Position[Y] (m)","BP_Line: Temperature (C)"
0.0,234.98415700419707
3.0E-4,234.98415700419707
6.0E-4,234.98415700419707
9.0E-4,234.98364541839555
0.0012,234.98364541839555
0.0015,234.98364541839555
0.0018,234.98205200280523
0.0021,234.98205200280523
0.0024,234.98205200280523
0.0026999999999999997,234.97949736052988
0.003,234.97949736052988
0.0032999999999999995,234.97949736052988
0.0036,234.97949736052988
0.0039,234.97650023736554
0.0042,234.97650023736554
0.0045,234.97650023736554
0.0048,234.97600777266638
0.0051,234.97600777266638
0.005399999999999999,234.97600777266638
0.005699999999999999,234.99901286355112
0.006,234.99901286355112
0.0063,234.99901286355112
0.006599999999999999,234.99901286355112
0.0069,235.18513492561902
0.0072,235.18513492561902
0.0075,235.18513492561902
0.0078,235.61622266823076
0.0081,236.33240467597415
0.0084,237.4915759726884
0.15,254.90322759492574
0.0087,240.7435870663469
0.009,245.8553606689169
0.0093,245.8553606689169
0.0096,248.92566690017327
0.0099,248.92566690017327
0.0102,249.9139006946184
0.0105,249.9139006946184
0.010799999999999999,249.9139006946184
0.011099999999999999,250.669840646887
0.011399999999999999,250.669840646887
0.0117,251.35114714251426
0.012,251.35114714251426
0.0123,251.35114714251426
0.0126,251.35114714251426
0.012899999999999998,251.8635550894984
0.013199999999999998,251.8635550894984
0.0135,251.8635550894984
0.0138,252.2836058859492
0.0141,252.2836058859492
0.0144,252.2836058859492
0.0147,252.63037481606068
0.015,252.63037481606068
0.015299999999999998,252.63037481606068
0.0156,252.63037481606068
0.015899999999999997,252.926523620004
0.0162,252.926523620004
0.0165,252.926523620004
0.0168,253.18248517357347
0.0171,253.18248517357347
0.0174,253.18248517357347
0.017699999999999997,253.4069898511243
0.018,253.4069898511243
0.0183,253.4069898511243
0.0186,253.4069898511243
0.0189,253.6050731541177
0.0192,253.6050731541177
0.0195,253.6050731541177
0.0198,253.78098849543062
0.0201,253.78098849543062
0.0204,253.78098849543062
0.0207,253.93791577355182
0.021,253.93791577355182
0.021299999999999996,253.93791577355182
0.021599999999999998,253.93791577355182
0.0219,254.07861567742714
0.022199999999999998,254.07861567742714
0.0225,254.07861567742714
0.022799999999999997,254.20545332364247
0.0231,254.20545332364247
0.0234,254.20545332364247
0.0237,254.32025228399607
0.024,254.32025228399607
0.0243,254.32025228399607
0.0246,254.32025228399607
0.024900000000000002,254.4244880682312
0.0252,254.4244880682312
0.025500000000000002,254.4244880682312
0.025799999999999997,254.51940562907077
0.026099999999999998,254.51940562907077
0.026399999999999996,254.51940562907077
0.026699999999999998,254.6060620556333
0.027,254.6060620556333
0.027299999999999998,254.6060620556333
0.0276,254.6060620556333
0.027899999999999998,254.6853670552507
0.0282,254.6853670552507
0.028499999999999998,254.6853670552507
0.0288,254.75811068042947
0.0291,254.75811068042947
0.0294,254.75811068042947
0.0297,254.8249695208242
0.03,254.8249695208242
0.0303,254.8249695208242
0.030599999999999995,254.8249695208242
0.030899999999999997,254.88652653895724
0.0312,254.88652653895724
0.0315,254.88652653895724
0.031799999999999995,254.94329873466484
0.0321,254.94329873466484
0.0324,254.94329873466484
0.0327,254.99573981098763
0.033,254.99573981098763
0.033299999999999996,254.99573981098763
0.0336,254.99573981098763
0.0339,255.04425055891465
0.0342,255.04425055891465
0.0345,255.04425055891465
0.0348,255.0891905688742
0.0351,255.0891905688742
0.035399999999999994,255.0891905688742
0.035699999999999996,255.13087866906687
0.036,255.13087866906687
0.0363,255.13087866906687
0.0366,255.13087866906687
0.036899999999999995,255.16960676342558
0.0372,255.16960676342558
0.0375,255.16960676342558
0.0378,255.20564229104684
0.0381,255.20564229104684
0.0384,255.20564229104684
0.0387,255.23921810166883
0.039,255.23921810166883
0.0393,255.23921810166883
0.0396,255.23921810166883
0.0399,255.27054284148676
0.0402,255.27054284148676
0.0405,255.27054284148676
0.0408,255.2998050888665
0.041100000000000005,255.2998050888665
0.0414,255.2998050888665
0.0417,255.32717548811922
0.042,255.32717548811922
0.0423,255.32717548811922
0.04259999999999999,255.32717548811922
0.042899999999999994,255.35280849768105
0.043199999999999995,255.35280849768105
0.0435,255.35280849768105
0.0438,255.3768440306144
0.04409999999999999,255.3768440306144
0.044399999999999995,255.3768440306144
0.0447,255.39940896813482
0.045,255.39940896813482
0.0453,255.39940896813482
0.045599999999999995,255.39940896813482
0.045899999999999996,255.42061838854488
0.0462,255.42061838854488
0.0465,255.42061838854488
0.0468,255.4405764968559
0.047099999999999996,255.4405764968559
0.0474,255.4405764968559
0.0477,255.45937723354052
0.048,255.45937723354052
0.0483,255.45937723354052
0.0486,255.45937723354052
0.0489,255.47710459470056
0.0492,255.47710459470056
0.0495,255.47710459470056
0.049800000000000004,255.49383456013368
0.0501,255.49383456013368
0.0504,255.49383456013368
0.0507,255.50963732646687
0.051000000000000004,255.50963732646687
0.051300000000000005,255.50963732646687
0.05159999999999999,255.50963732646687
0.051899999999999995,255.5245783928442
0.052199999999999996,255.5245783928442
0.0525,255.5245783928442
0.05279999999999999,255.53871889477534
0.053099999999999994,255.53871889477534
0.053399999999999996,255.53871889477534
0.0537,255.55211591231603
0.054,255.55211591231603
0.054299999999999994,255.55211591231603
0.054599999999999996,255.55211591231603
0.0549,255.5648211078434
0.0552,255.5648211078434
0.0555,255.5648211078434
0.055799999999999995,255.57688072948065
0.0561,255.57688072948065
0.0564,255.57688072948065
0.0567,255.58833824712735
0.056999999999999995,255.58833824712735
0.0573,255.58833824712735
0.0576,255.58833824712735
0.0579,255.5992334483724
0.0582,255.5992334483724
0.058499999999999996,255.5992334483724
0.0588,255.60960308060896
0.0591,255.60960308060896
0.0594,255.60960308060896
0.0597,255.6194809515374
0.06,255.6194809515374
0.0603,255.6194809515374
0.0606,255.6194809515374
0.0609,255.6288980394421
0.06119999999999999,255.6288980394421
0.06149999999999999,255.6288980394421
0.061799999999999994,255.63788255947816
0.062099999999999995,255.63788255947816
0.0624,255.63788255947816
0.06269999999999999,255.64646041008848
0.063,255.64646041008848
0.0633,255.64646041008848
0.06359999999999999,255.64646041008848
0.0639,255.6546552791682
0.0642,255.6546552791682
0.0645,255.6546552791682
0.0648,255.66248890961242
0.06509999999999999,255.66248890961242
0.0654,255.66248890961242
0.0657,255.6699810056149
0.066,255.6699810056149
0.0663,255.6699810056149
0.06659999999999999,255.6699810056149
0.0669,255.6771496793442
0.0672,255.6771496793442
0.0675,255.6771496793442
0.0678,255.6840115338025
0.0681,255.6840115338025
0.0684,255.6840115338025
0.0687,255.69058209215405
0.069,255.69058209215405
0.0693,255.69058209215405
0.0696,255.69058209215405
0.0699,255.6968759255691
0.0702,255.6968759255691
0.0705,255.6968759255691
0.07079999999999999,255.7029068040423
0.0711,255.7029068040423
0.07139999999999999,255.7029068040423
0.0717,255.70868742218875
0.072,255.70868742218875
0.07229999999999999,255.70868742218875
0.0726,255.70868742218875
0.07289999999999999,255.71422981342982
0.0732,255.71422981342982
0.0735,255.71422981342982
0.07379999999999999,255.71954549946997
0.0741,255.71954549946997
0.0744,255.71954549946997
0.0747,255.72464368830947
0.075,255.72464368830947
0.07529999999999999,255.72464368830947
0.0756,255.72464368830947
0.0759,255.72953348885756
0.0762,255.72953348885756
0.0765,255.72953348885756
0.0768,255.73422363320844
0.0771,255.73422363320844
0.0774,255.73422363320844
0.0777,255.73872205301393
0.078,255.73872205301393
0.0783,255.73872205301393
0.0786,255.73872205301393
0.0789,255.74303608266814
0.0792,255.74303608266814
0.0795,255.74303608266814
0.0798,255.74717225126597
0.0801,255.74717225126597
0.0804,255.74717225126597
0.08070000000000001,255.75113653981953
0.081,255.75113653981953
0.0813,255.75113653981953
0.0816,255.75113653981953
0.0819,255.75493420359237
0.08220000000000001,255.75493420359237
0.0825,255.75493420359237
0.0828,255.7585699696075
0.08310000000000001,255.7585699696075
0.0834,255.7585699696075
0.08370000000000001,255.7620477807036
0.084,255.7620477807036
0.0843,255.7620477807036
0.0846,255.7620477807036
0.08489999999999999,255.7653709968465
0.08519999999999998,255.7653709968465
0.08549999999999999,255.7653709968465
0.08579999999999999,255.76854205560255
0.0861,255.76854205560255
0.08639999999999999,255.76854205560255
0.08669999999999999,255.77156230106675
0.087,255.77156230106675
0.08729999999999999,255.77156230106675
0.0876,255.77156230106675
0.08789999999999999,255.77443326067794
0.08819999999999999,255.77443326067794
0.0885,255.77443326067794
0.08879999999999999,255.77715799900932
0.0891,255.77715799900932
0.0894,255.77715799900932
0.08969999999999999,255.77973761714566
0.09,255.77973761714566
0.09029999999999999,255.77973761714566
0.0906,255.77973761714566
0.0909,255.78217197747745
0.09119999999999999,255.78217197747745
0.0915,255.78217197747745
0.09179999999999999,255.7844603432991
0.0921,255.7844603432991
0.0924,255.7844603432991
0.09269999999999999,255.7866019786793
0.093,255.7866019786793
0.0933,255.7866019786793
0.0936,255.7866019786793
0.0939,255.7885928430161
0.09419999999999999,255.7885928430161
0.0945,255.7885928430161
0.0948,255.7904297463973
0.0951,255.7904297463973
0.0954,255.7904297463973
0.0957,255.79210796157906
0.096,255.79210796157906
0.0963,255.79210796157906
0.0966,255.79210796157906
0.0969,255.7936239851348
0.0972,255.7936239851348
0.0975,255.7936239851348
0.0978,255.79497156705338
0.0981,255.79497156705338
0.0984,255.79497156705338
0.0987,255.79614258449726
0.099,255.79614258449726
0.0993,255.79614258449726
0.09960000000000001,255.79614258449726
0.0999,255.7971272429677
0.1002,255.7971272429677
0.1005,255.7971272429677
0.1008,255.79791318048103
0.10110000000000001,255.79791318048103
0.1014,255.79791318048103
0.1017,255.79848578219207
0.10200000000000001,255.79848578219207
0.1023,255.79848578219207
0.10260000000000001,255.79848578219207
0.1029,255.7988279071335
0.10319999999999999,255.7988279071335
0.1035,255.7988279071335
0.10379999999999999,255.7989181352932
0.10409999999999998,255.7989181352932
0.10439999999999999,255.7989181352932
0.10469999999999999,255.79873030944657
0.105,255.79873030944657
0.10529999999999999,255.79873030944657
0.10559999999999999,255.79873030944657
0.1059,255.79823213382429
0.10619999999999999,255.79823213382429
0.1065,255.79823213382429
0.10679999999999999,255.79738404861178
0.10709999999999999,255.79738404861178
0.1074,255.79738404861178
0.10769999999999999,255.7961363605449
0.108,255.7961363605449
0.1083,255.7961363605449
0.10859999999999999,255.7961363605449
0.1089,255.79442728918423
0.10919999999999999,255.79442728918423
0.1095,255.79442728918423
0.1098,255.79218039410864
0.11009999999999999,255.79218039410864
0.1104,255.79218039410864
0.11069999999999999,255.78930177669588
0.111,255.78930177669588
0.1113,255.78930177669588
0.11159999999999999,255.78930177669588
0.1119,255.78567695418212
0.1122,255.78567695418212
0.11249999999999999,255.78567695418212
0.1128,255.78116842936402
0.11309999999999999,255.78116842936402
0.1134,255.78116842936402
0.1137,255.7756143783355
0.11399999999999999,255.7756143783355
0.1143,255.7756143783355
0.1146,255.7756143783355
0.1149,255.76883694208902
0.1152,255.76883694208902
0.11549999999999999,255.76883694208902
0.1158,255.76064898691254
0.1161,255.76064898691254
0.1164,255.76064898691254
0.1167,255.75084183326442
0.11699999999999999,255.75084183326442
0.1173,255.75084183326442
0.1176,255.75084183326442
0.1179,255.7392056137902
0.1182,255.7392056137902
0.1185,255.7392056137902
0.1188,255.72555296368978
0.1191,255.72555296368978
0.1194,255.72555296368978
0.1197,255.709796572306
0.12,255.709796572306
0.1203,255.709796572306
0.1206,255.709796572306
0.12090000000000001,255.69201475784314
0.1212,255.69201475784314
