time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,SAM_dudt,SAM_velocity,coupled_nekdP,dP_overlap,mFlow_deadend,mFlow_out2,mFlow_out6,p_in,p_inlet_interface,p_out,toNekRS_temperature,toNekRS_velocity,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity,junction7toOverlap:pressure,junction7toOverlap:rho,junction7toOverlap:temperature,junction7toOverlap:velocity
0,0.510972301371,15000000,550,0.235,0.510972301371,15000000,550,0.235,0,0.235,4.25,0,0,0.510972301371,0.510972301371,15000000,15000000,15000000,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235
1,10.040309654882,14999999.995466,549.92141598639,4.6168084042532,0.510972301371,15025751.453718,550,0.235,2.5679551355186,4.6168084042532,4.25,4791.9929328207,-9.5275772161906,0.51350915255407,10.040946196642,15004791.988399,15025751.453718,14999999.995466,549.8928529896,4.6168084034493,14998721.048853,769.01991857048,550.00004769702,4.6183255007845,15018216.595889,767.86746755527,550.67509136159,0.23652119216157,14999165.679278,769.01992822198,550.00004204369,4.6183255158773,15001980.862532,769.24715963275,549.86694213558,4.6168084029658,15004791.99326,769.20292404021,549.89285296051,4.6168084036297
2,4.8456173129277,15025751.453501,549.86541790513,2.2278701783702,10.040946198421,15026172.799108,549.89285298957,4.6168084042669,0.34769191632209,2.2278701783702,4.25,-2603.5978761688,5.1928922317721,10.038491925331,4.8460370102224,15023147.855625,15026172.799108,15025751.453501,549.82639105566,2.2278701785148,14994556.978912,768.78879845984,550.13542539584,4.6183263110847,15013904.987074,768.76215796682,550.1510299602,4.6183263115613,15005124.290913,768.8352303601,550.10822809227,2.2293873861591,15014135.910173,769.36953992837,549.79525835715,2.2278701785204,15023147.855955,769.31638946239,549.82639103425,2.2278701784061
3,0.58633467552677,15026172.798186,549.86448753184,0.26957862261506,4.846037009856,15014945.31733,549.82639105723,2.2278701783541,-2.0999870188384,0.26957862261506,4.25,-2133.220214583,4.2566153284723,4.8458979495864,0.5864126740788,15024039.577972,15014945.31733,15026172.798186,549.80454422117,0.26957862078991,14999559.479585,768.76497980907,550.14937707716,2.2293882276473,15008877.679036,768.77048058228,550.14615502082,2.229388227598,15005954.066308,768.81139286723,550.12219081028,0.27109308188622,15014998.364849,770.37489884141,549.20637331483,0.26957870442664,15024039.579823,769.35368702852,549.8045441311,0.26957862081688
4,2.7675750183436,15014945.320483,549.75036735986,1.2721235508061,0.58641267802011,15015211.340776,549.80454426576,0.26957862262843,-0.19353250310048,1.2721235508061,4.25,1101.6884850841,-2.179873819414,0.58850809536606,2.7688819999947,15016047.008968,15015211.340776,15014945.320483,549.53752768537,1.272123557914,14999526.408289,768.94593305715,550.04338442144,1.2736393044363,15009178.041995,767.77333697237,550.73022798153,0.27109877381406,15002768.921757,768.89499339956,550.07322212618,1.2736393051445,15009406.458262,770.10057042729,549.36706010804,1.2721235550934,15016047.004692,769.80954401881,549.53752768598,1.2721235577429
5,3.990625813125,15015211.340869,549.61507145202,1.8337517736435,2.7688819845298,15020695.253222,549.53752768543,1.272123550809,0.72883938602433,1.8337517736435,4.25,619.88670716621,-1.2211760056417,2.7667629306734,3.9909489357947,15015831.227576,15020695.253222,15015211.340869,549.57856712024,1.8337517736461,14998857.581727,768.6870559934,550.19502064673,1.8352688907582,15012252.675978,768.30391850061,550.41944193124,1.2736410216558,15002128.121811,768.74172087988,550.16300090376,1.8352688907669,15008978.22661,769.56906295022,549.67838852923,1.8337517736478,15015831.227488,769.73948049659,549.57856711948,1.8337517736445
6,2.3481692918819,15020695.248685,549.59890049438,1.0789799297285,3.9909489354681,15019748.73234,549.57856715606,1.8337517736417,-0.21825089121803,1.0789799297285,4.25,-818.9118729569,1.6404221598905,3.9900483606446,2.3481275585055,15019876.336812,15019748.73234,15020695.248685,549.60691339993,1.0789799298318,14999030.877817,768.63681607948,550.22444847937,1.8352688177398,15011517.011307,768.92965767607,550.0529176621,1.8352688181636,15003830.993344,768.66716440971,550.2066720639,1.0804968188716,15011851.688384,769.6937752594,549.605338783,1.0789799319362,15019876.345013,769.69108728724,549.60691325215,1.0789799289748
7,1.4947653850767,15019748.732345,549.60359951942,0.68684939609176,2.3481275582808,15017274.235049,549.60691339995,1.0789799297286,-0.53072806752656,0.68684939609176,4.25,-422.57183826342,0.8522856959399,2.3485621850326,1.4949060767826,15019326.160507,15017274.235049,15019748.732345,549.56116448985,0.68684939609099,14999584.095847,768.72221634685,550.17442560753,1.0804967455313,15010216.040581,768.75285038034,550.15648184249,1.0804967455321,15003724.684499,768.6864644839,550.1953671211,0.6883654138039,15011523.421584,770.06174184045,549.38980380057,0.68684939609339,15019326.160503,769.76919069051,549.56116448985,0.68684939609124
8,2.1572389910331,15017274.235177,549.56584343017,0.99117509599746,1.4949060767754,15018012.389553,549.56116449921,0.68684939610193,0.021930495683337,0.99117509599746,4.25,338.71262771823,-0.66170753840837,1.4954757384138,2.157638648651,15017612.947805,15018012.389553,15017274.235177,549.48231097656,0.99117509599953,14999602.242987,768.77978037084,550.14070770612,0.99269135029996,15010732.788914,768.364697453,550.38384089813,0.6883671024076,15003165.260636,768.74779962306,550.15944030377,0.99269134956506,15010386.78273,769.98416035009,549.43524685443,0.99117509601683,15017612.947173,769.90381131902,549.48231098442,0.99117509507801
9,2.2681090897533,15018012.393241,549.51386999916,1.0419958782773,2.1576386486262,15019321.038609,549.48231099414,0.99117509602677,0.15113198273627,1.0419958782773,4.25,61.59469859302,-0.11050236370986,2.1570670631912,2.2683284688421,15018073.98794,15019321.038609,15018012.393241,549.47025389529,1.0419958782513,14999601.955194,768.6343030905,550.22592045281,1.0435124437323,15011462.316942,768.52375634344,550.29067277656,0.99269192434887,15003253.270375,768.68315789575,550.19730394215,1.0435124442616,15010661.108882,769.87815837966,549.49733709309,1.0419958810268,15018073.983417,769.92439545195,549.47025390924,1.0419958793578
