time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,NekRS_pressureDrop,fromNekRS_temperature,fromNekRS_velocity,mFlow_deadend,mFlow_out2,mFlow_out6,p_inlet_interface,p_outlet_interface,toNekRS_temperature,toNekRS_velocity,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity
0,0.50502848368709,15018886.980478,546.8045389865,0.23063031976154,0.50502823784252,15018873.703443,546.80453881717,0.23063020740612,13.277,546.8045389865,0.23063031976154,-2.4431293426773e-07,0.50502823939494,0.50502848284962,15018886.980443,15018873.703443,546.80453973875,0.23063031976153,14999979.268191,769.45075977856,549.74768414828,0.23213625140079,15011301.978005,769.45076231798,549.74768266082,0.23213625140045,15003744.031834,769.45075958218,549.74768426331,0.2321363637616,15011303.320269,774.47536772724,546.80453973875,0.23063031976094
0.0001,0.50532355812673,15018886.980344,546.80453865838,0.23076507063257,0.51273128007806,15089232.297936,546.80453898592,0.23414793995909,11.740869556118,546.8045389865,0.23414793995922,0.0073555346224803,0.51268130561844,0.50532355728049,15089244.038805,15089232.297936,546.80453941946,0.23076507063327,15002580.938315,769.45075950728,549.74768430718,0.2356539837028,15054504.805944,769.45076203153,549.74768282861,0.23565398369789,15005827.883926,769.45075931577,549.74768441936,0.23227111463534,15012346.939116,774.47536827542,546.80453941765,0.23076507063209
0.0002,0.49737368237139,15089244.043884,546.80453731792,0.22713461654064,0.5054816986699,14955351.958036,546.80453898592,0.23083728851604,-36085.128031774,546.8045389865,0.23083728850852,0.0080508689077174,0.50547875716762,0.49737368574238,14919266.830005,14955351.958036,546.8045388582,0.22713461885126,15000225.230545,769.45075939953,549.7476843703,0.23234333208313,14973337.217564,769.45076096267,549.74768345469,0.23234333205749,15017958.053573,769.45075862081,549.74768482643,0.228640663171,15053543.251505,774.4753692006,546.80453887573,0.22713461989684
0.0003,0.50793338037025,14919266.822148,546.80455394847,0.2319569006103,0.49755626457163,14942667.655524,546.80453898592,0.22721799681395,-39450.631881415,546.8045389865,0.22721799682782,-0.010304074527531,0.49760473904945,0.50793338054225,14903217.023642,14942667.655524,546.80455491032,0.23195690118066,14993485.505241,769.45073495092,549.74769869097,0.23346295549961,14963035.730108,769.45076043478,549.7476837639,0.22872403794994,14978697.644804,769.45073386418,549.74769932753,0.23346294522586,14949030.637754,774.47534190026,546.8045548668,0.23195690166271
0.0004,0.52094770505293,14903217.025755,546.80455496343,0.23790012624568,0.50802496207861,15110062.730346,546.80453898535,0.23199871538994,52136.322509106,546.8045389865,0.2319987154039,-0.012831759382906,0.50800551959161,0.52094771019582,15162199.052855,15110062.730346,546.80455494004,0.23790012858201,14999083.731449,769.45073211306,549.74770035324,0.23940617568105,15065585.559589,769.45076059775,549.74768366845,0.23350475870151,14979983.089782,769.45073155155,549.74770068214,0.23940617267505,14941662.529195,774.47534165016,546.8045550133,0.2379001270818
0.0005,0.50581668009004,15162199.067746,546.80453829594,0.23099026344143,0.52099486871083,15142828.954671,546.80453898535,0.23792165599721,64586.653659136,546.8045389865,0.23792165600163,0.015071228163037,0.52089127987178,0.50581668017929,15207415.60833,15142828.954671,546.80453910395,0.23099026389361,15009849.395314,769.45075753373,549.74768546318,0.23942769445917,15089533.943654,769.45075975064,549.74768416463,0.23942769976768,15040199.369782,769.45075845023,549.74768492635,0.2324963114243,15101100.244971,774.47536891137,546.80453904515,0.23099026273811
0.0006,0.4846839224313,15207415.598337,546.80454148225,0.22133961200067,0.50599893870945,14889124.377025,546.80453898419,0.23107349546104,-74649.99615258,546.8045389865,0.23107349547614,0.021164814394134,0.50599263292102,0.4846839236237,14814474.380873,14889124.377025,546.80454115517,0.22133961238561,15002134.996572,769.45075726719,549.7476856193,0.23257953466668,14934417.90088,769.4507598621,549.74768409935,0.23257953417098,15043030.385213,769.45075633037,549.74768616804,0.22284565777301,15125089.590572,774.47536524245,546.80454119421,0.22133961498543
0.0007,0.5061681813121,14814474.373373,546.80456759143,0.23115079770912,0.48494693205285,14818757.035115,546.80453898419,0.22145971884519,-104816.33964927,546.8045389865,0.22145971884182,-0.021071858340012,0.485077210544,0.50616818659488,14713940.695466,14818757.035115,546.80456896327,0.2311508008206,14985036.912413,769.45070887238,549.74771396638,0.23265685260733,14885400.529543,769.45075887934,549.74768467499,0.2229657606304,14951055.446594,769.45070771301,549.74771464547,0.23265684367696,14882875.966101,774.47531804285,546.80456884119,0.23115079462892
0.0008,0.5402365290176,14713940.614954,546.80457683265,0.24670872604866,0.50622821976202,15201573.352243,546.80453898419,0.23117820076812,105977.52025301,546.8045389865,0.23117820076105,-0.033768858669548,0.50622042878221,0.54023654249758,15307550.872496,15201573.352243,546.80457828387,0.24670873299376,14995484.475497,769.45068543492,549.74772769478,0.24821478385148,15118978.495799,769.45075690493,549.7476858315,0.23268424241792,14939393.187393,769.45069303328,549.74772324407,0.24821478288515,14826850.173244,774.4753016881,546.80457842092,0.24670873158499
0.0009,0.5100582199556,15307550.859903,546.80454111357,0.23292724017883,0.54016282024135,15339885.867127,546.80453898419,0.24667504502996,168960.35686034,546.8045389865,0.2466750450429,0.029892334453147,0.53993487240692,0.51005824148794,15508846.223987,15339885.867127,546.80454063541,0.23292724976645,15022498.251185,769.45075678642,549.74768590092,0.24818107895665,15212683.332394,769.45075824367,549.74768504734,0.24818108829449,15079286.096024,769.45075284698,549.74768820843,0.23443330867398,15193233.134595,774.4753655194,546.80454103198,0.2329272538889
