time,dP,inlet_P,inlet_T,inlet_V,outlet_P,outlet_T,outlet_V
0,11.740869556118,-3285.9628457192,546.80453973875,0.23063031976153,-3297.7037152753,546.8045389865,0.23414793995922
0.0001,-36085.128031774,-36085.128031774,546.80453941946,0.23076507063327,0,546.8045389865,0.23083728850852
0.0002,-39450.631881415,-39450.631881415,546.8045388582,0.22713461885126,0,546.8045389865,0.22721799682782
0.0003,52136.322509106,52136.322509106,546.80455491032,0.23195690118066,0,546.8045389865,0.2319987154039
0.0004,64586.653659136,64586.653659136,546.80455494004,0.23790012858201,0,546.8045389865,0.23792165600163
0.0005,-74649.99615258,-74649.99615258,546.80453910395,0.23099026389361,0,546.8045389865,0.23107349547614
0.0006,-104816.33964927,-104816.33964927,546.80454115517,0.22133961238561,0,546.8045389865,0.22145971884182
0.0007,105977.52025301,105977.52025301,546.80456896327,0.2311508008206,0,546.8045389865,0.23117820076105
0.0008,168960.35686034,168960.35686034,546.80457828387,0.24670873299376,0,546.8045389865,0.2466750450429
0.0009,-148762.77106444,-148762.77106444,546.80454063541,0.23292724976645,0,546.8045389865,0.23302817846953
0.001,-270552.03954014,-270552.03954014,546.8045485041,0.20800554011996,0,546.8045389865,0.20821676637639
0.0011,206257.06055369,206257.06055369,546.8045797303,0.2271220525337,0,546.8045389865,0.22712989168695
0.0012,430687.64772271,430687.64772271,546.80462990342,0.2668013516279,0,546.8045389865,0.26663692683717
0.0013,-281407.9155497,-281407.9155497,546.80453737519,0.24069802091493,0,546.8045389865,0.240818806838
0.0014,-681931.96655311,-681931.96655311,546.80455230444,0.17785483049793,0,546.8045389865,0.17829616110835
0.0015,376622.71553424,376622.71553424,546.80464307061,0.21282057254391,0,546.8045389865,0.21281788537424
0.0016,1073941.7697995,1073941.7697995,546.80475811025,0.31180716433206,0,546.8045389865,0.31134339097221
0.0017,-490787.19329799,-490787.19329799,546.80457730882,0.26618250694443,0,546.8045389865,0.26630336715078
0.0018,-1683784.0238217,-1683784.0238217,546.80455565947,0.11095230421815,0,546.8045389865,0.11285203678903
0.0019,617928.86259801,617928.86259801,546.80475832887,0.16849694568634,0,546.8045389865,0.16857587384554
0.002,2616428.5888722,2616428.5888722,546.80490640262,0.40975098304564,0,546.8045389865,0.40862376770349
0.0021,-727233.7941144,-727233.7941144,546.80459079102,0.34182820298593,0,546.8045389865,0.34185795228403
