time,Branch_in:massflow,Branch_in:pressure,Branch_in:temperature,Branch_in:velocity,Branch_out:massflow,Branch_out:pressure,Branch_out:temperature,Branch_out:velocity,NekRS_pressureDrop,fromNekRS_velocity,mFlow_pipe1out,mFlow_pipe2out,mFlow_pipe4out,mFlow_pipe5out,p_outlet_interface,p_pipe1in,p_pipe1out,p_pipe2in,p_pipe2out,p_pipe4in,p_pipe4out,p_pipe5in,pres_inlet_interface,temp_interface,toNekRS_velocity,vel_pipe5out,branch1:pressure,branch1:rho,branch1:temperature,branch1:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
0,0.58494454563403,20.383115877445,0.99999999830198,0.074659562866267,0.58494376903412,-1.8618915624107,1,0.074659463744717,22.245,0,0.58494454563403,0.58494454563403,0.58494376903412,-7.7659991832756e-07,-1.8618915624107,-2.7802274315576,-3.6985557770036,21.3014442229,20.383115877445,-1.8618915624107,-2.780219816756,1.7595410727835e-07,20.383108437589,1,0.074659562866267,-9.9121550678737e-08,-2.7802274315551,997.561,0.99999999967664,0.074659562866263,21.301444222902,25,997.561,0.99999999899582,0.07465956286627
0.01,0.63653164976166,20.383107436971,0.99999989131794,0.081243897522352,1.6620012308017,15011.248909814,1,0.21212999813573,7.6713128848925,0.21212999810534,0.6365316497295,0.63653164976166,1.6620012307687,1.0254695811488,15011.248909814,1311.1673940959,653.27525050483,678.27525384723,20.383107436971,15011.248909814,1292.0149314237,1305.9149373291,15018.920222698,1,0.081243897522352,0.13088610062726,1292.0149389232,997.561,1.0000000081533,0.21212999813255,678.27525108142,25,997.561,0.9999998538104,0.081243897513372
0.02,0.02846094574278,15018.921217035,1.4636132284336,0.0036326208762462,0.66605420143012,-13173.699342657,1,0.085012016771801,-13090.89079649,0.085012017029078,0.02846094569984,0.02846094574278,0.66605420064247,0.63759325517961,-13173.699342657,-490.45584322982,7251.732142793,7276.7322261933,15018.921217035,-13173.699342657,-494.05782932133,-493.75310920249,-26264.590139148,1,0.0036326208762462,0.08137939583075,-494.05783966602,997.561,1.0000000011918,0.085012017330347,7276.7314968162,25,997.561,0.99308145897014,0.0036326208761761
0.03,0.98937525752989,-26264.590139368,0.99289488605173,0.12627919140235,0.20350858613647,-7697.0526982938,1,0.025974876069683,-7802.5909666917,0.025974876069683,0.98937525752987,0.98937525752989,0.20350858613647,-0.78586667139334,-7697.0526982938,-1815.4950839815,-14052.542632022,-14027.542631993,-26264.590139368,-7697.0526982938,-1807.8778375377,-1812.5595211851,-15499.643664985,1,0.12627919140235,-0.10030431533266,-1815.4950839643,997.561,1.0007900312756,0.12627919140236,-14027.542631918,25,997.561,0.99933995280695,0.12627919140236
0.04,1.6057973116556,-15499.643664986,0.99272299530556,0.20495639498627,0.97781310534395,10057.363668797,1,0.12480345283117,12100.263607148,0.12480345283117,1.6057973116555,1.6057973116556,0.97781310534395,-0.62798420631149,10057.363668797,183.17033158485,-7670.7366566884,-7645.7366766622,-15499.643664986,10057.363668797,196.35372670421,200.91826914667,22157.627275945,1,0.20495639498627,-0.080152942155082,183.17033776921,997.561,0.99983821046746,0.20495639498626,-7645.7366703639,25,997.561,0.99312705462688,0.20495639498626
0.05,0.807253905108,22157.627275945,0.9997021082143,0.10303408096937,1.5939453096393,9635.9073280533,1,0.20344366134984,7908.5266583283,0.20344366134984,0.80725390510798,0.807253905108,1.5939453096393,0.78669140453128,9635.9073280533,1801.1091705312,11966.868223282,11991.868223281,22157.627275945,9635.9073280533,1785.7600687418,1801.3755296809,17544.433986382,1,0.10303408096937,0.10040958038047,1785.7600705904,997.561,0.99999984315848,0.20344366134984,11991.868223071,25,997.561,0.99990202721399,0.10303408096937
0.06,0.11515242245598,17544.433950201,0.99951845492099,0.014697512076527,0.81645466003086,-10007.689515604,1,0.10420842193162,-10055.990224984,0.1042084219565,0.1151524222474,0.11515242245598,0.81645466062399,0.70130223738518,-10007.689515604,-104.70614247356,8707.3637957538,8732.3638549192,17544.433950201,-10007.689515604,-110.01488225248,-108.59475250429,-20063.679740588,1,0.014697512076527,0.089510909830879,-110.01487445257,997.561,1.0000000158754,0.10420842200733,8732.3637882967,25,997.561,0.99978312223615,0.014697512060512
0.07,0.83901132132535,-20063.679745098,0.98711420618001,0.10708744778892,0.24490853344545,-8924.0278209733,1,0.031258970077987,-8850.3863683276,0.031258970078814,0.83901132137283,0.83901132132535,0.24490853345396,-0.594102787784,-8924.0278209733,-1652.3076110461,-10870.493612311,-10845.493600584,-20063.679745098,-8924.0278209733,-1647.0751036804,-1649.455577973,-17774.414189301,1,0.10708744778892,-0.075828477698696,-1652.3076095737,997.561,0.99996393973744,0.10708744779139,-10845.493612895,25,997.561,0.9801966207789,0.10708744779556
0.08,1.5317236190769,-17774.414129706,1.0043344885843,0.19550197824011,0.83196377923696,7340.0241392379,1,0.10618793275707,9099.3782791668,0.10618793274442,1.5317236188623,1.5317236190769,0.8319637792867,-0.69975984017477,7340.0241392379,-149.73758226983,-8974.5758846301,-8949.5758699033,-17774.414129706,7340.0241392379,-136.29786928182,-134.65229034716,16439.402418405,1,0.19550197824011,-0.089314045525785,-149.73758800967,997.561,0.99999959794498,0.19550197823795,-8949.5758692022,25,997.561,0.99893075549514,0.19550197817491
0.09,0.95024560444788,16439.402426028,1.0041605399512,0.12128486704115,1.5197591693545,10362.212728975,1,0.19397489230884,8852.551193656,0.19397489231977,0.95024560458346,0.95024560444788,1.5197591694473,0.56951356476603,10362.212728975,1611.4760838939,9012.9392259586,9037.9392195923,16439.402426028,10362.212728975,1600.0459137769,1616.1771571867,19214.763922631,1,0.12128486704115,0.07269002524975,1600.04591617,997.561,0.99999999610278,0.19397489227487,9037.9392258274,25,997.561,0.99999312110928,0.12128486704521
