time,dP,inlet_P,inlet_V,outlet_P,outlet_V
0,7.6713128848925,4.449913001598,0.074659562866267,-3.2213998832945,0.21212999810534
0.01,-13090.89079649,-13090.89079649,0.081243897522352,0,0.085012017029078
0.02,-7802.5909666917,-7802.5909666917,0.0036326208762462,0,0.025974876069683
0.03,12100.263607148,12100.263607148,0.12627919140235,0,0.12480345283117
0.04,7908.5266583283,7908.5266583283,0.20495639498627,0,0.20344366134984
0.05,-10055.990224984,-10055.990224984,0.10303408096937,0,0.1042084219565
0.06,-8850.3863683276,-8850.3863683276,0.014697512076527,0,0.031258970078814
0.07,9099.3782791668,9099.3782791668,0.10708744778892,0,0.10618793274442
0.08,8852.551193656,8852.551193656,0.19550197824011,0,0.19397489231977
0.09,-7296.5515109062,-7296.5515109062,0.12128486704115,0,0.1212278593369
0.1,-9492.8860826086,-9492.8860826086,0.026236611834303,0,0.03813164353294
0.11,6331.1200915558,6331.1200915558,0.090785900093726,0,0.09069293122963
0.12,9427.6572297614,9427.6572297614,0.18521495492921,0,0.18369672331192
0.13,-4765.7315771318,-4765.7315771318,0.13643449210131,0,0.13612688617318
0.14,-9776.0074082374,-9776.0074082374,0.038317003409867,0,0.046461129905086
0.15,3776.4104045366,3776.4104045366,0.077148037893314,0,0.077941092011075
0.16,9663.53025,9663.53025,0.17416114470851,0,0.17267695637312
0.17,-2438.0033114041,-2438.0033114041,0.1488027590093,0,0.14827322796093
0.18,-9738.9670830356,-9738.9670830356,0.050862820905747,0,0.056029229827943
0.19,1459.3515730179,1459.3515730179,0.066343738747667,0,0.068157795486652
0.2,9561.0402659947,9561.0402659947,0.16251356266357,0,0.16108881807412
0.21,-347.90898838422,-347.90898838422,0.15821294484631,0,0.15749278214791
0.22,-9382.8523665478,-9382.8523665478,0.063688254559565,0,0.066605363827591
0.23,-586.00315970989,-586.00315970989,0.05853039942485,0,0.06134630938042
0.24,9126.7347416685,9126.7347416685,0.15049219587576,0,0.14915045944174
0.25,1477.6349654561,1477.6349654561,0.16461246444904,0,0.16373485430515
0.26,-8724.4338175938,-8724.4338175938,0.076572385563907,0,0.0779106962987
0.27,-2335.0082074955,-2335.0082074955,0.053736950338697,0,0.057249798555475
0.28,8381.9896270856,8381.9896270856,0.13833911643396,0,0.13710138207715
0.29,3029.2205995235,3029.2205995235,0.16814671986241,0,0.1671435336347
0.3,-7800.3390734091,-7800.3390734091,0.089290986945187,0,0.089626446387381
0.31,-3782.5683340953,-3782.5683340953,0.051793692941994,0,0.055572171159168
0.32,7368.7220857844,7368.7220857844,0.12630637139252,0,0.12519014333886
0.33,4308.0279876979,4308.0279876979,0.16907622161357,0,0.16797714038112
0.34,-6658.4216137191,-6658.4216137191,0.10162148281579,0,0.10161731116682
0.35,-4934.3683667009,-4934.3683667009,0.052424819686425,0,0.056027541127556
0.36,6129.1658843242,6129.1658843242,0.11454390147918,0,0.11356399178461
0.37,5328.8347575706,5328.8347575706,0.16769651818641,0,0.16652801856355
0.38,-5339.5489247601,-5339.5489247601,0.1134459495704,0,0.11327838597508
0.39,-5811.5518864004,-5811.5518864004,0.055302774874577,0,0.058372867747754
0.4,4729.9137207389,4729.9137207389,0.10339696501764,0,0.10256325294613
0.41,6089.2437886774,6089.2437886774,0.1643227871277,0,0.16310999230058
0.42,-3905.749283876,-3905.749283876,0.12445474167623,0,0.1241270783156
0.43,-6418.884912021,-6418.884912021,0.060074976659621,0,0.062397558117809
0.44,3242.8382357978,3242.8382357978,0.09323746352075,0,0.092564776311564
0.45,6584.0687116249,6584.0687116249,0.15926858865198,0,0.1580359408844
0.46,-2422.1295915441,-2422.1295915441,0.13430595238083,0,0.13382199364245
0.47,-6757.3293587087,-6757.3293587087,0.06639511221806,0,0.067932687214445
0.48,1733.6167343502,1733.6167343502,0.084380747517237,0,0.084011004040231
0.49,6811.2698124664,6811.2698124664,0.15282328685133,0,0.15159470107498
0.5,-952.36899497453,-952.36899497453,0.14264764453587,0,0.14201604948931
0.51,-6824.4974152214,-6824.4974152214,0.073940543727701,0,0.07486810624487
0.52,266.7609019882,266.7609019882,0.077153822129604,0,0.077290665932759
0.53,6763.3130546478,6763.3130546478,0.14523256964355,0,0.14403221574464
0.54,445.94181734661,445.94181734661,0.14914618024546,0,0.14838070294739
0.55,-6615.2801492404,-6615.2801492404,0.082433695238165,0,0.082762033788774
0.56,-1100.8192268568,-1100.8192268568,0.071851987288305,0,0.072410090823992
0.57,6448.9100281881,6448.9100281881,0.13687491144923,0,0.13572520374074
0.58,1724.7259039881,1724.7259039881,0.15369510366932,0,0.1528129371534
0.59,-6157.8952794021,-6157.8952794021,0.091487334184959,0,0.091475845602803
0.6,-2323.1757023309,-2323.1757023309,0.068553344848055,0,0.069400002290615
0.61,5886.6825524471,5886.6825524471,0.1280120418993,0,0.12693364521779
0.62,2855.4265232505,2855.4265232505,0.1562673807601,0,0.1552876335933
0.63,-5475.9187946298,-5475.9187946298,0.10083894228022,0,0.10070058117079
0.64,-3374.6515234117,-3374.6515234117,0.067255859082177,0,0.068240914367626
0.65,5105.3842407247,5105.3842407247,0.11892946958967,0,0.11794014821328
0.66,3813.7950401678,3813.7950401678,0.15690197954992,0,0.15584531550006
0.67,-4601.0826267221,-4601.0826267221,0.11020959827079,0,0.1099599836946
0.68,-4235.4396225958,-4235.4396225958,0.067882831662697,0,0.068857700738265
0.69,4149.9473716925,4149.9473716925,0.11000159307961,0,0.10911446566988
