time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,SAM_dudt,SAM_velocity,coupled_nekdP,dP_overlap,mFlow_deadend,mFlow_out2,mFlow_out6,p_in,p_inlet_interface,p_out,toNekRS_temperature,toNekRS_velocity,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity,junction7toOverlap:pressure,junction7toOverlap:rho,junction7toOverlap:temperature,junction7toOverlap:velocity
0,0.510972301371,15000000,550,0.235,0.510972301371,15000000,550,0.235,0,0.235,8.5,0,0,0.510972301371,0.510972301371,15000000,15000000,15000000,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235,15000000,769.02,550,0.235
1,10.03772097921,15000000.001303,549.92140538975,4.6156179519666,0.510972301371,15025747.609263,550,0.235,2.5672575756069,4.6156179519666,8.5,4796.7281733193,-9.5249889167727,0.51350831997096,10.038357635007,15004796.729477,15025747.609263,15000000.001303,549.89283007115,4.6156179528372,14998721.421845,769.01993334022,550.00003904571,4.6171350663217,15018212.735884,767.86701606444,550.67535582057,0.23652094739154,14999167.320154,769.0199335713,550.00003891035,4.6171350683894,15001984.051883,769.24722009707,549.86690671884,4.6156179551031,15004796.728697,769.2029631337,549.89283006165,4.6156179529126
2,4.8432814390199,15025747.609232,549.8653845159,2.2267960482731,10.038357633161,15026172.346778,549.89283004638,4.6156179517348,0.34728554460939,2.2267960482731,8.5,-2597.4361584447,5.192639518098,10.035904232104,4.8437013997087,15023150.173073,15026172.346778,15025747.609232,549.82631432632,2.2267960483656,14994560.886742,768.78875214869,550.13545252241,4.6171360608292,15013906.083723,768.76211664882,550.15105416205,4.6171360603518,15005126.141417,768.83521671956,550.10823608217,2.2283132559329,15014137.993069,769.36974169667,549.79514017216,2.2267960484164,15023150.172763,769.31652049111,549.82631428469,2.2267960483199
3,0.58175431473618,15026172.347095,549.86410786152,0.26747248843872,4.843701399541,15014948.032855,549.82631430971,2.2267960482065,-2.100545438831,0.26747248843872,8.5,-2128.3120437544,4.2588581402917,4.8435623801578,0.58182998025094,15024044.035051,15014948.032855,15026172.347095,549.80549986758,0.26747248680041,14999562.983738,768.76492348602,550.14941006817,2.228314052458,15008880.62609,768.77037036678,550.14621957911,2.2283140519753,15005956.669404,768.81144336796,550.12216122968,0.26898693881276,15015001.903091,770.37833093969,549.20436297672,0.26747257404556,15024044.036316,769.35205539248,549.80549985551,0.26747248666755
4,2.7599275425734,15014948.032994,549.7509214688,1.2686099269895,0.58182998381683,15015208.401571,549.80549986469,0.26747248843796,-0.19476845270498,1.2686099269895,8.5,1106.1843223218,-2.1768131705493,0.58393424777131,2.7612357710533,15016054.217317,15015208.401571,15014948.032994,549.53728611421,1.2686099268472,14999528.810409,768.94589066896,550.04340925015,1.2701256526817,15009176.046814,767.77010774406,550.73211948936,0.26899294291154,15002772.602786,768.8949452149,550.07325035016,1.2701256527049,15009411.906475,770.10435475578,549.36484345246,1.2686099270727,15016054.217096,769.80995643473,549.53728611498,1.2686099268555
5,3.985024561961,15015208.401534,549.61461498056,1.8311760615545,2.7612357713561,15020694.07729,549.53728611539,1.2686099269897,0.72882746782813,1.8311760615545,8.5,626.9480401706,-1.2232153265929,2.7591148834626,3.9853545262903,15015835.349574,15020694.07729,15015208.401534,549.57728529019,1.8311760615657,14998861.428193,768.68732719665,550.19486179049,1.8326931746226,15012253.276572,768.29964916541,550.42194267759,1.270127406844,15002132.358739,768.74196307579,550.16285903845,1.8326931746218,15008982.398665,769.57113935328,549.67717228428,1.831176061573,15015835.349603,769.7416688655,549.57728529097,1.8311760615568
6,2.3419876464776,15020694.080025,549.59790769798,1.0761371041219,3.9853545262324,15019752.321061,549.57728531984,1.8311760616595,-0.2180339784429,1.0761371041219,8.5,-813.1661243625,1.6409963368496,3.9844425125515,2.3419481894134,15019880.913901,15019752.321061,15020694.080025,549.60550344593,1.0761371039488,14999034.747975,768.63532608761,550.22532123627,1.8326914508428,15011520.545497,768.92919155872,550.05319068851,1.8326914545543,15003834.186586,768.66642541764,550.20710492561,1.0776539859129,15011855.568029,769.69593342824,549.60407464406,1.076137104764,15019880.908298,769.69349412503,549.60550345636,1.0761371035809
7,1.4849962223495,15019752.310037,549.60250943343,0.68235878524042,2.3419481897883,15017275.208853,549.60550340784,1.0761371040301,-0.53180006935812,0.68235878524042,8.5,-418.33455126919,0.85586149224865,2.3423810584812,1.4851365354713,15019333.975486,15017275.208853,15019752.310037,549.55991222329,0.68235878848718,14999587.036414,768.72135728892,550.17492879734,1.077652043941,15010217.6523,768.75353541046,550.15608058878,1.0776520521176,15003728.891006,768.68515015502,550.19613698409,0.68387481369518,15011529.405569,770.06618130954,549.38720339896,0.68235878582508,15019333.978217,769.77132882703,549.55991208477,0.68235878886492
8,2.1466634121008,15017275.208711,549.5647817866,0.98631366878463,1.485136528424,15018009.824758,549.55991221173,0.68235878523177,0.021056780157985,0.98631366878463,8.5,344.34364574961,-0.66090133528798,1.4857144727112,2.1470665561954,15017619.552357,15018009.824758,15017275.208711,549.4801053129,0.98631366879145,14999605.763557,768.77974537984,550.14072820196,0.98782991174965,15010732.025089,768.36194557883,550.38545279763,0.68387644441528,15003169.731887,768.74750805648,550.15961108775,0.9878299123005,15010392.306253,769.98997583981,549.43184045413,0.98631366899339,15017619.553491,769.90757689014,549.48010531589,0.98631366982099
9,2.2589617843249,15018009.823471,549.51212210677,1.0377894764217,2.1470665561491,15019321.622628,549.48010532162,0.98631366878928,0.15136798518607,1.0377894764217,8.5,68.345490980893,-0.11192626938633,2.1464935465517,2.259185689087,15018078.168962,15019321.622628,15018009.823471,549.46742572254,1.0377894762335,14999605.267557,768.63383558327,550.22619429334,1.0393060335611,15011463.942445,768.52004876256,550.29284447753,0.98783071055439,15003257.060342,768.68293894413,550.1974321922,1.0393060340071,15010665.077497,769.88301770024,549.4944907651,1.0377894763518,15018078.169563,769.92922371194,549.46742577488,1.0377894761796
