time,dP,inlet_P,inlet_V,outlet_P,outlet_V
0,7.6713128848925,4.449913001598,0.31999912248309,-3.2213998832945,0.21212999810534
0.005,20143.888354999,20143.888354999,0.3148801218507,0,0.31239925993604
0.01,12226.684612727,12226.684612727,0.37574615450966,0,0.37318427762585
0.015,-18699.17640109,-18699.17640109,0.28095595378014,0,0.27994079336274
0.02,-13980.080191406,-13980.080191406,0.21108435348432,0,0.21026800596145
0.025,17140.626319354,17140.626319354,0.29789220943484,0,0.29558915743828
0.03,15595.229411466,15595.229411466,0.37580716994351,0,0.37315926953645
0.035,-15394.621583245,-15394.621583245,0.29759407969375,0,0.29637767609288
0.04,-16983.924915625,-16983.924915625,0.21246882955909,0,0.2117413635215
0.045,13560.917234921,13560.917234921,0.28134663734373,0,0.27924268053102
0.05,18211.577754405,18211.577754405,0.37257725435382,0,0.36985651515859
0.055,-11586.774062404,-11586.774062404,0.31346664371103,0,0.31204031306393
0.06,-19192.728791237,-19192.728791237,0.21707686551791,0,0.21639834506428
0.065,9563.1825375266,9563.1825375266,0.26588856710629,0,0.26399534735545
0.07,19998.11334832,19998.11334832,0.36626699176206,0,0.36351824806558
0.075,-7447.829764766,-7447.829764766,0.32795574987428,0,0.32631760990494
0.08,-20545.993002435,-20545.993002435,0.22460123974525,0,0.22392956456362
0.085,5324.2352418601,5324.2352418601,0.25209991319828,0,0.25041866931801
0.09,20912.490687659,20912.490687659,0.35723883263114,0,0.35450546172349
0.095,-3156.9188246656,-3156.9188246656,0.34052252860326,0,0.33867814682316
0.1,-21020.004526112,-21020.004526112,0.23462896511115,0,0.2339224904939
0.105,1023.8720735229,1023.8720735229,0.24047311267647,0,0.2389957861859
0.11,20949.143128625,20949.143128625,0.34595096680922,0,0.34327383756542
0.115,1107.160389094,1107.160389094,0.35072451215505,0,0.34868713762383
0.12,-20627.369171274,-20627.369171274,0.24666040721628,0,0.24588013154919
0.125,-3161.9956394139,-3161.9956394139,0.23139561757329,0,0.23010602067398
0.13,20138.199539271,20138.199539271,0.33293658085646,0,0.33035290585159
0.135,5173.0567899167,5173.0567899167,0.3582305672025,0,0.35602072569125
0.14,-19415.200403613,-19415.200403613,0.26013305190995,0,0.25924439757424
0.145,-7068.3869145004,-7068.3869145004,0.22513815533708,0,0.22401300263572
0.15,18542.974144954,18542.974144954,0.31877968254695,0,0.31632171403344
0.155,8883.5572165906,8883.5572165906,0.36283042991276,0,0.36047484925413
0.16,-17461.797650375,-17461.797650375,0.27444755949735,0,0.27342161614581
0.165,-10547.543521657,-10547.543521657,0.22184895873396,0,0.22085904407826
0.17,16256.137288314,16256.137288314,0.3040902748479,0,0.30178409514771
0.175,12101.426461945,12101.426461945,0.36443943273637,0,0.36196964542617
0.18,-14873.081834411,-14873.081834411,0.28899025450006,0,0.28780470623018
0.185,-13474.329744985,-13474.329744985,0.22154893644165,0,0.22066044027722
0.19,13395.19399972,13395.19399972,0.28947693482337,0,0.28734156358148
0.195,14714.325302004,14714.325302004,0.36309600259832,0,0.3605469182693
0.2,-11776.438127743,-11776.438127743,0.30316150754357,0,0.30180131860531
0.205,-15750.461579946,-15750.461579946,0.22413848681142,0,0.22331464517607
0.21,10096.534407572,10096.534407572,0.27552383571035,0,0.27357078477036
0.215,16638.415478865,16638.415478865,0.35895706757647,0,0.35636560533538
0.22,-8315.2932924417,-8315.2932924417,0.3163983587589,0,0.31485618070349
0.225,-17307.504440142,-17307.504440142,0.22940479619077,0,0.22860762658683
0.23,6509.1276694434,6509.1276694434,0.26276640136948,0,0.26099951090843
0.235,17820.723560633,17820.723560633,0.3522858585136,0,0.34968942632839
0.24,-4642.5549626853,-4642.5549626853,0.32819531565735,0,0.32647148000583
0.245,-18108.520218419,-18108.520218419,0.2370340917885,0,0.23622594988668
0.25,2788.737229201,2788.737229201,0.25167448753457,0,0.25008994328501
0.255,18240.220935383,18240.220935383,0.34344072958747,0,0.34087567275905
0.26,-914.38423710603,-914.38423710603,0.33812451432409,0,0.33622667038889
0.265,-18148.496413785,-18148.496413785,0.24662938089486,0,0.24577448001697
0.27,-909.53124476255,-909.53124476255,0.24263259433673,0,0.24121936857004
0.275,17907.504882177,17907.504882177,0.33285405590267,0,0.33035422171509
0.28,2716.516191365,2716.516191365,0.34584844440601,0,0.34379102339132
0.285,-17453.32593904,-17453.32593904,0.25772809175952,0,0.25679390630431
0.29,-4436.9780311136,-4436.9780311136,0.23592852657775,0,0.23466902396202
0.295,16863.210072326,16863.210072326,0.32101308886517,0,0.31860858601904
0.3,6106.8583227786,6106.8583227786,0.35113087873669,0,0.34893422675489
0.305,-16077.456187847,-16077.456187847,0.26982464196379,0,0.26878314941081
0.31,-7657.165244133,-7657.165244133,0.23174634738655,0,0.23061739125075
0.315,15175.182397571,15175.182397571,0.30843888382632,0,0.30615504714353
0.32,9128.2028769747,9128.2028769747,0.35384326220636,0,0.35153272485426
0.325,-14101.363481972,-14101.363481972,0.28238936214578,0,0.2812181106367
0.33,-10451.060447098,-10451.060447098,0.23015927946445,0,0.22913329929403
0.335,12935.064554402,12935.064554402,0.29566218996614,0,0.29351874647935
0.34,11671.719801358,11671.719801358,0.35396469662888,0,0.35156934726117
0.345,-11626.481056576,-11626.481056576,0.2948939153469,0,0.29357664054141
0.35,-12721.178638652,-12721.178638652,0.23113403073985,0,0.23018023544322
0.355,10253.415062399,10253.415062399,0.28320333691312,0,0.28121366767015
0.36,13651.824519332,13651.824519332,0.35158032791144,0,0.34913166336081
