time,SAM_dudt,coupled_nekdP,dP,inlet_P,inlet_T,inlet_V,nekRS_accelGradPres,nekRS_posGradPres,outlet_P,outlet_T,outlet_V
0,0,8.2682138631569,11.740869556118,-3285.9628457192,0,0,0,8.2682138631569,-3297.7037152753,548.06507512203,0.23414793995922
0.01,0.00072510170395779,7.8275439593382,11.906935527304,11.906935527304,548.06464635836,0.2287337947459,0.55761771237762,8.3851616717158,0,548.06507512203,0.22880145804666
0.02,0.00071955985281313,7.8950644078812,11.996762861147,11.996762861147,548.06384560337,0.22874099907325,0.55335591801036,8.4484203258916,0,548.06507512203,0.22880997643993
0.03,0.00072039828630244,7.9415669760078,12.063712117775,12.063712117775,548.0636170572,0.22874816194503,0.5540006901323,8.4955676661401,0,548.06507512203,0.22881882427721
0.04,0.00070878254820883,7.9603700391572,12.077727990885,12.077727990885,548.06428236894,0.22875531969742,0.54506795522355,8.5054379943808,0,548.06507512203,0.2288279383121
0.05,0.00071873453050264,8.002560952405,12.148506771347,12.148506771347,548.06535431354,0.22876251166829,0.55272122864714,8.5552821810521,0,548.06507512203,0.22883724481383
0.060000000000001,0.00073256325533455,8.0285892653563,12.200568085447,12.200568085447,548.06629787759,0.22876975643877,0.56335579461738,8.5919450599737,0,548.06507512203,0.22884661303492
0.070000000000001,0.00072449223675886,8.0135125290972,12.170345484766,12.170345484766,548.06687499556,0.22877707233817,0.5571490199123,8.5706615490095,0,548.06507512203,0.22885590429284
0.080000000000001,0.00073901775948793,8.0223596840581,12.198770451858,12.198770451858,548.06712015932,0.22878448021132,0.5683194374014,8.5906791214595,0,548.06507512203,0.22886499115797
0.090000000000002,0.00075885999595293,8.0307320870587,12.232327169792,12.232327169792,548.06717558416,0.22879198457662,0.58357851408772,8.6143106011465,0,548.06507512203,0.22887373154508
