time,SAM_dudt,coupled_nekdP,dP,inlet_P,inlet_T,inlet_V,nekRS_accelGradPres,nekRS_posGradPres,outlet_P,outlet_T,outlet_V
0,0,8.2682138631569,11.740869556118,-3285.9628457192,0,0,0,8.2682138631569,-3297.7037152753,547.96353193681,0.23414793995922
0.01,0.0020139506365369,7.0853860948311,12.260505397197,12.260505397197,547.96310267932,0.21942879187236,1.5487683185096,8.6341544133407,0,547.96353193681,0.21952329522067
0.02,0.0019941178899807,7.2691037668973,12.499727085307,12.499727085307,547.96249083524,0.21944878840274,1.533516539753,8.8026203066502,0,547.96353193681,0.21954457779646
0.03,0.0019649102905861,7.3885762704389,12.637483165331,12.637483165331,547.96211608785,0.21946846369255,1.5110553116665,8.8996315821054,0,547.96353193681,0.21956585335811
0.04,0.0019525533262454,7.4859123032333,12.762206485403,12.762206485403,547.96257586764,0.21948792815131,1.5015525589493,8.9874648621826,0,547.96353193681,0.21958718246222
0.05,0.0019287722216599,7.5188186820638,12.782964387752,12.782964387752,547.96354327469,0.21950727466403,1.4832644139009,9.0020830959647,0,547.96353193681,0.21960854435173
0.060000000000001,0.001919410941853,7.558645594279,12.82929603008,12.82929603008,547.9645113572,0.21952657394518,1.4760654025038,9.0347109967827,0,547.96353193681,0.21962989027615
0.070000000000001,0.0019282300198209,7.5979271937898,12.894706441311,12.894706441311,547.96518518821,0.21954587852202,1.4828474498427,9.0807746436325,0,547.96353193681,0.21965113111602
0.080000000000001,0.0019308439472288,7.5933865736001,12.891113189532,12.891113189532,547.96552757514,0.2195652270745,1.4848576122979,9.078244185898,0,547.96353193681,0.21967216578816
0.090000000000002,0.0019567220166383,7.6298233748568,12.971112556487,12.971112556487,547.96564210132,0.2195846466988,1.5047583652352,9.134581740092,0,547.96353193681,0.21969288859109
