SAM,,Nek,,overlap,
X,Y,X,Y,X,Y
100,12.79569892473118,99.6951219512195,12.494623655913976,100,12.494623655913976
199.6951219512195,16.344086021505376,199.6951219512195,15.93548387096774,199.6951219512195,15.93548387096774
299.6951219512195,19.741935483870968,299.390243902439,19.204301075268816,299.6951219512195,19.225806451612904
