time,SAM_dudt,coupled_nekdP,dP,inlet_P,inlet_T,inlet_V,nekRS_accelGradPres,nekRS_posGradPres,outlet_P,outlet_T,outlet_V
0,0,8.2682138631569,11.740869556118,-3285.9628457192,0,0,0,8.2682138631569,-3297.7037152753,548.01532263768,0.23414793995922
0.01,0.001361186133253,7.4471413928074,12.061373499949,12.061373499949,548.01489804005,0.22405210814861,1.0467793601942,8.4939207530016,0,548.01532263768,0.22413312176005
0.02,0.0013494043094031,7.5841201913836,12.243017634138,12.243017634138,548.01418486115,0.22406569885489,1.0377189020172,8.6218390934008,0,548.01532263768,0.22414801443393
0.03,0.0013410579235984,7.6615455974193,12.343847437715,12.343847437715,548.01387854451,0.22407910625258,1.0313003644056,8.692845961825,0,548.01532263768,0.22416306379354
0.04,0.001337205504659,7.7447320315146,12.457765357247,12.457765357247,548.01444177276,0.22409240633562,1.0283377771929,8.7730698087074,0,548.01532263768,0.22417827467793
0.05,0.0013325126546615,7.7804676593796,12.503385340008,12.503385340008,548.01546597374,0.22410566308835,1.0247288816878,8.8051965410674,0,548.01532263768,0.22419359779306
0.060000000000001,0.001326849452532,7.7918410110263,12.513351240033,12.513351240033,548.01642656709,0.22411892232027,1.0203737659862,8.8122147770125,0,548.01532263768,0.22420894465381
0.070000000000001,0.0013421796798974,7.7875741809055,12.52403308366,12.52403308366,548.01705436389,0.22413222233894,1.0321630174347,8.8197371983402,0,548.01532263768,0.22422419954424
0.080000000000001,0.0013334706880364,7.80898667069,12.544928537334,12.544928537334,548.01734754092,0.22414558719598,1.0254656285137,8.8344522992037,0,548.01532263768,0.22423925484673
0.090000000000002,0.0013412490318387,7.8028283586494,12.544677750881,12.544677750881,548.01743042928,0.22415903614553,1.0314473304646,8.834275689114,0,548.01532263768,0.22425397878879
