"temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
661.12,1,0.1336,8.1806e-18,-0.5,0.1336
661.29,1,0.1344,8.2296e-18,-0.5,0.1344
661.45,1,0.1352,8.2786e-18,-0.5,0.1352
661.61,1,0.136,8.3276e-18,-0.5,0.136
661.78,1,0.1368,8.3766e-18,-0.5,0.1368
661.94,1,0.1376,8.4256e-18,-0.5,0.1376
662.11,1,0.1384,8.4746e-18,-0.5,0.1384
662.27,1,0.1392,8.5235e-18,-0.5,0.1392
662.43,1,0.14,8.5725e-18,-0.5,0.14
662.6,1,0.1408,8.6215e-18,-0.5,0.1408
662.76,1,0.1416,8.6705e-18,-0.5,0.1416
662.93,1,0.1424,8.7195e-18,-0.5,0.1424
663.09,1,0.1432,8.7685e-18,-0.5,0.1432
663.25,1,0.144,8.8175e-18,-0.5,0.144
663.42,1,0.1448,8.8664e-18,-0.5,0.1448
663.58,1,0.1456,8.9154e-18,-0.5,0.1456
663.75,1,0.1464,8.9644e-18,-0.5,0.1464
663.91,1,0.1472,9.0134e-18,-0.5,0.1472
664.08,1,0.148,9.0624e-18,-0.5,0.148
664.24,1,0.1488,9.1114e-18,-0.5,0.1488
664.4,1,0.1496,9.1604e-18,-0.5,0.1496
664.57,1,0.1504,9.2093e-18,-0.5,0.1504
664.73,1,0.1512,9.2583e-18,-0.5,0.1512
664.9,1,0.152,9.3073e-18,-0.5,0.152
665.06,1,0.1528,9.3563e-18,-0.5,0.1528
665.22,1,0.1536,9.4053e-18,-0.5,0.1536
665.39,1,0.1544,9.4543e-18,-0.5,0.1544
665.55,1,0.1552,9.5033e-18,-0.5,0.1552
665.72,1,0.156,9.5522e-18,-0.5,0.156
665.88,1,0.1568,9.6012e-18,-0.5,0.1568
666.04,1,0.1576,9.6502e-18,-0.5,0.1576
666.21,1,0.1584,9.6992e-18,-0.5,0.1584
666.37,1,0.1592,9.7482e-18,-0.5,0.1592
666.54,1,0.16,9.7972e-18,-0.5,0.16
666.71,1,0.1608,9.8462e-18,-0.5,0.1608
666.88,1,0.1616,9.8951e-18,-0.5,0.1616
667.05,1,0.1624,9.9441e-18,-0.5,0.1624
667.22,1,0.1632,9.9931e-18,-0.5,0.1632
667.39,1,0.164,1.0042e-17,-0.5,0.164
667.57,1,0.1648,1.0091e-17,-0.5,0.1648
667.74,1,0.1656,1.014e-17,-0.5,0.1656
667.91,1,0.1664,1.0189e-17,-0.5,0.1664
668.08,1,0.1672,1.0238e-17,-0.5,0.1672
668.25,1,0.168,1.0287e-17,-0.5,0.168
668.42,1,0.1688,1.0336e-17,-0.5,0.1688
668.59,1,0.1696,1.0385e-17,-0.5,0.1696
668.77,1,0.1704,1.0434e-17,-0.5,0.1704
668.94,1,0.1712,1.0483e-17,-0.5,0.1712
669.11,1,0.172,1.0532e-17,-0.5,0.172
669.28,1,0.1728,1.0581e-17,-0.5,0.1728
669.45,1,0.1736,1.063e-17,-0.5,0.1736
669.62,1,0.1744,1.0679e-17,-0.5,0.1744
669.79,1,0.1752,1.0728e-17,-0.5,0.1752
669.97,1,0.176,1.0777e-17,-0.5,0.176
670.14,1,0.1768,1.0826e-17,-0.5,0.1768
670.31,1,0.1776,1.0875e-17,-0.5,0.1776
670.48,1,0.1784,1.0924e-17,-0.5,0.1784
670.65,1,0.1792,1.0973e-17,-0.5,0.1792
670.82,1,0.18,1.1022e-17,-0.5,0.18
671,1,0.1808,1.1071e-17,-0.5,0.1808
671.17,1,0.1816,1.112e-17,-0.5,0.1816
671.34,1,0.1824,1.1169e-17,-0.5,0.1824
671.51,1,0.1832,1.1218e-17,-0.5,0.1832
671.68,1,0.184,1.1267e-17,-0.5,0.184
671.85,1,0.1848,1.1316e-17,-0.5,0.1848
672.02,1,0.1856,1.1365e-17,-0.5,0.1856
672.2,1,0.1864,1.1414e-17,-0.5,0.1864
672.37,1,0.1872,1.1463e-17,-0.5,0.1872
672.54,1,0.188,1.1512e-17,-0.5,0.188
672.71,1,0.1888,1.1561e-17,-0.5,0.1888
672.88,1,0.1896,1.161e-17,-0.5,0.1896
673.05,1,0.1904,1.1659e-17,-0.5,0.1904
673.23,1,0.1912,1.1708e-17,-0.5,0.1912
673.4,1,0.192,1.1757e-17,-0.5,0.192
673.57,1,0.1928,1.1806e-17,-0.5,0.1928
673.74,1,0.1936,1.1855e-17,-0.5,0.1936
673.91,1,0.1944,1.1904e-17,-0.5,0.1944
674.08,1,0.1952,1.1953e-17,-0.5,0.1952
674.25,1,0.196,1.2002e-17,-0.5,0.196
674.43,1,0.1968,1.2051e-17,-0.5,0.1968
674.6,1,0.1976,1.21e-17,-0.5,0.1976
674.77,1,0.1984,1.2148e-17,-0.5,0.1984
674.94,1,0.1992,1.2197e-17,-0.5,0.1992
675.11,1,0.2,1.2246e-17,-0.5,0.2
675.29,1,0.2008,1.2295e-17,-0.5,0.2008
675.47,1,0.2016,1.2344e-17,-0.5,0.2016
675.65,1,0.2024,1.2393e-17,-0.5,0.2024
675.83,1,0.2032,1.2442e-17,-0.5,0.2032
676.01,1,0.204,1.2491e-17,-0.5,0.204
676.19,1,0.2048,1.254e-17,-0.5,0.2048
676.37,1,0.2056,1.2589e-17,-0.5,0.2056
676.55,1,0.2064,1.2638e-17,-0.5,0.2064
676.73,1,0.2072,1.2687e-17,-0.5,0.2072
676.91,1,0.208,1.2736e-17,-0.5,0.208
677.09,1,0.2088,1.2785e-17,-0.5,0.2088
677.26,1,0.2096,1.2834e-17,-0.5,0.2096
677.44,1,0.2104,1.2883e-17,-0.5,0.2104
677.62,1,0.2112,1.2932e-17,-0.5,0.2112
677.8,1,0.212,1.2981e-17,-0.5,0.212
677.98,1,0.2128,1.303e-17,-0.5,0.2128
678.16,1,0.2136,1.3079e-17,-0.5,0.2136
678.34,1,0.2144,1.3128e-17,-0.5,0.2144
678.52,1,0.2152,1.3177e-17,-0.5,0.2152
678.7,1,0.216,1.3226e-17,-0.5,0.216
678.88,1,0.2168,1.3275e-17,-0.5,0.2168
679.06,1,0.2176,1.3324e-17,-0.5,0.2176
679.24,1,0.2184,1.3373e-17,-0.5,0.2184
679.42,1,0.2192,1.3422e-17,-0.5,0.2192
679.6,1,0.22,1.3471e-17,-0.5,0.22
679.78,1,0.2208,1.352e-17,-0.5,0.2208
679.96,1,0.2216,1.3569e-17,-0.5,0.2216
680.13,1,0.2224,1.3618e-17,-0.5,0.2224
680.31,1,0.2232,1.3667e-17,-0.5,0.2232
680.49,1,0.224,1.3716e-17,-0.5,0.224
680.67,1,0.2248,1.3765e-17,-0.5,0.2248
680.85,1,0.2256,1.3814e-17,-0.5,0.2256
681.03,1,0.2264,1.3863e-17,-0.5,0.2264
681.21,1,0.2272,1.3912e-17,-0.5,0.2272
681.39,1,0.228,1.3961e-17,-0.5,0.228
681.57,1,0.2288,1.401e-17,-0.5,0.2288
681.75,1,0.2296,1.4059e-17,-0.5,0.2296
681.93,1,0.2304,1.4108e-17,-0.5,0.2304
682.11,1,0.2312,1.4157e-17,-0.5,0.2312
682.29,1,0.232,1.4206e-17,-0.5,0.232
682.47,1,0.2328,1.4255e-17,-0.5,0.2328
682.65,1,0.2336,1.4304e-17,-0.5,0.2336
682.83,1,0.2344,1.4353e-17,-0.5,0.2344
683,1,0.2352,1.4402e-17,-0.5,0.2352
683.18,1,0.236,1.4451e-17,-0.5,0.236
683.36,1,0.2368,1.45e-17,-0.5,0.2368
683.54,1,0.2376,1.4549e-17,-0.5,0.2376
683.72,1,0.2384,1.4598e-17,-0.5,0.2384
683.9,1,0.2392,1.4647e-17,-0.5,0.2392
684.08,1,0.24,1.4696e-17,-0.5,0.24
684.27,1,0.2408,1.4745e-17,-0.5,0.2408
684.45,1,0.2416,1.4794e-17,-0.5,0.2416
684.64,1,0.2424,1.4843e-17,-0.5,0.2424
684.83,1,0.2432,1.4892e-17,-0.5,0.2432
685.01,1,0.244,1.4941e-17,-0.5,0.244
685.2,1,0.2448,1.499e-17,-0.5,0.2448
685.38,1,0.2456,1.5039e-17,-0.5,0.2456
685.57,1,0.2464,1.5088e-17,-0.5,0.2464
685.76,1,0.2472,1.5137e-17,-0.5,0.2472
685.94,1,0.248,1.5186e-17,-0.5,0.248
686.13,1,0.2488,1.5235e-17,-0.5,0.2488
686.32,1,0.2496,1.5284e-17,-0.5,0.2496
686.5,1,0.2504,1.5333e-17,-0.5,0.2504
686.69,1,0.2512,1.5382e-17,-0.5,0.2512
686.87,1,0.252,1.5431e-17,-0.5,0.252
687.06,1,0.2528,1.548e-17,-0.5,0.2528
687.25,1,0.2536,1.5529e-17,-0.5,0.2536
687.43,1,0.2544,1.5578e-17,-0.5,0.2544
687.62,1,0.2552,1.5626e-17,-0.5,0.2552
687.81,1,0.256,1.5675e-17,-0.5,0.256
687.99,1,0.2568,1.5724e-17,-0.5,0.2568
688.18,1,0.2576,1.5773e-17,-0.5,0.2576
688.36,1,0.2584,1.5822e-17,-0.5,0.2584
688.55,1,0.2592,1.5871e-17,-0.5,0.2592
688.74,1,0.26,1.592e-17,-0.5,0.26
688.92,1,0.2608,1.5969e-17,-0.5,0.2608
689.11,1,0.2616,1.6018e-17,-0.5,0.2616
689.29,1,0.2624,1.6067e-17,-0.5,0.2624
689.48,1,0.2632,1.6116e-17,-0.5,0.2632
689.67,1,0.264,1.6165e-17,-0.5,0.264
689.85,1,0.2648,1.6214e-17,-0.5,0.2648
690.04,1,0.2656,1.6263e-17,-0.5,0.2656
690.23,1,0.2664,1.6312e-17,-0.5,0.2664
690.41,1,0.2672,1.6361e-17,-0.5,0.2672
690.6,1,0.268,1.641e-17,-0.5,0.268
690.78,1,0.2688,1.6459e-17,-0.5,0.2688
690.97,1,0.2696,1.6508e-17,-0.5,0.2696
691.16,1,0.2704,1.6557e-17,-0.5,0.2704
691.34,1,0.2712,1.6606e-17,-0.5,0.2712
691.53,1,0.272,1.6655e-17,-0.5,0.272
691.72,1,0.2728,1.6704e-17,-0.5,0.2728
691.9,1,0.2736,1.6753e-17,-0.5,0.2736
692.09,1,0.2744,1.6802e-17,-0.5,0.2744
692.27,1,0.2752,1.6851e-17,-0.5,0.2752
692.46,1,0.276,1.69e-17,-0.5,0.276
692.65,1,0.2768,1.6949e-17,-0.5,0.2768
692.83,1,0.2776,1.6998e-17,-0.5,0.2776
693.02,1,0.2784,1.7047e-17,-0.5,0.2784
693.21,1,0.2792,1.7096e-17,-0.5,0.2792
693.39,1,0.28,1.7145e-17,-0.5,0.28
693.58,1,0.2808,1.7194e-17,-0.5,0.2808
693.77,1,0.2816,1.7243e-17,-0.5,0.2816
693.96,1,0.2824,1.7292e-17,-0.5,0.2824
694.15,1,0.2832,1.7341e-17,-0.5,0.2832
694.34,1,0.284,1.739e-17,-0.5,0.284
694.53,1,0.2848,1.7439e-17,-0.5,0.2848
694.73,1,0.2856,1.7488e-17,-0.5,0.2856
694.92,1,0.2864,1.7537e-17,-0.5,0.2864
695.11,1,0.2872,1.7586e-17,-0.5,0.2872
695.3,1,0.288,1.7635e-17,-0.5,0.288
695.49,1,0.2888,1.7684e-17,-0.5,0.2888
695.68,1,0.2896,1.7733e-17,-0.5,0.2896
695.87,1,0.2904,1.7782e-17,-0.5,0.2904
696.06,1,0.2912,1.7831e-17,-0.5,0.2912
696.25,1,0.292,1.788e-17,-0.5,0.292
696.44,1,0.2928,1.7929e-17,-0.5,0.2928
696.63,1,0.2936,1.7978e-17,-0.5,0.2936
696.82,1,0.2944,1.8027e-17,-0.5,0.2944
697.01,1,0.2952,1.8076e-17,-0.5,0.2952
697.2,1,0.296,1.8125e-17,-0.5,0.296
697.39,1,0.2968,1.8174e-17,-0.5,0.2968
697.58,1,0.2976,1.8223e-17,-0.5,0.2976
697.77,1,0.2984,1.8272e-17,-0.5,0.2984
697.96,1,0.2992,1.8321e-17,-0.5,0.2992
698.15,1,0.3,1.837e-17,-0.5,0.3
698.35,1,0.3008,1.8419e-17,-0.5,0.3008
698.54,1,0.3016,1.8468e-17,-0.5,0.3016
698.73,1,0.3024,1.8517e-17,-0.5,0.3024
698.92,1,0.3032,1.8566e-17,-0.5,0.3032
699.11,1,0.304,1.8615e-17,-0.5,0.304
699.3,1,0.3048,1.8664e-17,-0.5,0.3048
699.49,1,0.3056,1.8713e-17,-0.5,0.3056
699.68,1,0.3064,1.8762e-17,-0.5,0.3064
699.87,1,0.3072,1.8811e-17,-0.5,0.3072
700.06,1,0.308,1.886e-17,-0.5,0.308
700.25,1,0.3088,1.8909e-17,-0.5,0.3088
700.44,1,0.3096,1.8958e-17,-0.5,0.3096
700.63,1,0.3104,1.9007e-17,-0.5,0.3104
700.82,1,0.3112,1.9056e-17,-0.5,0.3112
701.01,1,0.312,1.9104e-17,-0.5,0.312
701.2,1,0.3128,1.9153e-17,-0.5,0.3128
701.39,1,0.3136,1.9202e-17,-0.5,0.3136
701.58,1,0.3144,1.9251e-17,-0.5,0.3144
701.78,1,0.3152,1.93e-17,-0.5,0.3152
701.97,1,0.316,1.9349e-17,-0.5,0.316
702.16,1,0.3168,1.9398e-17,-0.5,0.3168
702.35,1,0.3176,1.9447e-17,-0.5,0.3176
702.54,1,0.3184,1.9496e-17,-0.5,0.3184
702.73,1,0.3192,1.9545e-17,-0.5,0.3192
702.92,1,0.32,1.9594e-17,-0.5,0.32
703.11,1,0.3208,1.9643e-17,-0.5,0.3208
703.3,1,0.3216,1.9692e-17,-0.5,0.3216
703.5,1,0.3224,1.9741e-17,-0.5,0.3224
703.69,1,0.3232,1.979e-17,-0.5,0.3232
703.88,1,0.324,1.9839e-17,-0.5,0.324
704.07,1,0.3248,1.9888e-17,-0.5,0.3248
704.27,1,0.3256,1.9937e-17,-0.5,0.3256
704.46,1,0.3264,1.9986e-17,-0.5,0.3264
704.65,1,0.3272,2.0035e-17,-0.5,0.3272
704.84,1,0.328,2.0084e-17,-0.5,0.328
705.04,1,0.3288,2.0133e-17,-0.5,0.3288
705.23,1,0.3296,2.0182e-17,-0.5,0.3296
705.42,1,0.3304,2.0231e-17,-0.5,0.3304
705.62,1,0.3312,2.028e-17,-0.5,0.3312
705.81,1,0.332,2.0329e-17,-0.5,0.332
706,1,0.3328,2.0378e-17,-0.5,0.3328
706.19,1,0.3336,2.0427e-17,-0.5,0.3336
706.39,1,0.3344,2.0476e-17,-0.5,0.3344
706.58,1,0.3352,2.0525e-17,-0.5,0.3352
706.77,1,0.336,2.0574e-17,-0.5,0.336
706.96,1,0.3368,2.0623e-17,-0.5,0.3368
707.16,1,0.3376,2.0672e-17,-0.5,0.3376
707.35,1,0.3384,2.0721e-17,-0.5,0.3384
707.54,1,0.3392,2.077e-17,-0.5,0.3392
707.73,1,0.34,2.0819e-17,-0.5,0.34
707.93,1,0.3408,2.0868e-17,-0.5,0.3408
708.12,1,0.3416,2.0917e-17,-0.5,0.3416
708.31,1,0.3424,2.0966e-17,-0.5,0.3424
708.5,1,0.3432,2.1015e-17,-0.5,0.3432
708.7,1,0.344,2.1064e-17,-0.5,0.344
708.89,1,0.3448,2.1113e-17,-0.5,0.3448
709.08,1,0.3456,2.1162e-17,-0.5,0.3456
709.27,1,0.3464,2.1211e-17,-0.5,0.3464
709.47,1,0.3472,2.126e-17,-0.5,0.3472
709.66,1,0.348,2.1309e-17,-0.5,0.348
709.85,1,0.3488,2.1358e-17,-0.5,0.3488
710.05,1,0.3496,2.1407e-17,-0.5,0.3496
710.24,1,0.3504,2.1456e-17,-0.5,0.3504
710.43,1,0.3512,2.1505e-17,-0.5,0.3512
710.62,1,0.352,2.1554e-17,-0.5,0.352
710.82,1,0.3528,2.1603e-17,-0.5,0.3528
711.01,1,0.3536,2.1652e-17,-0.5,0.3536
711.2,1,0.3544,2.1701e-17,-0.5,0.3544
711.39,1,0.3552,2.175e-17,-0.5,0.3552
711.59,1,0.356,2.1799e-17,-0.5,0.356
711.78,1,0.3568,2.1848e-17,-0.5,0.3568
711.97,1,0.3576,2.1897e-17,-0.5,0.3576
712.16,1,0.3584,2.1946e-17,-0.5,0.3584
712.36,1,0.3592,2.1995e-17,-0.5,0.3592
712.55,1,0.36,2.2044e-17,-0.5,0.36
712.74,1,0.3608,2.2093e-17,-0.5,0.3608
712.94,1,0.3616,2.2142e-17,-0.5,0.3616
713.13,1,0.3624,2.2191e-17,-0.5,0.3624
713.32,1,0.3632,2.224e-17,-0.5,0.3632
713.52,1,0.364,2.2289e-17,-0.5,0.364
713.71,1,0.3648,2.2338e-17,-0.5,0.3648
713.9,1,0.3656,2.2387e-17,-0.5,0.3656
714.1,1,0.3664,2.2436e-17,-0.5,0.3664
714.29,1,0.3672,2.2485e-17,-0.5,0.3672
714.48,1,0.368,2.2534e-17,-0.5,0.368
714.68,1,0.3688,2.2582e-17,-0.5,0.3688
714.87,1,0.3696,2.2631e-17,-0.5,0.3696
715.06,1,0.3704,2.268e-17,-0.5,0.3704
715.26,1,0.3712,2.2729e-17,-0.5,0.3712
715.45,1,0.372,2.2778e-17,-0.5,0.372
715.64,1,0.3728,2.2827e-17,-0.5,0.3728
715.84,1,0.3736,2.2876e-17,-0.5,0.3736
716.03,1,0.3744,2.2925e-17,-0.5,0.3744
716.22,1,0.3752,2.2974e-17,-0.5,0.3752
716.42,1,0.376,2.3023e-17,-0.5,0.376
716.61,1,0.3768,2.3072e-17,-0.5,0.3768
716.8,1,0.3776,2.3121e-17,-0.5,0.3776
717,1,0.3784,2.317e-17,-0.5,0.3784
717.19,1,0.3792,2.3219e-17,-0.5,0.3792
717.38,1,0.38,2.3268e-17,-0.5,0.38
717.58,1,0.3808,2.3317e-17,-0.5,0.3808
717.77,1,0.3816,2.3366e-17,-0.5,0.3816
717.96,1,0.3824,2.3415e-17,-0.5,0.3824
718.16,1,0.3832,2.3464e-17,-0.5,0.3832
718.35,1,0.384,2.3513e-17,-0.5,0.384
718.54,1,0.3848,2.3562e-17,-0.5,0.3848
718.74,1,0.3856,2.3611e-17,-0.5,0.3856
718.93,1,0.3864,2.366e-17,-0.5,0.3864
719.12,1,0.3872,2.3709e-17,-0.5,0.3872
719.32,1,0.388,2.3758e-17,-0.5,0.388
719.51,1,0.3888,2.3807e-17,-0.5,0.3888
719.7,1,0.3896,2.3856e-17,-0.5,0.3896
719.9,1,0.3904,2.3905e-17,-0.5,0.3904
