"temperature","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
648.15,1,0.0728,4.4577e-18,0.5,0.0728
648.28,1,0.0736,4.5067e-18,0.5,0.0736
648.4,1,0.0744,4.5557e-18,0.5,0.0744
648.53,1,0.0752,4.6047e-18,0.5,0.0752
648.66,1,0.076,4.6537e-18,0.5,0.076
648.79,1,0.0768,4.7026e-18,0.5,0.0768
648.92,1,0.0776,4.7516e-18,0.5,0.0776
649.05,1,0.0784,4.8006e-18,0.5,0.0784
649.18,1,0.0792,4.8496e-18,0.5,0.0792
649.31,1,0.08,4.8986e-18,0.5,0.08
649.44,1,0.0808,4.9476e-18,0.5,0.0808
649.58,1,0.0816,4.9966e-18,0.5,0.0816
649.72,1,0.0824,5.0455e-18,0.5,0.0824
649.86,1,0.0832,5.0945e-18,0.5,0.0832
650,1,0.084,5.1435e-18,0.5,0.084
650.14,1,0.0848,5.1925e-18,0.5,0.0848
650.28,1,0.0856,5.2415e-18,0.5,0.0856
650.42,1,0.0864,5.2905e-18,0.5,0.0864
650.56,1,0.0872,5.3395e-18,0.5,0.0872
650.7,1,0.088,5.3884e-18,0.5,0.088
650.84,1,0.0888,5.4374e-18,0.5,0.0888
650.98,1,0.0896,5.4864e-18,0.5,0.0896
651.12,1,0.0904,5.5354e-18,0.5,0.0904
651.26,1,0.0912,5.5844e-18,0.5,0.0912
651.4,1,0.092,5.6334e-18,0.5,0.092
651.54,1,0.0928,5.6824e-18,0.5,0.0928
651.68,1,0.0936,5.7313e-18,0.5,0.0936
651.82,1,0.0944,5.7803e-18,0.5,0.0944
651.96,1,0.0952,5.8293e-18,0.5,0.0952
652.1,1,0.096,5.8783e-18,0.5,0.096
652.24,1,0.0968,5.9273e-18,0.5,0.0968
652.37,1,0.0976,5.9763e-18,0.5,0.0976
652.51,1,0.0984,6.0253e-18,0.5,0.0984
652.65,1,0.0992,6.0742e-18,0.5,0.0992
652.79,1,0.1,6.1232e-18,0.5,0.1
652.93,1,0.1008,6.1722e-18,0.5,0.1008
653.07,1,0.1016,6.2212e-18,0.5,0.1016
653.21,1,0.1024,6.2702e-18,0.5,0.1024
653.35,1,0.1032,6.3192e-18,0.5,0.1032
653.49,1,0.104,6.3682e-18,0.5,0.104
653.63,1,0.1048,6.4171e-18,0.5,0.1048
653.77,1,0.1056,6.4661e-18,0.5,0.1056
653.91,1,0.1064,6.5151e-18,0.5,0.1064
654.05,1,0.1072,6.5641e-18,0.5,0.1072
654.19,1,0.108,6.6131e-18,0.5,0.108
654.33,1,0.1088,6.6621e-18,0.5,0.1088
654.47,1,0.1096,6.7111e-18,0.5,0.1096
654.61,1,0.1104,6.7601e-18,0.5,0.1104
654.75,1,0.1112,6.809e-18,0.5,0.1112
654.89,1,0.112,6.858e-18,0.5,0.112
655.03,1,0.1128,6.907e-18,0.5,0.1128
655.17,1,0.1136,6.956e-18,0.5,0.1136
655.3,1,0.1144,7.005e-18,0.5,0.1144
655.44,1,0.1152,7.054e-18,0.5,0.1152
655.58,1,0.116,7.103e-18,0.5,0.116
655.72,1,0.1168,7.1519e-18,0.5,0.1168
655.86,1,0.1176,7.2009e-18,0.5,0.1176
656,1,0.1184,7.2499e-18,0.5,0.1184
656.14,1,0.1192,7.2989e-18,0.5,0.1192
656.28,1,0.12,7.3479e-18,0.5,0.12
656.43,1,0.1208,7.3969e-18,0.5,0.1208
656.58,1,0.1216,7.4459e-18,0.5,0.1216
656.73,1,0.1224,7.4948e-18,0.5,0.1224
656.87,1,0.1232,7.5438e-18,0.5,0.1232
657.02,1,0.124,7.5928e-18,0.5,0.124
657.17,1,0.1248,7.6418e-18,0.5,0.1248
657.32,1,0.1256,7.6908e-18,0.5,0.1256
657.47,1,0.1264,7.7398e-18,0.5,0.1264
657.62,1,0.1272,7.7888e-18,0.5,0.1272
657.76,1,0.128,7.8377e-18,0.5,0.128
657.91,1,0.1288,7.8867e-18,0.5,0.1288
658.06,1,0.1296,7.9357e-18,0.5,0.1296
658.21,1,0.1304,7.9847e-18,0.5,0.1304
658.36,1,0.1312,8.0337e-18,0.5,0.1312
658.51,1,0.132,8.0827e-18,0.5,0.132
658.65,1,0.1328,8.1317e-18,0.5,0.1328
658.8,1,0.1336,8.1806e-18,0.5,0.1336
658.95,1,0.1344,8.2296e-18,0.5,0.1344
659.1,1,0.1352,8.2786e-18,0.5,0.1352
659.25,1,0.136,8.3276e-18,0.5,0.136
659.39,1,0.1368,8.3766e-18,0.5,0.1368
659.54,1,0.1376,8.4256e-18,0.5,0.1376
659.69,1,0.1384,8.4746e-18,0.5,0.1384
659.84,1,0.1392,8.5235e-18,0.5,0.1392
659.99,1,0.14,8.5725e-18,0.5,0.14
660.14,1,0.1408,8.6215e-18,0.5,0.1408
660.28,1,0.1416,8.6705e-18,0.5,0.1416
660.43,1,0.1424,8.7195e-18,0.5,0.1424
660.58,1,0.1432,8.7685e-18,0.5,0.1432
660.73,1,0.144,8.8175e-18,0.5,0.144
660.88,1,0.1448,8.8664e-18,0.5,0.1448
661.03,1,0.1456,8.9154e-18,0.5,0.1456
661.17,1,0.1464,8.9644e-18,0.5,0.1464
661.32,1,0.1472,9.0134e-18,0.5,0.1472
661.47,1,0.148,9.0624e-18,0.5,0.148
661.62,1,0.1488,9.1114e-18,0.5,0.1488
661.77,1,0.1496,9.1604e-18,0.5,0.1496
661.92,1,0.1504,9.2093e-18,0.5,0.1504
662.06,1,0.1512,9.2583e-18,0.5,0.1512
662.21,1,0.152,9.3073e-18,0.5,0.152
662.36,1,0.1528,9.3563e-18,0.5,0.1528
662.51,1,0.1536,9.4053e-18,0.5,0.1536
662.66,1,0.1544,9.4543e-18,0.5,0.1544
662.8,1,0.1552,9.5033e-18,0.5,0.1552
662.95,1,0.156,9.5522e-18,0.5,0.156
663.1,1,0.1568,9.6012e-18,0.5,0.1568
663.25,1,0.1576,9.6502e-18,0.5,0.1576
663.4,1,0.1584,9.6992e-18,0.5,0.1584
663.55,1,0.1592,9.7482e-18,0.5,0.1592
663.69,1,0.16,9.7972e-18,0.5,0.16
663.85,1,0.1608,9.8462e-18,0.5,0.1608
664,1,0.1616,9.8951e-18,0.5,0.1616
664.16,1,0.1624,9.9441e-18,0.5,0.1624
664.31,1,0.1632,9.9931e-18,0.5,0.1632
664.47,1,0.164,1.0042e-17,0.5,0.164
664.62,1,0.1648,1.0091e-17,0.5,0.1648
664.78,1,0.1656,1.014e-17,0.5,0.1656
664.93,1,0.1664,1.0189e-17,0.5,0.1664
665.09,1,0.1672,1.0238e-17,0.5,0.1672
665.24,1,0.168,1.0287e-17,0.5,0.168
665.4,1,0.1688,1.0336e-17,0.5,0.1688
665.55,1,0.1696,1.0385e-17,0.5,0.1696
665.71,1,0.1704,1.0434e-17,0.5,0.1704
665.86,1,0.1712,1.0483e-17,0.5,0.1712
666.02,1,0.172,1.0532e-17,0.5,0.172
666.17,1,0.1728,1.0581e-17,0.5,0.1728
666.33,1,0.1736,1.063e-17,0.5,0.1736
666.48,1,0.1744,1.0679e-17,0.5,0.1744
666.64,1,0.1752,1.0728e-17,0.5,0.1752
666.79,1,0.176,1.0777e-17,0.5,0.176
666.95,1,0.1768,1.0826e-17,0.5,0.1768
667.1,1,0.1776,1.0875e-17,0.5,0.1776
667.26,1,0.1784,1.0924e-17,0.5,0.1784
667.41,1,0.1792,1.0973e-17,0.5,0.1792
667.57,1,0.18,1.1022e-17,0.5,0.18
667.72,1,0.1808,1.1071e-17,0.5,0.1808
667.88,1,0.1816,1.112e-17,0.5,0.1816
668.03,1,0.1824,1.1169e-17,0.5,0.1824
668.19,1,0.1832,1.1218e-17,0.5,0.1832
668.34,1,0.184,1.1267e-17,0.5,0.184
668.5,1,0.1848,1.1316e-17,0.5,0.1848
668.65,1,0.1856,1.1365e-17,0.5,0.1856
668.81,1,0.1864,1.1414e-17,0.5,0.1864
668.96,1,0.1872,1.1463e-17,0.5,0.1872
669.12,1,0.188,1.1512e-17,0.5,0.188
669.27,1,0.1888,1.1561e-17,0.5,0.1888
669.43,1,0.1896,1.161e-17,0.5,0.1896
669.58,1,0.1904,1.1659e-17,0.5,0.1904
669.74,1,0.1912,1.1708e-17,0.5,0.1912
669.89,1,0.192,1.1757e-17,0.5,0.192
670.05,1,0.1928,1.1806e-17,0.5,0.1928
670.2,1,0.1936,1.1855e-17,0.5,0.1936
670.36,1,0.1944,1.1904e-17,0.5,0.1944
670.51,1,0.1952,1.1953e-17,0.5,0.1952
670.67,1,0.196,1.2002e-17,0.5,0.196
670.82,1,0.1968,1.2051e-17,0.5,0.1968
670.98,1,0.1976,1.21e-17,0.5,0.1976
671.13,1,0.1984,1.2148e-17,0.5,0.1984
671.29,1,0.1992,1.2197e-17,0.5,0.1992
671.44,1,0.2,1.2246e-17,0.5,0.2
671.61,1,0.2008,1.2295e-17,0.5,0.2008
671.77,1,0.2016,1.2344e-17,0.5,0.2016
671.93,1,0.2024,1.2393e-17,0.5,0.2024
672.09,1,0.2032,1.2442e-17,0.5,0.2032
672.25,1,0.204,1.2491e-17,0.5,0.204
672.42,1,0.2048,1.254e-17,0.5,0.2048
672.58,1,0.2056,1.2589e-17,0.5,0.2056
672.74,1,0.2064,1.2638e-17,0.5,0.2064
672.9,1,0.2072,1.2687e-17,0.5,0.2072
673.06,1,0.208,1.2736e-17,0.5,0.208
673.23,1,0.2088,1.2785e-17,0.5,0.2088
673.39,1,0.2096,1.2834e-17,0.5,0.2096
673.55,1,0.2104,1.2883e-17,0.5,0.2104
673.71,1,0.2112,1.2932e-17,0.5,0.2112
673.88,1,0.212,1.2981e-17,0.5,0.212
674.04,1,0.2128,1.303e-17,0.5,0.2128
674.2,1,0.2136,1.3079e-17,0.5,0.2136
674.36,1,0.2144,1.3128e-17,0.5,0.2144
674.52,1,0.2152,1.3177e-17,0.5,0.2152
674.69,1,0.216,1.3226e-17,0.5,0.216
674.85,1,0.2168,1.3275e-17,0.5,0.2168
675.01,1,0.2176,1.3324e-17,0.5,0.2176
675.17,1,0.2184,1.3373e-17,0.5,0.2184
675.33,1,0.2192,1.3422e-17,0.5,0.2192
675.5,1,0.22,1.3471e-17,0.5,0.22
675.66,1,0.2208,1.352e-17,0.5,0.2208
675.82,1,0.2216,1.3569e-17,0.5,0.2216
675.98,1,0.2224,1.3618e-17,0.5,0.2224
676.14,1,0.2232,1.3667e-17,0.5,0.2232
676.31,1,0.224,1.3716e-17,0.5,0.224
676.47,1,0.2248,1.3765e-17,0.5,0.2248
676.63,1,0.2256,1.3814e-17,0.5,0.2256
676.79,1,0.2264,1.3863e-17,0.5,0.2264
676.95,1,0.2272,1.3912e-17,0.5,0.2272
677.12,1,0.228,1.3961e-17,0.5,0.228
677.28,1,0.2288,1.401e-17,0.5,0.2288
677.44,1,0.2296,1.4059e-17,0.5,0.2296
677.6,1,0.2304,1.4108e-17,0.5,0.2304
677.77,1,0.2312,1.4157e-17,0.5,0.2312
677.93,1,0.232,1.4206e-17,0.5,0.232
678.09,1,0.2328,1.4255e-17,0.5,0.2328
678.25,1,0.2336,1.4304e-17,0.5,0.2336
678.41,1,0.2344,1.4353e-17,0.5,0.2344
678.58,1,0.2352,1.4402e-17,0.5,0.2352
678.74,1,0.236,1.4451e-17,0.5,0.236
678.9,1,0.2368,1.45e-17,0.5,0.2368
679.06,1,0.2376,1.4549e-17,0.5,0.2376
679.22,1,0.2384,1.4598e-17,0.5,0.2384
679.39,1,0.2392,1.4647e-17,0.5,0.2392
679.55,1,0.24,1.4696e-17,0.5,0.24
679.72,1,0.2408,1.4745e-17,0.5,0.2408
679.88,1,0.2416,1.4794e-17,0.5,0.2416
680.05,1,0.2424,1.4843e-17,0.5,0.2424
680.22,1,0.2432,1.4892e-17,0.5,0.2432
680.39,1,0.244,1.4941e-17,0.5,0.244
680.56,1,0.2448,1.499e-17,0.5,0.2448
680.73,1,0.2456,1.5039e-17,0.5,0.2456
680.89,1,0.2464,1.5088e-17,0.5,0.2464
681.06,1,0.2472,1.5137e-17,0.5,0.2472
681.23,1,0.248,1.5186e-17,0.5,0.248
681.4,1,0.2488,1.5235e-17,0.5,0.2488
681.57,1,0.2496,1.5284e-17,0.5,0.2496
681.74,1,0.2504,1.5333e-17,0.5,0.2504
681.9,1,0.2512,1.5382e-17,0.5,0.2512
682.07,1,0.252,1.5431e-17,0.5,0.252
682.24,1,0.2528,1.548e-17,0.5,0.2528
682.41,1,0.2536,1.5529e-17,0.5,0.2536
682.58,1,0.2544,1.5578e-17,0.5,0.2544
682.74,1,0.2552,1.5626e-17,0.5,0.2552
682.91,1,0.256,1.5675e-17,0.5,0.256
683.08,1,0.2568,1.5724e-17,0.5,0.2568
683.25,1,0.2576,1.5773e-17,0.5,0.2576
683.42,1,0.2584,1.5822e-17,0.5,0.2584
683.59,1,0.2592,1.5871e-17,0.5,0.2592
683.75,1,0.26,1.592e-17,0.5,0.26
683.92,1,0.2608,1.5969e-17,0.5,0.2608
684.09,1,0.2616,1.6018e-17,0.5,0.2616
684.26,1,0.2624,1.6067e-17,0.5,0.2624
684.43,1,0.2632,1.6116e-17,0.5,0.2632
684.6,1,0.264,1.6165e-17,0.5,0.264
684.76,1,0.2648,1.6214e-17,0.5,0.2648
684.93,1,0.2656,1.6263e-17,0.5,0.2656
685.1,1,0.2664,1.6312e-17,0.5,0.2664
685.27,1,0.2672,1.6361e-17,0.5,0.2672
685.44,1,0.268,1.641e-17,0.5,0.268
685.6,1,0.2688,1.6459e-17,0.5,0.2688
685.77,1,0.2696,1.6508e-17,0.5,0.2696
685.94,1,0.2704,1.6557e-17,0.5,0.2704
686.11,1,0.2712,1.6606e-17,0.5,0.2712
686.28,1,0.272,1.6655e-17,0.5,0.272
686.45,1,0.2728,1.6704e-17,0.5,0.2728
686.61,1,0.2736,1.6753e-17,0.5,0.2736
686.78,1,0.2744,1.6802e-17,0.5,0.2744
686.95,1,0.2752,1.6851e-17,0.5,0.2752
687.12,1,0.276,1.69e-17,0.5,0.276
687.29,1,0.2768,1.6949e-17,0.5,0.2768
687.46,1,0.2776,1.6998e-17,0.5,0.2776
687.62,1,0.2784,1.7047e-17,0.5,0.2784
687.79,1,0.2792,1.7096e-17,0.5,0.2792
687.96,1,0.28,1.7145e-17,0.5,0.28
688.13,1,0.2808,1.7194e-17,0.5,0.2808
688.3,1,0.2816,1.7243e-17,0.5,0.2816
688.48,1,0.2824,1.7292e-17,0.5,0.2824
688.65,1,0.2832,1.7341e-17,0.5,0.2832
688.82,1,0.284,1.739e-17,0.5,0.284
688.99,1,0.2848,1.7439e-17,0.5,0.2848
689.17,1,0.2856,1.7488e-17,0.5,0.2856
689.34,1,0.2864,1.7537e-17,0.5,0.2864
689.51,1,0.2872,1.7586e-17,0.5,0.2872
689.68,1,0.288,1.7635e-17,0.5,0.288
689.85,1,0.2888,1.7684e-17,0.5,0.2888
690.03,1,0.2896,1.7733e-17,0.5,0.2896
690.2,1,0.2904,1.7782e-17,0.5,0.2904
690.37,1,0.2912,1.7831e-17,0.5,0.2912
690.54,1,0.292,1.788e-17,0.5,0.292
690.71,1,0.2928,1.7929e-17,0.5,0.2928
690.89,1,0.2936,1.7978e-17,0.5,0.2936
691.06,1,0.2944,1.8027e-17,0.5,0.2944
691.23,1,0.2952,1.8076e-17,0.5,0.2952
691.4,1,0.296,1.8125e-17,0.5,0.296
691.58,1,0.2968,1.8174e-17,0.5,0.2968
691.75,1,0.2976,1.8223e-17,0.5,0.2976
691.92,1,0.2984,1.8272e-17,0.5,0.2984
692.09,1,0.2992,1.8321e-17,0.5,0.2992
692.26,1,0.3,1.837e-17,0.5,0.3
692.44,1,0.3008,1.8419e-17,0.5,0.3008
692.61,1,0.3016,1.8468e-17,0.5,0.3016
692.78,1,0.3024,1.8517e-17,0.5,0.3024
692.95,1,0.3032,1.8566e-17,0.5,0.3032
693.12,1,0.304,1.8615e-17,0.5,0.304
693.3,1,0.3048,1.8664e-17,0.5,0.3048
693.47,1,0.3056,1.8713e-17,0.5,0.3056
693.64,1,0.3064,1.8762e-17,0.5,0.3064
693.81,1,0.3072,1.8811e-17,0.5,0.3072
693.99,1,0.308,1.886e-17,0.5,0.308
694.16,1,0.3088,1.8909e-17,0.5,0.3088
694.33,1,0.3096,1.8958e-17,0.5,0.3096
694.5,1,0.3104,1.9007e-17,0.5,0.3104
694.67,1,0.3112,1.9056e-17,0.5,0.3112
694.85,1,0.312,1.9104e-17,0.5,0.312
695.02,1,0.3128,1.9153e-17,0.5,0.3128
695.19,1,0.3136,1.9202e-17,0.5,0.3136
695.36,1,0.3144,1.9251e-17,0.5,0.3144
695.54,1,0.3152,1.93e-17,0.5,0.3152
695.71,1,0.316,1.9349e-17,0.5,0.316
695.88,1,0.3168,1.9398e-17,0.5,0.3168
696.05,1,0.3176,1.9447e-17,0.5,0.3176
696.22,1,0.3184,1.9496e-17,0.5,0.3184
696.4,1,0.3192,1.9545e-17,0.5,0.3192
696.57,1,0.32,1.9594e-17,0.5,0.32
696.74,1,0.3208,1.9643e-17,0.5,0.3208
696.92,1,0.3216,1.9692e-17,0.5,0.3216
697.09,1,0.3224,1.9741e-17,0.5,0.3224
697.26,1,0.3232,1.979e-17,0.5,0.3232
697.44,1,0.324,1.9839e-17,0.5,0.324
697.61,1,0.3248,1.9888e-17,0.5,0.3248
697.79,1,0.3256,1.9937e-17,0.5,0.3256
697.96,1,0.3264,1.9986e-17,0.5,0.3264
698.13,1,0.3272,2.0035e-17,0.5,0.3272
698.31,1,0.328,2.0084e-17,0.5,0.328
698.48,1,0.3288,2.0133e-17,0.5,0.3288
698.66,1,0.3296,2.0182e-17,0.5,0.3296
698.83,1,0.3304,2.0231e-17,0.5,0.3304
699,1,0.3312,2.028e-17,0.5,0.3312
699.18,1,0.332,2.0329e-17,0.5,0.332
699.35,1,0.3328,2.0378e-17,0.5,0.3328
699.53,1,0.3336,2.0427e-17,0.5,0.3336
699.7,1,0.3344,2.0476e-17,0.5,0.3344
699.87,1,0.3352,2.0525e-17,0.5,0.3352
700.05,1,0.336,2.0574e-17,0.5,0.336
700.22,1,0.3368,2.0623e-17,0.5,0.3368
700.4,1,0.3376,2.0672e-17,0.5,0.3376
700.57,1,0.3384,2.0721e-17,0.5,0.3384
700.74,1,0.3392,2.077e-17,0.5,0.3392
700.92,1,0.34,2.0819e-17,0.5,0.34
701.09,1,0.3408,2.0868e-17,0.5,0.3408
701.27,1,0.3416,2.0917e-17,0.5,0.3416
701.44,1,0.3424,2.0966e-17,0.5,0.3424
701.61,1,0.3432,2.1015e-17,0.5,0.3432
701.79,1,0.344,2.1064e-17,0.5,0.344
701.96,1,0.3448,2.1113e-17,0.5,0.3448
702.14,1,0.3456,2.1162e-17,0.5,0.3456
702.31,1,0.3464,2.1211e-17,0.5,0.3464
702.48,1,0.3472,2.126e-17,0.5,0.3472
702.66,1,0.348,2.1309e-17,0.5,0.348
702.83,1,0.3488,2.1358e-17,0.5,0.3488
703.01,1,0.3496,2.1407e-17,0.5,0.3496
703.18,1,0.3504,2.1456e-17,0.5,0.3504
703.35,1,0.3512,2.1505e-17,0.5,0.3512
703.53,1,0.352,2.1554e-17,0.5,0.352
703.7,1,0.3528,2.1603e-17,0.5,0.3528
703.88,1,0.3536,2.1652e-17,0.5,0.3536
704.05,1,0.3544,2.1701e-17,0.5,0.3544
704.22,1,0.3552,2.175e-17,0.5,0.3552
704.4,1,0.356,2.1799e-17,0.5,0.356
704.57,1,0.3568,2.1848e-17,0.5,0.3568
704.75,1,0.3576,2.1897e-17,0.5,0.3576
704.92,1,0.3584,2.1946e-17,0.5,0.3584
705.09,1,0.3592,2.1995e-17,0.5,0.3592
705.27,1,0.36,2.2044e-17,0.5,0.36
705.44,1,0.3608,2.2093e-17,0.5,0.3608
705.62,1,0.3616,2.2142e-17,0.5,0.3616
705.79,1,0.3624,2.2191e-17,0.5,0.3624
705.97,1,0.3632,2.224e-17,0.5,0.3632
706.14,1,0.364,2.2289e-17,0.5,0.364
706.32,1,0.3648,2.2338e-17,0.5,0.3648
706.49,1,0.3656,2.2387e-17,0.5,0.3656
706.67,1,0.3664,2.2436e-17,0.5,0.3664
706.84,1,0.3672,2.2485e-17,0.5,0.3672
707.02,1,0.368,2.2534e-17,0.5,0.368
707.19,1,0.3688,2.2582e-17,0.5,0.3688
707.36,1,0.3696,2.2631e-17,0.5,0.3696
707.54,1,0.3704,2.268e-17,0.5,0.3704
707.71,1,0.3712,2.2729e-17,0.5,0.3712
707.89,1,0.372,2.2778e-17,0.5,0.372
708.06,1,0.3728,2.2827e-17,0.5,0.3728
708.24,1,0.3736,2.2876e-17,0.5,0.3736
708.41,1,0.3744,2.2925e-17,0.5,0.3744
708.59,1,0.3752,2.2974e-17,0.5,0.3752
708.76,1,0.376,2.3023e-17,0.5,0.376
708.94,1,0.3768,2.3072e-17,0.5,0.3768
709.11,1,0.3776,2.3121e-17,0.5,0.3776
709.29,1,0.3784,2.317e-17,0.5,0.3784
709.46,1,0.3792,2.3219e-17,0.5,0.3792
709.64,1,0.38,2.3268e-17,0.5,0.38
709.81,1,0.3808,2.3317e-17,0.5,0.3808
709.98,1,0.3816,2.3366e-17,0.5,0.3816
710.16,1,0.3824,2.3415e-17,0.5,0.3824
710.33,1,0.3832,2.3464e-17,0.5,0.3832
710.51,1,0.384,2.3513e-17,0.5,0.384
710.68,1,0.3848,2.3562e-17,0.5,0.3848
710.86,1,0.3856,2.3611e-17,0.5,0.3856
711.03,1,0.3864,2.366e-17,0.5,0.3864
711.21,1,0.3872,2.3709e-17,0.5,0.3872
711.38,1,0.388,2.3758e-17,0.5,0.388
711.56,1,0.3888,2.3807e-17,0.5,0.3888
711.73,1,0.3896,2.3856e-17,0.5,0.3896
711.91,1,0.3904,2.3905e-17,0.5,0.3904
712.08,1,0.3912,2.3954e-17,0.5,0.3912
712.25,1,0.392,2.4003e-17,0.5,0.392
712.43,1,0.3928,2.4052e-17,0.5,0.3928
712.6,1,0.3936,2.4101e-17,0.5,0.3936
712.78,1,0.3944,2.415e-17,0.5,0.3944
712.95,1,0.3952,2.4199e-17,0.5,0.3952
713.13,1,0.396,2.4248e-17,0.5,0.396
713.3,1,0.3968,2.4297e-17,0.5,0.3968
713.48,1,0.3976,2.4346e-17,0.5,0.3976
713.65,1,0.3984,2.4395e-17,0.5,0.3984
713.83,1,0.3992,2.4444e-17,0.5,0.3992
714,1,0.4,2.4493e-17,0.5,0.4
714.17,1,0.4008,2.4542e-17,0.5,0.4008
714.35,1,0.4016,2.4591e-17,0.5,0.4016
714.52,1,0.4024,2.464e-17,0.5,0.4024
714.69,1,0.4032,2.4689e-17,0.5,0.4032
714.87,1,0.404,2.4738e-17,0.5,0.404
715.04,1,0.4048,2.4787e-17,0.5,0.4048
