time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,NekRS_pressureDrop,fromNekRS_temperature,fromNekRS_velocity,mFlow_deadend,mFlow_out2,mFlow_out6,p_inlet_interface,p_outlet_interface,toNekRS_temperature,toNekRS_velocity,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity
0.001,0.53561995459118,14825074.128501,546.86593693289,0.24463357343222,0.51407572973932,15125636.128543,546.86594161764,0.23479368720641,62258.018834891,546.86594162901,0.23479368721934,-0.021395420366514,0.51408584349808,0.53561995587674,15187894.147378,15125636.128543,546.86593645582,0.24463357376207,14996775.503151,769.44961176995,549.74835658983,0.24613984753364,15073994.723415,769.44960005502,549.7483634518,0.2362999361379,14962564.197597,769.44960839379,549.7483585674,0.24613982557346,14893928.67873,774.37054976314,546.86593645033,0.24463357163373
0.0011,0.51801532218408,15187894.139853,546.86594095976,0.23659301599452,0.53559947956689,15221964.162164,546.86594161765,0.24462422440584,107184.55133218,546.86594162901,0.24462422443556,0.017462637589357,0.53547281549589,0.51801532713102,15329148.713496,15221964.162164,546.86594171159,0.23659301864609,15013723.775135,769.44960141929,549.74836265268,0.24613048157282,15138509.344434,769.44960149432,549.74836260874,0.24613047413605,15048423.768875,769.44959740719,549.74836500276,0.23809927055191,15118048.084836,774.37054090911,546.86594163655,0.23659301560919
0.0012,0.4835164237087,15329148.700229,546.86593896041,0.22083634125252,0.51817251594004,14871565.935834,546.86594161773,0.23666481140493,-86758.16408752,546.86594162901,0.23666481142675,0.034416612214971,0.51815659371005,0.48351642564923,14784807.771746,14871565.935834,546.86594081943,0.22083634304391,15005976.19421,769.44960377416,549.74836127333,0.23817106028911,14925433.929388,769.44960216325,549.74836221691,0.23817105909858,15070364.025408,769.44959870253,549.74836424401,0.22234259621285,15199550.56483,774.37054224426,546.86594085449,0.22083634557495
0.0013,0.50772480266225,14784807.752684,546.86593192646,0.23189302482076,0.48382720745819,14696165.908255,546.8659416177,0.22097828673512,-171026.28346967,546.86594162901,0.22097828675692,-0.02373277679467,0.48402953467701,0.5077248116333,14525139.624785,14696165.908255,546.86593650022,0.23189303125642,14979407.28115,769.44961940397,549.74835211823,0.23339940053335,14809681.071734,769.44960283658,549.74836182251,0.22248453188966,14940633.855083,769.44960895104,549.74835824099,0.23339929427589,14862844.827388,774.37054966746,546.86593650638,0.23189302204177
0.0014,0.56248004319382,14525139.675989,546.86592874992,0.25690137062466,0.50777136285118,15218685.224954,546.86594161769,0.2319142951995,119252.54618777,546.86594162901,0.23191429520675,-0.054330909810677,0.50782153237363,0.56248006389647,15337937.771142,15218685.224954,546.86592890494,0.25690138016797,14989149.665097,769.44962816764,549.74834698494,0.25840767045704,15126697.795726,769.44960115344,549.7483628084,0.23342053951736,14896700.003098,769.44961956662,549.74835202296,0.25840763734317,14711215.570617,774.3705628614,546.86592877808,0.25690138673486
0.0015,0.52977782259261,15337937.719128,546.86594157974,0.24196530036418,0.56228049524335,15529029.098167,546.86594161771,0.2568102384242,271414.33635223,546.86594162901,0.25681023827458,0.032277899493916,0.56198425402893,0.52977786579211,15800443.434519,15529029.098167,546.86594490715,0.24196532186969,15030614.543972,769.44960605124,549.74835993954,0.25831647580195,15329282.213912,769.44960199154,549.74836231749,0.25831647505671,15091844.182341,769.44960230777,549.74836213226,0.24347161867468,15214695.15339,774.37053473873,546.86594525082,0.24196533042366
0.0016,0.44331792891537,15800443.569094,546.86594086913,0.20247649313412,0.52995372305939,14753513.324229,546.86594161766,0.24204563936325,-160929.18437123,546.86594162901,0.24204563935387,0.086036277892776,0.52986291888146,0.44331796497021,14592584.139858,14753513.324229,546.865943836,0.20247651092582,15018996.269641,769.44962893825,549.74834653356,0.24355187933966,14859910.820895,769.44960419495,549.74836102685,0.24355188162618,15174691.756642,769.44958683866,549.74837119323,0.20398278091823,15487069.881608,774.37053670385,546.86594409976,0.20247652372795
0.0017,0.48650715687314,14592584.164591,546.86595460983,0.22220230576606,0.44392521065031,14216682.96475,546.86594161764,0.2027538571123,-428448.14894928,546.86594162901,0.20275385706747,-0.042288226536399,0.44438103160764,0.48650723071215,13788234.815801,14216682.96475,546.86595194806,0.22220233818659,14954582.990866,769.4496394576,549.74834037189,0.22370862558407,14512410.263523,769.44960742347,549.74835913576,0.20426006552246,14882458.490734,769.44957690301,549.748377013,0.22370860946248,14737752.053698,774.37052397637,546.86595155484,0.22220235194483
0.0018,0.62233018487048,13788234.826378,546.86594882459,0.28423672356863,0.48655111082104,15361111.488391,546.86594161764,0.22222237447773,212329.20160448,546.86594162901,0.22222237455349,-0.13484328763015,0.48673605518628,0.62233030641478,15573440.689996,15361111.488391,546.865947454,0.28423677822265,14967226.382368,769.44965164026,549.74833323595,0.28574370834938,15203261.147918,769.44960532712,549.74836036369,0.22372858220225,14732325.368509,769.44958721352,549.74837097366,0.28574303533389,14261031.291345,774.37053081644,546.86594754829,0.28423678281588
0.0019,0.56703776059104,15573440.77659,546.86598192965,0.25898304612513,0.62171759273819,16274840.611548,546.86594161763,0.28395692999183,672959.31541451,546.86594162901,0.2839569298982,0.054299410212062,0.62104296476473,0.56703780373698,16947799.926962,16274840.611548,546.8659808719,0.25898306522722,15066883.244353,769.44957910376,549.74837572392,0.285462837059,15790732.252625,769.44958834327,549.74837031191,0.28546285119654,15167809.496993,769.44952986151,549.74840456737,0.26048941707863,15370302.599344,774.37047326072,546.86598126133,0.25898310409849
0.002,0.35461870290157,16947799.789675,546.86595548635,0.1619649217726,0.56719298760374,14594699.840043,546.8659416176,0.25905391990519,-271386.11298235,546.86594162901,0.25905391966968,0.21110148303746,0.56686551803315,0.35461907993393,14323313.727061,14594699.840043,546.86595720841,0.16196509458942,15055450.214066,769.44958744765,549.74837083652,0.26056009315304,14779355.019171,769.44957529409,549.74837795542,0.26056015621639,15432482.450758,769.44957750659,549.74837665946,0.16347154911325,16188935.146679,774.37051316334,546.86595788853,0.16196510801968
0.0021,0.42237506780189,14323313.725003,546.86593825627,0.19291126400507,0.35597736839084,13062799.879878,546.86594161759,0.16258545978993,-1052231.5986318,546.86594162901,0.16258545977709,-0.065940640134514,0.35699210804749,0.42237551966721,12010568.281246,13062799.879878,546.86595353167,0.1929114768821,14901975.524795,769.44964105865,549.74833943408,0.19441788982199,13799881.216467,769.44958832694,549.74837032147,0.16409169046521,14786686.461713,769.44959282651,549.74836768587,0.19441784893239,14555368.882999,774.37052121341,546.86595317323,0.19291146031968
0.0022,0.75295297954466,12010568.084985,546.86597590458,0.34389606335555,0.42254022925228,15511679.069193,546.86594161761,0.19298669958507,331822.55753661,546.86594162901,0.19298669971819,-0.3281319756954,0.42313172725993,0.75295334326873,15843501.62673,15511679.069193,546.86597700995,0.34389623031724,14907205.76087,769.44958695467,549.74837112528,0.34540282419178,15269439.765099,769.44958319983,549.74837332466,0.19449281430766,14330088.032629,769.4495328345,549.74840282596,0.34540273825035,13172173.632664,774.37048304261,546.86597553163,0.34389625402347
0.0023,0.67563086903343,15843501.479372,546.86589522336,0.30858069643867,0.75141469297527,18054679.376126,546.86594161763,0.34319345609682,1637267.4324707,546.86594162901,0.34319345601831,0.07525095349982,0.74991586030905,0.67563159670741,19691946.808596,18054679.376126,546.86591423552,0.30858104172329,15142662.64176,769.44958202452,549.74837401309,0.34469881084737,16887640.500221,769.44956429647,549.74838439723,0.34469939035674,15282296.608676,769.44963844531,549.74834096483,0.31008767530563,15562452.105239,774.37058330249,546.86591680479,0.30858109319499
0.0024,0.1631723616192,19691947.108942,546.86562905383,0.07452562301203,0.67560973629283,14505440.360813,546.86594161759,0.30857107604976,-377174.59494149,546.86594162901,0.30857107634686,0.50887728909167,0.67459224310821,0.16317361818938,14128265.765871,14505440.360813,546.86569450592,0.074526207678736,15153390.341442,769.44962983738,549.7483460069,0.31007685256072,14765119.197251,769.44958914699,549.74836984113,0.31007682246925,16057649.354215,769.44984999988,549.74821704758,0.076032622766904,17871905.633374,774.37096602221,546.86569262822,0.074526206818309
0.0025,0.24100568084956,14128265.552313,546.86596450572,0.1100744735186,0.17225022479916,10386610.457725,546.86594161755,0.078671804683772,-2537580.9707307,546.86594162901,0.078671804729094,-0.068299514594698,0.17442881852851,0.24100860544033,7849029.4869941,10386610.457725,546.86603203951,0.11007582565541,14795805.375881,769.44948700483,549.7484296705,0.11158716020493,12153665.696328,769.44957303731,549.74837927732,0.080176350448438,14662809.814491,769.44956232822,549.74838555012,0.11158280630226,14395961.239012,774.37037867121,546.86603666676,0.11007574732076
0.0026,1.0255526102235,7849028.3029453,546.86600244663,0.4684004654193,0.24390855491866,15398836.03276,546.86594161753,0.1114002969554,376709.7900099,546.86594162901,0.11140029724126,-0.77628159725139,0.24563260337211,1.0255569116712,15775545.82277,15398836.03276,546.86607915796,0.46840250923619,14749495.664379,769.44920098962,549.74859720279,0.46992211971869,15138634.40196,769.44960839493,549.74835856673,0.11290521885175,13374656.149533,769.44929976012,549.74853934836,0.46991001600675,10616238.336681,774.37030837183,546.86607784435,0.46840246694987
0.0027,0.97284837120078,15775546.155312,546.86579854752,0.44432866775245,1.0220134404764,22155699.879048,546.86594161755,0.46678395843661,3884270.8435693,546.86594162901,0.46678396013458,0.048762900610459,1.0187883168856,0.97285017242248,26039970.722617,22155699.879048,546.86586100529,0.44432955160711,15291803.631013,769.44969954511,549.74830517587,0.46828398493207,19404877.12325,769.44958646002,549.74837141502,0.46828683689725,15388197.553717,769.44981571295,549.74823713101,0.44583658046443,15581565.301516,774.37067294002,546.86586429996,0.44432946723405
0.0028,-0.2308120156052,26039968.116086,546.86590756106,-0.10541870971806,0.97218270110128,14985955.967178,546.86594161756,0.44402477655493,-247793.82494461,546.86594162901,0.44402477496755,1.1945702500877,0.9692739473931,-0.2308106969413,14738162.142234,14985955.967178,546.86605928029,-0.1054181427063,15405362.867387,769.4494684229,549.7484405548,0.54940415267133,15154051.041514,769.44953957397,549.74839887834,0.4455274904854,17524205.193845,769.44940770532,549.74847611988,0.1039067203354,21775314.639477,774.37030057768,546.86608240974,0.10541831491477
