time,NekInlet:massflow,NekInlet:pressure,NekInlet:temperature,NekInlet:velocity,NekOutlet:massflow,NekOutlet:pressure,NekOutlet:temperature,NekOutlet:velocity,NekRS_pressureDrop,fromNekRS_temperature,fromNekRS_velocity,mFlow_deadend,mFlow_out2,mFlow_out6,p_inlet_interface,p_outlet_interface,toNekRS_temperature,toNekRS_velocity,branch3to5anddeadend:pressure,branch3to5anddeadend:rho,branch3to5anddeadend:temperature,branch3to5anddeadend:velocity,junction2to3:pressure,junction2to3:rho,junction2to3:temperature,junction2to3:velocity,junction5to6:pressure,junction5to6:rho,junction5to6:temperature,junction5to6:velocity,junction6to7:pressure,junction6to7:rho,junction6to7:temperature,junction6to7:velocity
0,0.51566803542839,15018883.852398,546.86594162901,0.23552094061539,0.51566776541099,15018872.990026,546.86594165482,0.23552081730382,10.863,546.86594162901,0.23552094061539,-2.68136312064e-07,0.5156677645377,0.51566803502664,15018883.853026,15018872.990026,546.86594198238,0.23552094061539,14999978.385438,769.44960046406,549.7483632122,0.23702719117594,15011301.539744,769.44960059976,549.74836313272,0.23702706744193,15003742.920844,769.44960069888,549.74836307466,0.2370271907597,15011301.457402,774.3705403187,546.86594198238,0.23552094061526
0.0001,0.51555288447857,15018883.853072,546.86593999294,0.23546834689982,0.51266188001557,14991414.656494,546.86594162618,0.23414793995883,11.740869556118,546.86594162901,0.23414793995922,-0.0028710278535639,0.5126809802738,0.51555288402677,14991426.397364,14991414.656494,546.86594034083,0.23546834687407,14998962.791978,769.44960233925,549.74836211382,0.23697459689868,14994440.656268,769.44960075766,549.74836304023,0.23565418996955,15002929.670447,769.44960260861,549.74836195605,0.23697459697139,15010894.184736,774.37054313435,546.86594033312,0.23546834664286
0.0002,0.51866124192534,14991426.396728,546.86593935456,0.23688802592736,0.51564805159881,15045099.424113,546.86594162618,0.23551181340414,14882.111589634,546.86594162901,0.23551181340479,-0.0029923687719623,0.51564817560589,0.51866124148599,15059981.535703,15045099.424113,546.86593992855,0.23688802602647,14999935.209025,769.44960230973,549.74836213111,0.23839427606754,15027000.094016,769.44960075653,549.74836304089,0.23701806333958,14998237.823624,769.44960315857,549.74836163391,0.23839427589364,14994837.645748,774.37054383886,546.86593992046,0.2368880257728
0.0003,0.51429865951622,15059981.540208,546.86594065888,0.2348955053745,0.51874795602004,15048764.601386,546.86594162618,0.23692763202182,15446.698633489,546.86594162901,0.23692763201657,0.0044185526333646,0.51872838073677,0.51429865961461,15064211.300019,15048764.601386,546.86594077616,0.23489550548018,15002599.932587,769.44959999754,549.74836348547,0.23843387810193,15030264.232082,769.44960075661,549.74836304085,0.23843388203922,15014030.586026,769.44960143918,549.74836264103,0.23640175526058,15036969.622961,774.37054237518,546.8659407778,0.23489550474428
0.0004,0.50919045329087,15064211.298439,546.86593995301,0.23256243518893,0.51442186443261,14981091.165686,546.86594162334,0.23495177722646,-21529.357903747,546.86594162901,0.23495177722318,0.0051952655748926,0.51442978056093,0.5091904529357,14959561.807782,14981091.165686,546.86594014284,0.23256243512405,15000253.273545,769.44960049179,549.74836319596,0.23645802731893,14988771.566936,769.44960032471,549.74836329383,0.23645802710506,15012994.270991,769.44960256402,549.74836198216,0.23406868555215,15038562.146955,774.37054349121,546.8659401241,0.23256243439702
0.0005,0.51546398041144,14959561.802552,546.8659376555,0.23542774055307,0.50933038564088,14970090.45794,546.86594162333,0.23262634731468,-25341.933408673,546.86594162901,0.23262634730701,-0.0060912172341913,0.50937065531371,0.51546398084046,14944748.524532,14970090.45794,546.86593768303,0.2354277407633,14995985.53101,769.44960348817,549.74836144085,0.23693398648319,14980469.389204,769.44960001972,549.74836347248,0.23413259666825,14988726.525482,769.44960507949,549.74836050874,0.23693399261572,14974167.487699,774.37054768575,546.86593766716,0.23542774301774
0.0006,0.52378590720698,14944748.531346,546.86593789534,0.23922861231556,0.5155487371579,15072836.779911,546.86594161766,0.23546645353847,30976.743134938,546.86594162901,0.23546645353332,-0.0081802609930105,0.51554949125531,0.52378590744431,15103813.523045,15072836.779911,546.86593789306,0.23922861242275,14999238.656612,769.44960461504,549.74836078079,0.24073486539481,15043342.273663,769.44960022517,549.74836335213,0.23697270290722,14988380.111332,769.44960539009,549.7483603268,0.24073486200411,14966599.151495,774.37054726596,546.86593791304,0.23922861198182
0.0007,0.51484272685793,15103813.526766,546.86594167503,0.23514399764985,0.52384122408503,15097877.285911,546.86594161765,0.23925387914348,41303.421451714,546.86594162901,0.23925387914304,0.0089363087758464,0.52378928029443,0.51484272793394,15139180.707362,15097877.285911,546.86594126235,0.23514399792736,15006033.130375,769.44960115511,549.74836280742,0.24076012474834,15061070.135078,769.44960031924,549.74836329703,0.240760127576,15025512.961415,769.44960122777,549.74836276487,0.23665024894878,15064601.065035,774.37054153657,546.86594126902,0.23514399913521
0.0008,0.50138610596189,15139180.710318,546.86594412646,0.22899795958794,0.51497977379961,14942533.254721,546.86594161767,0.23520659103758,-44112.016674155,546.86594162901,0.23520659104396,0.013499732992022,0.51498414324045,0.50138610743486,14898421.238047,14942533.254721,546.86594330479,0.22899795984586,15001592.885465,769.44959967827,549.74836367248,0.23671283944234,14966203.250437,769.44960019086,549.74836337223,0.23671284036082,15029004.162467,769.44959735631,549.74836503256,0.23050420851768,15084004.887685,774.37053805665,546.86594330737,0.22899795854765
0.0009,0.51400806740078,14898421.222944,546.86594003828,0.234762782985,0.50157552428163,14891812.197287,546.86594161765,0.22908447130599,-66738.067557331,546.86594162901,0.22908447129771,-0.012346652584904,0.50166507524914,0.5140080737526,14825074.12973,14891812.197287,546.86593932985,0.2347627855194,14990834.725327,769.44960849463,549.74835850833,0.23626903427935,14931498.333155,769.44960087138,549.74836297362,0.23059072113505,14972420.564376,769.44960126281,549.74836274434,0.23626903407432,14935479.895105,774.37054476631,546.86593937721,0.23476278360288
