time,dP,inlet_P,inlet_T,inlet_V,outlet_P,outlet_T,outlet_V
0,11.740869556118,-3285.9628457192,546.86594198238,0.23552094061539,-3297.7037152753,546.86594162901,0.23414793995922
0.0001,14882.111589634,14882.111589634,546.86594034083,0.23546834687407,0,546.86594162901,0.23551181340479
0.0002,15446.698633489,15446.698633489,546.86593992855,0.23688802602647,0,546.86594162901,0.23692763201657
0.0003,-21529.357903747,-21529.357903747,546.86594077616,0.23489550548018,0,546.86594162901,0.23495177722318
0.0004,-25341.933408673,-25341.933408673,546.86594014284,0.23256243512405,0,546.86594162901,0.23262634730701
0.0005,30976.743134938,30976.743134938,546.86593768303,0.2354277407633,0,546.86594162901,0.23546645353332
0.0006,41303.421451714,41303.421451714,546.86593789306,0.23922861242275,0,546.86594162901,0.23925387914304
0.0007,-44112.016674155,-44112.016674155,546.86594126235,0.23514399792736,0,546.86594162901,0.23520659104396
0.0008,-66738.067557331,-66738.067557331,546.86594330479,0.22899795984586,0,546.86594162901,0.22908447129771
0.0009,62258.018834891,62258.018834891,546.86593932985,0.2347627855194,0,546.86594162901,0.23479368721934
0.001,107184.55133218,107184.55133218,546.86593645582,0.24463357376207,0,546.86594162901,0.24462422443556
0.0011,-86758.16408752,-86758.16408752,546.86594171159,0.23659301864609,0,546.86594162901,0.23666481142675
0.0012,-171026.28346967,-171026.28346967,546.86594081943,0.22083634304391,0,546.86594162901,0.22097828675692
0.0013,119252.54618777,119252.54618777,546.86593650022,0.23189303125642,0,546.86594162901,0.23191429520675
0.0014,271414.33635223,271414.33635223,546.86592890494,0.25690138016797,0,546.86594162901,0.25681023827458
0.0015,-160929.18437123,-160929.18437123,546.86594490715,0.24196532186969,0,546.86594162901,0.24204563935387
0.0016,-428448.14894928,-428448.14894928,546.865943836,0.20247651092582,0,546.86594162901,0.20275385706747
0.0017,212329.20160448,212329.20160448,546.86595194806,0.22220233818659,0,546.86594162901,0.22222237455349
0.0018,672959.31541451,672959.31541451,546.865947454,0.28423677822265,0,546.86594162901,0.2839569298982
0.0019,-271386.11298235,-271386.11298235,546.8659808719,0.25898306522722,0,546.86594162901,0.25905391966968
0.002,-1052231.5986318,-1052231.5986318,546.86595720841,0.16196509458942,0,546.86594162901,0.16258545977709
0.0021,331822.55753661,331822.55753661,546.86595353167,0.1929114768821,0,546.86594162901,0.19298669971819
0.0022,1637267.4324707,1637267.4324707,546.86597700995,0.34389623031724,0,546.86594162901,0.34319345601831
0.0023,-377174.59494149,-377174.59494149,546.86591423552,0.30858104172329,0,546.86594162901,0.30857107634686
0.0024,-2537580.9707307,-2537580.9707307,546.86569450592,0.074526207678736,0,546.86594162901,0.078671804729094
0.0025,376709.7900099,376709.7900099,546.86603203951,0.11007582565541,0,546.86594162901,0.11140029724126
0.0026,3884270.8435693,3884270.8435693,546.86607915796,0.46840250923619,0,546.86594162901,0.46678396013458
0.0027,-247793.82494461,-247793.82494461,546.86586100529,0.44432955160711,0,546.86594162901,0.44402477496755
