"IPT_Line: Temperature (C)","IPT_Line: Position[X] (m)"
227.59181852403816,0.25
227.61115340229128,0.251
227.62421026252508,0.252
227.657425997691,0.253
227.67528604590206,0.254
227.69413730223613,0.255
227.73503876232422,0.256
227.75710479397293,0.257
227.78021817324446,0.258
227.8294523105434,0.259
227.8555190150082,0.26
227.88253308234988,0.261
227.93937407609144,0.262
227.9691578969199,0.263
227.9997755427305,0.264
228.06319147328855,0.265
228.09589771689258,0.266
228.12928179110617,0.267
228.19827066152044,0.268
228.23397456818964,0.269
228.27054299609057,0.27
228.34642228043003,0.271
228.38579896503518,0.272
228.426173147069,0.273
228.5100239384691,0.274
228.55355472718895,0.275
228.5981927833119,0.276
228.6909072343675,0.277
228.73904515431838,0.278
228.7884139495427,0.279
228.89098609265778,0.28
228.94426477137006,0.281
228.99892469349834,0.28200000000000003
229.11255403801778,0.28300000000000003
229.17160801516246,0.28400000000000003
229.2322113380966,0.285
229.35823049172507,0.286
229.42372369764308,0.287
229.49091919963018,0.28800000000000003
229.63053061135275,0.28900000000000003
229.7029892258148,0.29000000000000004
229.77723405679012,0.291
229.93109249267275,0.292
230.0106933842082,0.293
230.0920560750988,0.294
230.25997812742514,0.295
230.34648514788626,0.296
230.43465246531656,0.297
230.61586197730816,0.298
230.70885843770992,0.299
230.80342629523017,0.3
230.9972400340837,0.301
231.09648319826618,0.302
231.1972926884879,0.303
231.40367430032563,0.304
231.50929292371222,0.305
231.61657029588758,0.306
231.83625209676484,0.307
231.9487433564234,0.308
232.0630664551685,0.309
232.29742640691808,0.31
232.41758154824606,0.311
232.53980485948114,0.312
232.79073054036667,0.313
232.91957844250152,0.314
233.05078543844417,0.315
233.32060238896548,0.316
233.4593824971422,0.317
233.6008616572302,0.318
233.8922859297491,0.319
234.0424208322799,0.32
234.19563366123162,0.321
234.51168890956382,0.322
234.67473096882054,0.323
234.84124931677735,0.324
235.1851115348863,0.325
235.36265045749155,0.326
235.54405461588203,0.327
235.9188221146673,0.328
236.11235821012224,0.329
236.31010392455772,0.33
236.7185183467622,0.331
236.92931992607924,0.332
237.14459603491093,0.333
237.58876678777835,0.334
237.81774144538218,0.335
238.051350525232,0.336
238.53255446955387,0.337
238.78017341240866,0.338
239.0324756890633,0.339
239.5511118511755,0.34
239.8174244796919,0.341
240.08837956212733,0.342
240.64414044888372,0.343
240.92890562603873,0.344
241.2182344982226,0.345
241.81051984956412,0.346
242.11345593356168,0.347
242.42091801487743,0.348
243.04946312157654,0.349
243.3705949052703,0.35
243.6963534744557,0.351
244.3620042443738,0.352
244.70206648209046,0.353
245.0470984481915,0.354
245.75263194682373,0.355
246.11346904501715,0.356
246.47994767939804,0.357
247.2307482286236,0.358
247.61558269974546,0.359
248.00707909905452,0.36
248.81125132488557,0.361
249.22453566547972,0.362
249.6456811749198,0.363
250.5126067825928,0.364
250.9588025736831,0.365
251.41365390717533,0.366
252.34922370707818,0.367
252.8295133816638,0.368
253.31751330627208,0.369
254.3136196593333,0.37
254.8200495074649,0.371
255.3310330896337,0.372
256.36420511678,0.373
256.8854142641361,0.374
257.409186197149,0.375
258.4632373434971,0.376
258.99305462486814,0.377
259.52449351420853,0.378
260.59169524456047,0.379
261.1272335771316,0.38
261.66393029264987,0.381
262.74041251805136,0.382
263.2799976655591,0.383
263.82033845385104,0.384
264.9028404733866,0.385
265.4447706631023,0.386
265.98699740401173,0.387
267.07187570289966,0.388
267.61430170322024,0.389
268.1565760509161,0.39
269.2402790618463,0.391
269.78153214787585,0.392
270.32228512945017,0.393
271.4020527582072,0.394
271.9409751021168,0.395
272.47921599303163,0.396
273.5536125607292,0.397
274.08977465485225,0.398
274.62526567754924,0.399
275.6943395176239,0.4
276.2279909030584,0.401
276.7611037912361,0.402
277.825866817411,0.403
278.3575799589346,0.404
278.8888722279536,0.405
279.9501724958741,0.406
280.4801202694904,0.40700000000000003
281.00952383377773,0.40800000000000003
282.0663696797312,0.40900000000000003
282.5936414721572,0.41000000000000003
283.12002141171365,0.41100000000000003
284.16964555766356,0.41200000000000003
284.69261290922157,0.41300000000000003
285.2141344832951,0.41400000000000003
286.25207457563636,0.41500000000000004
286.7680491834492,0.41600000000000004
287.28167816091593,0.41700000000000004
288.30056054097236,0.41800000000000004
288.80496850497036,0.41900000000000004
289.30532134147984,0.42000000000000004
290.2913295421521,0.42100000000000004
290.7756273415631,0.42200000000000004
291.2532426711068,0.42300000000000004
292.18630615804886,0.42400000000000004
292.6410624880864,0.42500000000000004
293.0878008322993,0.42600000000000005
293.95773361101305,0.42700000000000005
294.3814594192022,0.42800000000000005
294.79811841282185,0.42900000000000005
295.611623203543,0.43000000000000005
296.00935906417556,0.43100000000000005
296.401886137049,0.43200000000000005
297.1743321794826,0.43300000000000005
297.5558891582249,0.43400000000000005
297.93547700262934,0.43500000000000005
298.69237063539356,0.43600000000000005
299.0715951083265,0.43700000000000006
299.4526603132881,0.438
300.2238922264344,0.439
300.6153057666213,0.44
301.01135752088885,0.441
301.82262192596113,0.442
302.2330984830247,0.443
302.639700395893,0.444
303.41308793640144,0.445
303.76170135893506,0.446
304.0706063657574,0.447
304.52880910251474,0.448
304.65451660811846,0.449
304.71646049600804,0.45
