"ILW_Line: Temperature (C)","ILW_Line: Position[X] (m)"
227.16925190694508,0.25
227.18687491062133,0.251
227.2400800843409,0.252
227.27015952615153,0.253
227.30112842028137,0.254
227.3692832635126,0.255
227.40542700945298,0.256
227.4442167247518,0.257
227.48427996435726,0.258
227.57046719211917,0.259
227.61504482473237,0.26
227.661554295388,0.261
227.75812867677217,0.262
227.80831645867022,0.263
227.85876987222866,0.264
227.96090251853735,0.265
228.01090016121805,0.266
228.0600913208309,0.267
228.15740266198304,0.268
228.2056466792252,0.269
228.25397611570554,0.27
228.3503194449985,0.271
228.39782574032114,0.272
228.44496889341684,0.273
228.53987417321747,0.274
228.58813432616597,0.275
228.63702539452737,0.276
228.73712293139744,0.277
228.7874724744309,0.278
228.8385055113415,0.279
228.9430533042539,0.28
228.99747747525294,0.281
229.0530481456778,0.28200000000000003
229.16896068735764,0.28300000000000003
229.22794960649588,0.28400000000000003
229.28844358079976,0.285
229.4134220871199,0.286
229.4791696612399,0.287
229.54650791496414,0.28800000000000003
229.68796157548985,0.28900000000000003
229.7602086581208,0.29000000000000004
229.83454478626544,0.291
229.98834860489944,0.292
230.06937402739976,0.293
230.1523470715257,0.294
230.32661696423327,0.295
230.41552727694113,0.296
230.50690920236275,0.297
230.69563075922042,0.298
230.79482906595956,0.299
230.89628339480151,0.3
231.1089134561011,0.301
231.21720093482878,0.302
231.32838854561402,0.303
231.55780136963222,0.304
231.67842502697908,0.305
231.80180862428375,0.306
232.0608451273347,0.307
232.19303303774512,0.308
232.32927593337388,0.309
232.6115715749093,0.31
232.761252001947,0.311
232.91489597759664,0.312
233.2407337578448,0.313
233.40849192645982,0.314
233.58343151077554,0.315
233.95028365923253,0.316
234.14863862520275,0.317
234.35386421114856,0.318
234.79779966126193,0.319
235.02993337782465,0.32
235.27633008364165,0.321
235.80122141448533,0.322
236.09152379162623,0.323
236.3942316485348,0.324
237.0617467225676,0.325
237.4153568645189,0.326
237.7956877968577,0.327
238.61346966780843,0.328
239.06873120252294,0.329
239.5432431367061,0.33
240.5856407332475,0.331
241.13151308603744,0.332
241.70175406385397,0.333
242.87095062268622,0.334
243.45809993597356,0.335
244.03710953867096,0.336
245.15297626142046,0.337
245.67980215257637,0.338
246.17406053823652,0.339
247.11807052849497,0.34
247.5612159930905,0.341
247.9977398085747,0.342
248.83024426467728,0.343
249.2290789568151,0.344
249.61086691527862,0.345
250.35565485581697,0.346
250.71690593681717,0.347
251.07635208208103,0.348
251.78307779942747,0.349
252.12795924623106,0.35
252.465308704133,0.351
253.13328823811503,0.352
253.46432248696647,0.353
253.79593049115795,0.354
254.4597180739446,0.355
254.78744758133632,0.356
255.11204083805978,0.357
255.76126123594577,0.358
256.08748606409404,0.359
256.4159507467622,0.36
257.08151672440795,0.361
257.4129872658624,0.362
257.7442414110392,0.363
258.4120067429527,0.364
258.7510732124756,0.365
259.0938195602895,0.366
259.7946045583411,0.367
260.1457928432261,0.368
260.49893494115304,0.369
261.2145784087884,0.37
261.5803912116048,0.371
261.9510511808895,0.372
262.71295052389144,0.373
263.09610091940135,0.374
263.4827059699991,0.375
264.2682451681055,0.376
264.671118039014,0.377
265.0797504069569,0.378
265.92137270851697,0.379
266.344986926205,0.38
266.7727733924992,0.381
267.6422467409384,0.382
268.08834536299514,0.383
268.5407445178703,0.384
269.47232803451107,0.385
269.9408934739706,0.386
270.41374996177797,0.387
271.3736503813011,0.388
271.8652648536928,0.389
272.3632217952161,0.39
273.38580527711554,0.391
273.89873830264,0.392
274.4149787838883,0.393
275.4594681002951,0.394
275.9920129587623,0.395
276.5302850355936,0.396
277.63019081491746,0.397
278.1795231682073,0.398
278.7299718798656,0.399
279.83832606340957,0.4
280.39972881654637,0.401
280.96549134555835,0.402
282.1138662944694,0.403
282.68433134484405,0.404
283.25280804609224,0.405
284.391162647364,0.406
284.96348320305367,0.40700000000000003
285.53846206077844,0.40800000000000003
286.69733083186964,0.40900000000000003
287.26986284794293,0.41000000000000003
287.83722062239394,0.41100000000000003
288.9673948008326,0.41200000000000003
289.5315832692148,0.41300000000000003
290.09676621559686,0.41400000000000003
291.2283321151465,0.41500000000000004
291.78458477810443,0.41600000000000004
292.3328336155521,0.41700000000000004
293.4193311924922,0.41800000000000004
293.95768201716317,0.41900000000000004
294.4952978489871,0.42000000000000004
295.5637225463205,0.42100000000000004
296.0857770809097,0.42200000000000004
296.5969026280204,0.42300000000000004
297.6031734262044,0.42400000000000004
298.0971334258717,0.42500000000000004
298.58846209934836,0.42600000000000005
299.55606205412914,0.42700000000000005
300.0256354576678,0.42800000000000005
300.4821353749521,0.42900000000000005
301.3754591036344,0.43000000000000005
301.8106658540852,0.43100000000000005
302.242550770909,0.43200000000000005
303.08918191550015,0.43300000000000005
303.49970706758313,0.43400000000000005
303.89899810577515,0.43500000000000005
304.6847790354054,0.43600000000000005
305.0723679933021,0.43700000000000006
305.4610233788991,0.438
306.24267880306274,0.439
306.6349259397398,0.44
307.0302858816283,0.441
307.85270617959986,0.442
308.27979934293296,0.443
308.71882982973625,0.444
309.6017901442094,0.445
310.0136655916074,0.446
310.37175080723887,0.447
310.8741156510573,0.448
311.0624373493006,0.449
311.14979228787854,0.45
