"BP_Line: Position[Y] (m)","BP_Line: Temperature (C)"
0.0,201.90963455416846
3.0E-4,201.90963455416846
6.0E-4,201.90934738692124
9.0E-4,201.90934738692124
0.0012,201.90934738692124
0.0015,201.90865888797327
0.0018,201.90865888797327
0.0021,201.9086675424649
0.0024,201.9086675424649
0.0026999999999999997,201.9086675424649
0.003,201.91192312776008
0.0032999999999999995,201.91192312776008
0.0036,201.92522430805354
0.0039,201.92522430805354
0.0042,201.92522430805354
0.0045,201.96494501052524
0.0048,201.96494501052524
0.0051,202.06875979296206
0.005399999999999999,202.06875979296206
0.005699999999999999,202.06875979296206
0.006,202.31831531438593
0.0063,202.31831531438593
0.006599999999999999,202.88220341622963
0.0069,202.88220341622963
0.0072,202.88220341622963
0.0075,204.06824075393445
0.0078,204.06824075393445
0.0081,205.5943225855832
0.0084,206.53656494175914
0.0087,208.10509040365775
0.009,208.10509040365775
0.0093,210.24943623891062
0.0096,210.24943623891062
0.0099,211.77553474595925
0.0102,211.77553474595925
0.0105,213.07535684942934
0.010799999999999999,213.07535684942934
0.011099999999999999,214.2843892154459
0.011399999999999999,214.2843892154459
0.0117,214.2843892154459
0.012,215.28017696138062
0.0123,215.28017696138062
0.0126,216.1576396683368
0.012899999999999998,216.1576396683368
0.013199999999999998,216.1576396683368
0.0135,216.95574098446087
0.0138,216.95574098446087
0.0141,217.62480897001433
0.0144,217.62480897001433
0.0147,217.62480897001433
0.015,218.24676176117043
0.015299999999999998,218.24676176117043
0.0156,218.81275932042593
0.015899999999999997,218.81275932042593
0.0162,218.81275932042593
0.0165,219.31406318892795
0.0168,219.31406318892795
0.0171,219.79361596099187
0.0174,219.79361596099187
0.017699999999999997,219.79361596099187
0.018,220.2262145739512
0.0183,220.2262145739512
0.0186,220.62106310988509
0.0189,220.62106310988509
0.0192,220.62106310988509
0.0195,220.9961671694893
0.0198,220.9961671694893
0.0201,221.3335362145122
0.0204,221.3335362145122
0.0207,221.3335362145122
0.021,221.65373995669034
0.021299999999999996,221.65373995669034
0.021599999999999998,221.95523782582933
0.0219,221.95523782582933
0.022199999999999998,221.95523782582933
0.0225,222.2332754444913
0.022799999999999997,222.2332754444913
0.0231,222.50294529309912
0.0234,222.50294529309912
0.0237,222.50294529309912
0.024,222.75480651310863
0.0243,222.75480651310863
0.0246,222.98843895997675
0.024900000000000002,222.98843895997675
0.0252,222.98843895997675
0.025500000000000002,223.21315608321999
0.025799999999999997,223.21315608321999
0.026099999999999998,223.42017052256585
0.026399999999999996,223.42017052256585
0.026699999999999998,223.42017052256585
0.027,223.6181624787191
0.027299999999999998,223.6181624787191
0.0276,223.80663295665448
0.027899999999999998,223.80663295665448
0.0282,223.80663295665448
0.028499999999999998,223.98288009561014
0.0288,223.98288009561014
0.0291,224.1546085968164
0.0294,224.1546085968164
0.0297,224.1546085968164
0.03,224.31690565027566
0.0303,224.31690565027566
0.030599999999999995,224.46848777039878
0.030899999999999997,224.46848777039878
0.0312,224.46848777039878
0.0315,224.6149778391797
0.031799999999999995,224.6149778391797
0.0321,224.7512752379177
0.0324,224.7512752379177
0.0327,224.7512752379177
0.033,224.88221492664405
0.033299999999999996,224.88221492664405
0.0336,225.007547610673
0.0339,225.007547610673
0.0342,225.007547610673
0.0345,225.12568320626428
0.0348,225.12568320626428
0.0351,225.24119540592562
0.035399999999999994,225.24119540592562
0.035699999999999996,225.24119540592562
0.036,225.35112485020818
0.0363,225.35112485020818
0.0366,225.45428667253225
0.036899999999999995,225.45428667253225
0.0372,225.45428667253225
0.0375,225.55431357504222
0.0378,225.55431357504222
0.0381,225.6479551532757
0.0384,225.6479551532757
0.0387,225.6479551532757
0.039,225.73817851904738
0.0393,225.73817851904738
0.0396,225.82482110020948
0.0399,225.82482110020948
0.0402,225.82482110020948
0.0405,225.9068543003002
0.0408,225.9068543003002
0.041100000000000005,225.98721112727486
0.0414,225.98721112727486
0.0417,225.98721112727486
0.042,226.0639521882694
0.0423,226.0639521882694
0.04259999999999999,226.1361165460338
0.042899999999999994,226.1361165460338
0.043199999999999995,226.1361165460338
0.0435,226.20618796164888
0.0438,226.20618796164888
0.04409999999999999,226.27196304710662
0.044399999999999995,226.27196304710662
0.0447,226.27196304710662
0.045,226.33541437043277
0.0453,226.33541437043277
0.045599999999999995,226.39642758266854
0.045899999999999996,226.39642758266854
0.0462,226.39642758266854
