"BP_Line: Position[Y] (m)","BP_Line: Temperature (C)"
0.0465,226.45429944624738
0.0468,226.45429944624738
0.047099999999999996,226.51102354586357
0.0474,226.51102354586357
0.0477,226.51102354586357
0.048,226.56525369619533
0.0483,226.56525369619533
0.0486,226.61626861711022
0.0489,226.61626861711022
0.0492,226.61626861711022
0.0495,226.66581975565578
0.049800000000000004,226.66581975565578
0.0501,226.7123623903501
0.0504,226.7123623903501
0.0507,226.7123623903501
0.051000000000000004,226.75727670327836
0.051300000000000005,226.75727670327836
0.05159999999999999,226.80047695623313
0.051899999999999995,226.80047695623313
0.052199999999999996,226.80047695623313
0.0525,226.8414745094944
0.05279999999999999,226.8414745094944
0.053099999999999994,226.8816686960286
0.053399999999999996,226.8816686960286
0.0537,226.8816686960286
0.054,226.92010076664752
0.054299999999999994,226.92010076664752
0.054599999999999996,226.95625290711314
0.0549,226.95625290711314
0.0552,226.95625290711314
0.0555,226.99137091782904
0.055799999999999995,226.99137091782904
0.0561,227.0243571462604
0.0564,227.0243571462604
0.0567,227.0243571462604
0.056999999999999995,227.05619656262655
0.0573,227.05619656262655
0.0576,227.08682383018186
0.0579,227.08682383018186
0.0582,227.08682383018186
0.058499999999999996,227.1158931400488
0.0588,227.1158931400488
0.0591,227.14439620733833
0.0594,227.14439620733833
0.0597,227.14439620733833
0.06,227.17164181660428
0.0603,227.17164181660428
0.0606,227.19726042440817
0.0609,227.19726042440817
0.06119999999999999,227.19726042440817
0.06149999999999999,227.22214345392297
0.061799999999999994,227.22214345392297
0.062099999999999995,227.2455040619961
0.0624,227.2455040619961
0.06269999999999999,227.2455040619961
0.063,227.2680496798181
0.0633,227.2680496798181
0.06359999999999999,227.28973089478313
0.0639,227.28973089478313
0.0642,227.28973089478313
0.0645,227.31029630686737
0.0648,227.31029630686737
0.06509999999999999,227.33045425928628
0.0654,227.33045425928628
0.0657,227.33045425928628
0.066,227.34970308709973
0.0663,227.34970308709973
0.06659999999999999,227.36778051505632
0.0669,227.36778051505632
0.0672,227.36778051505632
0.0675,227.38532749032618
0.0678,227.38532749032618
0.0681,227.40177516407613
0.0684,227.40177516407613
0.0687,227.40177516407613
0.069,227.41763543659852
0.0693,227.41763543659852
0.0696,227.43287182638824
0.0699,227.43287182638824
0.0702,227.43287182638824
0.0705,227.4472956496793
0.07079999999999999,227.4472956496793
0.0711,227.4614176112545
0.07139999999999999,227.4614176112545
0.0717,227.4614176112545
0.072,227.47487133192675
0.07229999999999999,227.47487133192675
0.0726,227.48747408772192
0.07289999999999999,227.48747408772192
0.0732,227.48747408772192
0.0735,227.49968698023827
0.07379999999999999,227.49968698023827
0.0741,227.51109549247343
0.0744,227.51109549247343
0.0747,227.51109549247343
0.075,227.52207359577983
0.07529999999999999,227.52207359577983
0.0756,227.53259486844257
0.0759,227.53259486844257
0.0762,227.53259486844257
0.0765,227.5425157470002
0.0768,227.5425157470002
0.0771,227.55220792711071
0.0774,227.55220792711071
0.0777,227.55220792711071
0.078,227.56140415255294
0.0783,227.56140415255294
0.0786,227.569986919367
0.0789,227.569986919367
0.0792,227.569986919367
0.0795,227.5782840948288
0.0798,227.5782840948288
0.0801,227.58599624623622
0.0804,227.58599624623622
0.08070000000000001,227.58599624623622
0.081,227.59339719592748
0.0813,227.59339719592748
0.0816,227.60046797506197
0.0819,227.60046797506197
0.08220000000000001,227.60046797506197
0.0825,227.60710184586242
0.0828,227.60710184586242
0.08310000000000001,227.6135675460099
0.0834,227.6135675460099
0.08370000000000001,227.6135675460099
0.084,227.6196733347054
0.0843,227.6196733347054
0.0846,227.62534838568854
0.08489999999999999,227.62534838568854
0.08519999999999998,227.62534838568854
0.08549999999999999,227.63082159263604
0.08579999999999999,227.63082159263604
0.0861,227.63588008351996
0.08639999999999999,227.63588008351996
0.08669999999999999,227.63588008351996
0.087,227.64071989080253
0.08729999999999999,227.64071989080253
0.0876,227.64532879717422
0.08789999999999999,227.64532879717422
0.08819999999999999,227.64532879717422
0.0885,227.64962286929045
0.08879999999999999,227.64962286929045
0.0891,227.65379380344814
0.0894,227.65379380344814
0.08969999999999999,227.65379380344814
0.09,227.65770658710062
0.09029999999999999,227.65770658710062
0.0906,227.66131113966617
0.0909,227.66131113966617
0.09119999999999999,227.66131113966617
0.0915,227.66476914168896
0.09179999999999999,227.66476914168896
0.0921,227.66792053968277
0.0924,227.66792053968277
0.09269999999999999,227.66792053968277
0.093,227.67090226065085
0.0933,227.67090226065085
0.0936,227.67370989701158
0.0939,227.67370989701158
0.09419999999999999,227.67370989701158
0.0945,227.67625872906433
0.0948,227.67625872906433
0.0951,227.67869454589527
0.0954,227.67869454589527
0.0957,227.67869454589527
0.096,227.68091678105242
0.0963,227.68091678105242
0.0966,227.68288287647994
0.0969,227.68288287647994
0.0972,227.68288287647994
0.0975,227.68471683443204
0.0978,227.68471683443204
0.0981,227.68627766383923
0.0984,227.68627766383923
0.0987,227.68627766383923
0.099,227.68766981356578
0.0993,227.68766981356578
0.09960000000000001,227.68889707311195
0.0999,227.68889707311195
0.1002,227.68889707311195
0.1005,227.68985401584843
0.1008,227.68985401584843
0.10110000000000001,227.690672044282
0.1014,227.690672044282
0.1017,227.690672044282
0.10200000000000001,227.69126489920905
0.1023,227.69126489920905
0.10260000000000001,227.69160618451133
0.1029,227.69160618451133
0.10319999999999999,227.69160618451133
0.1035,227.69179841164186
0.10379999999999999,227.69179841164186
0.10409999999999998,227.6917006596949
0.10439999999999999,227.6917006596949
0.10469999999999999,227.6917006596949
0.105,227.69140905586647
0.10529999999999999,227.69140905586647
0.10559999999999999,227.69093481904918
0.1059,227.69093481904918
0.10619999999999999,227.69093481904918
0.1065,227.69014616702924
0.10679999999999999,227.69014616702924
0.10709999999999999,227.6891782148353
0.1074,227.6891782148353
0.10769999999999999,227.6891782148353
0.108,227.68794973942158
0.1083,227.68794973942158
0.10859999999999999,227.68646712074576
0.1089,227.68646712074576
0.10919999999999999,227.68646712074576
0.1095,227.6848116727724
0.1098,227.6848116727724
0.11009999999999999,227.68283990508763
0.1104,227.68283990508763
0.11069999999999999,227.68283990508763
0.111,227.6806481854884
0.1113,227.6806481854884
0.11159999999999999,227.6782530746246
0.1119,227.6782530746246
0.1122,227.6782530746246
0.11249999999999999,227.67549910907854
0.1128,227.67549910907854
0.11309999999999999,227.67252623276192
0.1134,227.67252623276192
0.1137,227.67252623276192
0.11399999999999999,227.66925733733086
0.1143,227.66925733733086
0.1146,227.6657487208468
0.1149,227.6657487208468
0.1152,227.6657487208468
0.11549999999999999,227.66205055769342
0.1158,227.66205055769342
0.1161,227.65803100321415
0.1164,227.65803100321415
0.1167,227.65803100321415
0.11699999999999999,227.65378945548213
0.1173,227.65378945548213
0.1176,227.64934590723635
0.1179,227.64934590723635
0.1182,227.64934590723635
0.1185,227.6445467885991
0.1188,227.6445467885991
0.1191,227.63952554295372
0.1194,227.63952554295372
0.1197,227.63952554295372
0.12,227.6342228460054
0.1203,227.6342228460054
0.1206,227.62875756035982
0.12090000000000001,227.62875756035982
0.1212,227.62875756035982
0.1215,227.62313390721846
0.1218,227.62313390721846
0.12209999999999999,227.6172553728823
0.12239999999999998,227.6172553728823
0.12269999999999999,227.6172553728823
0.12299999999999998,227.61120419108028
0.12329999999999999,227.61120419108028
0.12359999999999999,227.60500571061084
0.12389999999999998,227.60500571061084
0.12419999999999999,227.60500571061084
0.12449999999999999,227.5985087730665
0.1248,227.5985087730665
0.1251,227.59181852403816
0.12539999999999998,227.59181852403816
0.12569999999999998,227.59181852403816
0.126,227.5849044402998
0.1263,227.5849044402998
0.1266,227.5778890319795
0.12689999999999999,227.5778890319795
0.12719999999999998,227.5778890319795
0.1275,227.5707469163326
0.1278,227.5707469163326
0.1281,227.56338229194574
0.1284,227.56338229194574
0.12869999999999998,227.56338229194574
0.129,227.55583853834264
0.1293,227.55583853834264
0.1296,227.54815407398996
0.1299,227.54815407398996
0.13019999999999998,227.54815407398996
0.1305,227.54011084334337
0.1308,227.54011084334337
0.1311,227.5318153497106
0.1314,227.5318153497106
0.13169999999999998,227.5318153497106
0.132,227.5232372152733
0.1323,227.5232372152733
0.1326,227.5144620977252
0.1329,227.5144620977252
0.13319999999999999,227.5144620977252
0.1335,227.5054841441048
0.1338,227.5054841441048
0.1341,227.49613504418159
0.1344,227.49613504418159
0.1347,227.49613504418159
0.135,227.48646497512436
0.1353,227.48646497512436
0.1356,227.47653491158002
0.1359,227.47653491158002
0.1362,227.47653491158002
0.1365,227.46599326971108
0.1368,227.46599326971108
0.1371,227.45502333745765
0.1374,227.45502333745765
0.1377,227.45502333745765
0.138,227.44355655568444
0.1383,227.44355655568444
0.1386,227.4316682953554
0.1389,227.4316682953554
0.1392,227.4316682953554
0.1395,227.41940313317048
0.1398,227.41940313317048
0.1401,227.40645017626304
0.1404,227.40645017626304
0.1407,227.40645017626304
0.141,227.3929057727267
0.14129999999999998,227.3929057727267
0.14159999999999998,227.3788562029428
0.1419,227.3788562029428
0.1422,227.3788562029428
0.1425,227.36371693402367
0.14279999999999998,227.36371693402367
0.14309999999999998,227.34779858970495
0.1434,227.34779858970495
0.1437,227.34779858970495
0.144,227.33092167159128
0.14429999999999998,227.33092167159128
0.14459999999999998,227.3132127797943
0.1449,227.3132127797943
0.1452,227.3132127797943
0.1455,227.29468732787853
0.14579999999999999,227.29468732787853
0.14609999999999998,227.27487084204802
0.1464,227.27487084204802
0.1467,227.27487084204802
0.147,227.25386515163268
0.1473,227.25386515163268
0.14759999999999998,227.23087470520983
0.1479,227.23087470520983
0.1482,227.23087470520983
0.1485,227.20443613939386
0.1488,227.20443613939386
0.14909999999999998,227.20443613939386
0.1494,227.1802369191892
0.1497,227.1802369191892
0.15,227.16925190694508
