time,Branch_in:massflow,Branch_in:pressure,Branch_in:temperature,Branch_in:velocity,Branch_out:massflow,Branch_out:pressure,Branch_out:temperature,Branch_out:velocity,NekRS_pressureDrop,fromNekRS_velocity,mFlow_pipe1out,mFlow_pipe2out,mFlow_pipe4out,mFlow_pipe5out,p_outlet_interface,p_pipe1in,p_pipe1out,p_pipe2in,p_pipe2out,p_pipe4in,p_pipe4out,p_pipe5in,pres_inlet_interface,temp_interface,toNekRS_velocity,vel_pipe5out,branch1:pressure,branch1:rho,branch1:temperature,branch1:velocity,pump:pressure,pump:pump_head,pump:rho,pump:temperature,pump:velocity
0,1.2538396546265,5.252408648211,1.0000000001512,0.16003417967995,1.2538404287593,-9.2875753954366,1,0.16003427848662,14.54,0,1.2538396546266,1.2538396546265,1.2538404287592,7.7413272591335e-07,-9.2875753954366,-12.774237105794,-16.260914228704,8.7390857714851,5.252408648211,-9.2875753954366,-12.774252879396,-3.1249724359609e-07,5.2524246045634,1,0.16003417967995,9.8806649875701e-08,-12.774252879553,997.561,0.99999999999874,0.1600342784866,8.7390857714815,25,997.561,1.0000000001227,0.16003417967997
0.01,1.2733013973371,5.2524245429163,0.99999451147771,0.16251818472665,1.6620012303451,5676.3104150935,1,0.21212999807745,7.6713128848925,0.21212999810534,1.2733013974399,1.2733013973371,1.6620012304201,0.3886998333873,5676.3104150935,483.0058168602,231.629122166,256.62912182353,5.2524245429163,5676.3104150935,473.73499758275,494.95202350238,5683.9817279784,1,0.16251818472665,0.049611813399219,473.73499652851,997.561,0.99999999514153,0.21212999809948,256.62912216438,25,997.561,0.99998722096558,0.16251818473977
0.02,1.0424381028534,5683.9817299528,1.0000092713971,0.13305188270423,1.2689832744826,-5219.6121575453,1,0.16196703989227,-5031.7867284269,0.16196703989536,1.0424381027557,1.0424381028534,1.2689832744728,0.22654517178152,-5219.6121575453,-214.85702914395,2722.0623479613,2747.06234673,5683.9817299528,-5219.6121575453,-219.11188599624,-206.44447613397,-10251.398885972,1,0.13305188270423,0.02891515720749,-219.11188546449,997.561,1.0000000002391,0.16196703989484,2747.0623478689,25,997.561,1.0000003407289,0.13305188269983
0.03,1.4149428569757,-10251.398885972,1.0000024797133,0.18059663257147,1.0391962234265,-3697.7620071509,1,0.13263810450476,-2958.0700876833,0.13263810450476,1.4149428569757,1.4149428569757,1.0391962234265,-0.37574663354928,-3697.7620071509,-782.02488845683,-5529.2118887773,-5504.2118887937,-10251.398885972,-3697.7620071509,-774.53207073471,-766.90429688555,-6655.8320948342,1,0.18059663257147,-0.047958528066714,-782.02488843853,997.561,0.99999961549321,0.18059663257147,-5504.2118887786,25,997.561,0.99999337243253,0.18059663257147
0.04,1.680925773759,-6655.83209308,0.99998238640219,0.21454543753966,1.4044367516576,4765.588165568,1,0.17925568284157,4696.0411615425,0.17925568283804,1.6809257738123,1.680925773759,1.4044367515843,-0.27648902229694,4765.588165568,104.01638069949,-3288.4078570319,-3263.4078578421,-6655.83209308,4765.588165568,110.94800556772,126.35407644435,9461.6293271105,1,0.21454543753966,-0.035289754723051,104.01638076214,997.561,0.99999996950264,0.21454543754995,-3263.4078565021,25,997.561,0.99994640121886,0.21454543755213
0.05,1.339842022443,9461.6293251869,1.0000240129993,0.1710111162709,1.6700728207406,4138.6990471888,1,0.21316021780522,3412.3001372312,0.21316021780832,1.3398420223823,1.339842022443,1.6700728208198,0.33023079851185,4138.6990471888,758.83314651343,5097.7312405018,5122.7312337324,9461.6293251869,4138.6990471888,750.75665387469,772.53345351993,7550.99918442,1,0.1710111162709,0.042149101561669,750.75665183007,997.561,1.0000000002461,0.21316021783218,5122.7312381604,25,997.561,1.000000033152,0.17101111626842
0.06,1.0419146946607,7550.9991844144,1.0000159463726,0.13298507735121,1.334823868508,-4325.9054213563,1,0.17037062277116,-4289.2470031584,0.17037062277115,1.0419146946611,1.0419146946607,1.3348238685077,0.29290917384736,-4325.9054213563,-55.615941005802,3735.191621884,3760.1916217778,7550.9991844144,-4325.9054213563,-61.272683904959,-47.492148784959,-8615.1524245146,1,0.13298507735121,0.037385545419968,-61.272683820652,997.561,1.0000000137996,0.17037062277116,3760.1916217834,25,997.561,0.99999928645726,0.13298507735121
0.07,1.3501223022563,-8615.1524244909,1.0000108680985,0.17232324269849,1.0384963984651,-4548.1747177532,1,0.13254878214747,-3804.710952935,0.13254878214744,1.3501223022559,1.3501223022563,1.038496398464,-0.31162590379137,-4548.1747177532,-783.77101953965,-4711.9617221484,-4686.9617218656,-8615.1524244909,-4548.1747177532,-777.72271932631,-769.74862911702,-8352.8856706883,1,0.17232324269849,-0.039774460551043,-783.77108032464,997.561,0.9999778418518,0.17232324269943,-4686.9617220615,25,997.561,1.0000035758557,0.17232324269848
0.08,1.6765764546021,-8352.8856706871,1.0000043824678,0.21399031095639,1.3404103795893,3803.0467012907,1,0.17108365869635,3878.8014335459,0.17108365869634,1.6765764546021,1.6765764546021,1.3404103795893,-0.33616607501288,3803.0467012907,-53.202198787532,-4215.5439347672,-4190.5439347169,-8352.8856706871,3803.0467012907,-44.961219268505,-31.280351406715,7681.8481348365,1,0.21399031095639,-0.042906652260047,-53.202198874902,997.561,0.99999586814988,0.21399031095637,-4190.5439347673,25,997.561,1.0000069876742,0.21399031095638
0.09,1.4047873770686,7681.8481348429,0.99999812741424,0.17930043501527,1.6653386462628,4880.6489935744,1,0.21255597010399,4172.4347461763,0.212555970104,1.4047873770684,1.4047873770686,1.6653386462627,0.26055126919452,4880.6489935744,744.30309120216,4200.5756129686,4225.5756130886,7681.8481348429,4880.6489935744,737.80327456653,759.78657781261,9053.0837397507,1,0.17930043501527,0.033255535088764,737.80325543361,997.561,0.99999996387135,0.21255597010433,4225.5756128486,25,997.561,1.0000058291466,0.17930043501522
