time,SAM_dudt,coupled_nekdP,dP,inlet_P,inlet_V,nekRS_accelGradPres,nekRS_posGradPres,outlet_P,outlet_V
0,0,7.6713128848925,7.6713128848925,4.449913001598,0,0,7.6713128848925,-3.2213998832945,0.21212999810534
0.005,-0.0043240775269626,21144.663868144,21140.350337042,21140.350337042,0.31990529379641,-4.3135311018744,21140.350337042,0,0.3173612554107
0.01,-5.3002419715831,195.18792837394,-5092.1267530404,-5092.1267530404,0.29340408393849,-5287.3146814144,-5092.1267530404,0,0.29190167974015
0.015,-0.050056961519318,-31.540415399329,-81.475287989502,-81.475287989502,0.2931537991309,-49.934872590172,-81.475287989502,0,0.2914216556452
0.02,0.0067620687873138,23.570365337035,30.315941438576,30.315941438576,0.29318760947483,6.7455761015415,30.315941438576,0,0.29149347586251
0.025,-0.0070476869280522,13.970532231901,6.9400346122663,6.9400346122663,0.29315237104019,-7.0304976196347,6.9400346122663,0,0.2914484042069
0.03,-0.0046412999541112,14.775890025694,10.145910202171,10.145910202171,0.29312916454042,-4.6299798235231,10.145910202171,0,0.29142574660649
0.035,-0.0048410884108119,15.218087240399,10.388806244222,10.388806244222,0.29310495909837,-4.8292809961779,10.388806244222,0,0.29140031900593
0.04,-0.0049511567938199,14.049411195398,9.1103302729984,9.1103302729984,0.2930802033144,-4.9390809223997,9.1103302729984,0,0.29137513614528
0.045,-0.0046572078710616,14.268205615245,9.6223566741813,9.6223566741813,0.29305691727504,-4.6458489410641,9.6223566741813,0,0.29134972575348
0.05,-0.0047111271241129,14.175328144113,9.4756914590558,9.4756914590558,0.29303336163942,-4.6996366850572,9.4756914590558,0,0.29132685901181
0.055,-0.0046866624286102,14.020404623659,9.3451729647127,9.3451729647127,0.29300992832728,-4.6752316589468,9.3451729647127,0,0.29130216371071
0.06,-0.0046468247097642,13.86124635678,9.2257552524832,9.2257552524832,0.29298669420373,-4.6354911042971,9.2257552524832,0,0.29127900975563
0.065,-0.0046059269815379,13.718161614343,9.1234684887135,9.1234684887135,0.29296366456882,-4.59469312563,9.1234684887135,0,0.29125567991615
0.07,-0.0045689492081058,13.584731291588,9.0269257506012,9.0269257506012,0.29294081982278,-4.5578055409872,9.0269257506012,0,0.29123300929307
0.075,-0.004534525276656,13.459822425895,8.9363568563892,8.9363568563892,0.2929181471964,-4.5234655695062,8.9363568563892,0,0.29121042635756
0.08,-0.0045021922118305,13.341945045356,8.8507336803303,8.8507336803303,0.29289563623534,-4.4912113650258,8.8507336803303,0,0.29118815181977
0.085,-0.00447160849254,13.231045592748,8.7703433533213,8.7703433533213,0.29287327819288,-4.4607022394267,8.7703433533213,0,0.29116585729602
0.09,-0.0044428222929271,13.128204501369,8.6962182520142,8.6962182520142,0.29285106408141,-4.4319862493547,8.6962182520142,0,0.29114381974721
0.095,-0.0044160572955199,13.032935711622,8.6276491798462,8.6276491798462,0.29282898379494,-4.4052865317761,8.6276491798462,0,0.29112197648166
0.1,-0.0043911773918048,12.943030490586,8.5625631804401,8.5625631804401,0.29280702790798,-4.3804673101462,8.5625631804401,0,0.29110032986598
0.105,-0.0043676199413145,12.85908745233,8.5021201360524,8.5021201360524,0.29278518980827,-4.3569673162776,8.5021201360524,0,0.2910787872624
0.11,-0.0043456869581071,12.781582255753,8.4464944281364,8.4464944281364,0.29276346137348,-4.3350878276163,8.4464944281364,0,0.29105734707393
0.115,-0.0043252356655366,12.709926763206,8.3952403474578,8.3952403474578,0.29274183519515,-4.3146864157483,8.3952403474578,0,0.29103600807551
0.12,-0.0043062463250032,12.642205654091,8.3464622638749,8.3464622638749,0.29272030396353,-4.2957433902165,8.3464622638749,0,0.2910147716123
0.125,-0.0042883772313762,12.579152068843,8.3012341895337,8.3012341895337,0.29269886207737,-4.2779178793089,8.3012341895337,0,0.29099365881281
0.13,-0.0042715657845083,12.520783568357,8.2596361327969,8.2596361327969,0.29267750424845,-4.2611474355599,8.2596361327969,0,0.29097265640978
0.135,-0.0042559845711998,12.467536829951,8.2219326051206,8.2219326051206,0.29265622432559,-4.2456042248306,8.2219326051206,0,0.29095174987883
0.14,-0.0042416602211381,12.416314949534,8.1850001376748,8.1850001376748,0.29263501602449,-4.2313148118588,8.1850001376748,0,0.29093091107438
0.145,-0.0042278917848804,12.368255228584,8.1506752717671,8.1506752717671,0.29261387656556,-4.217579956817,8.1506752717671,0,0.29091014762191
0.15,-0.0042148743896298,12.325311178774,8.1207168677805,8.1207168677805,0.29259280219361,-4.2045943109934,8.1207168677805,0,0.29088947212104
0.155,-0.0042031396367603,12.284958341506,8.0920701623199,8.0920701623199,0.29257178649543,-4.1928881791863,8.0920701623199,0,0.29086886401572
0.16,-0.0041919625192732,12.246674838986,8.064936516297,8.064936516297,0.29255082668283,-4.1817383226887,8.064936516297,0,0.29084831230878
0.165,-0.004181721458274,12.2116378101,8.0401155704627,8.0401155704627,0.29252991807554,-4.1715222396373,8.0401155704627,0,0.29082781311797
0.17,-0.0041718165208149,12.179618843971,8.0179773836507,8.0179773836507,0.29250905899294,-4.1616414603206,8.0179773836507,0,0.29080736612128
0.175,-0.0041628501309954,12.149397526223,7.996700586697,7.996700586697,0.29248824474228,-4.1526969395259,7.996700586697,0,0.2907869635523
0.18,-0.0041543379043496,12.120710227774,7.9765047535732,7.9765047535732,0.29246747305276,-4.1442054742009,7.9765047535732,0,0.2907666021744
0.185,-0.0041462030722528,12.09541777666,7.9593272937004,7.9593272937004,0.2924467420374,-4.1360904829595,7.9593272937004,0,0.29074628657101
